,influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
133,adi hidayat,-0.15259467,0.026169764,-0.029218348,-0.06075512,-0.057578877,0.02059808,0.07850711,0.019754985,-0.22113827,0.030704638,-0.13874945,-0.012639336,0.071214914,-0.06644276,-0.054896127,-0.1253115,0.0689951,-0.17966262,0.026578924,-0.008891156,-0.0052688364,-0.03719966,-0.055414584,-0.086251415,-0.020952918,0.11705224,0.17236558,-0.011513969,-0.09531113,-0.015599567,0.041221917,-0.08695921,0.12744142,-0.13245043,-0.01094495,-0.07414849,-0.024912022,0.121210955,-0.054930586,-0.062209338,-0.07044843,0.09744988,0.16269943,0.038732022,-0.03297534,0.098413914,0.08462679,-0.10189755,0.011282621,-0.003294243,-0.07590282,-0.08259243,-0.08574556,-0.14110814,-0.12578274,0.023235299,-0.053495064,0.055738166,0.15119034,0.0050815204,-0.14178167,-0.07426812,0.06761114,0.022109233,influencer
134,abdul somad,0.14712273,-0.19725257,-0.21962163,-0.06336395,-0.07536312,0.29398263,-0.03789173,-0.11962518,-0.14806083,-0.060489334,-0.24433717,-0.2103599,0.22267258,0.1181903,0.051447943,-0.05524248,0.38986892,-0.062654935,-0.14544527,0.2976582,-0.09375447,0.050147265,0.0055371104,0.10205618,0.0629762,-0.1573801,-0.1535392,0.071839094,0.0030240794,-0.021669943,-0.111172974,0.05797901,-0.09961626,-0.07593292,0.077836804,0.1004333,0.22441167,-0.04268446,0.21397883,0.06806489,-0.08358905,-0.010296748,0.19604832,0.19224402,0.18581504,0.019565117,0.243305,0.16630423,-0.020395182,0.09733954,-0.085914865,-0.1281127,0.013208964,-0.18095472,-0.03888712,0.1310641,0.17684418,-0.15698808,-0.29149193,0.36033314,0.18737257,-0.12494515,0.23309135,-0.16735595,influencer
135,gus baha,-0.12730742,0.20448583,-0.07678319,-0.3386178,0.2407752,0.05558621,0.13673434,-0.12131953,-0.060940914,0.16189629,-0.27700877,-0.13027802,0.25802022,0.109122604,-0.19558504,-0.089223094,0.2693588,-0.07143834,0.10936873,-0.018196646,0.09623365,-0.16740656,0.018734295,-0.1556035,0.038967587,-0.065824114,0.19549453,-0.07036058,-0.08352734,-0.23445076,-0.2631278,-0.022287928,0.027706157,-0.07072175,-0.08803981,0.102334425,-0.0706311,0.31950015,0.28273827,0.11572402,-0.21720552,0.23122676,0.21104667,0.17319886,0.21891978,0.32452804,0.22924754,-0.25489664,-0.098691255,-0.037580788,-0.13573578,-0.23153284,0.041196756,-0.1471526,-0.3289353,0.21381655,-0.061133556,0.066640526,0.09916357,0.06007286,-0.18643135,-0.3288548,0.14881998,0.10597779,influencer
136,yusuf mansur,-0.12558056,0.11371217,0.043576777,-0.061637238,0.058623116,0.0005148561,0.074310206,-0.014510066,-0.10434367,0.060422726,-0.056509413,-0.08846151,0.04700768,-0.10472055,-0.044306573,0.07415213,0.13279167,-0.12773967,-0.02321338,-0.060810328,-0.0780665,-0.069175616,-0.13296911,-0.035337396,-0.016366433,0.08405333,0.0094499495,0.03881944,0.048781883,-0.037946872,-0.020844132,-0.07655381,0.19734693,0.02749248,0.10755585,-0.09522875,0.03305196,-0.0712266,-0.034964703,-0.08891828,-0.13312763,0.05006499,0.048729707,0.08321366,0.0038871286,-0.029087666,0.020996839,-0.09580955,0.06606515,0.06510035,-0.12347166,0.07199102,-0.09842208,-0.04591552,0.017694747,0.121417314,-0.06595564,0.006591808,-0.045371562,-0.035287954,-0.10211718,-0.055427965,-0.024744045,-0.034013785,influencer
137,salim a. fillah,-0.118655324,0.09380731,0.040923603,0.05053596,0.053097494,0.286938,0.048430026,0.094901055,-0.212127,0.13670838,-0.05226845,-0.17272413,0.028374702,0.02971637,0.07884915,-0.010544802,0.16132551,0.035696086,-0.04287072,0.090920046,-0.17729776,-0.014773242,-0.13585235,0.09969804,-0.16525039,-0.015903095,-0.13139673,0.055761248,0.119508184,-0.040447757,-0.036747113,-0.10382905,0.027995348,0.21110567,0.228564,-0.10949384,-0.057688512,-0.058323167,0.08954136,-0.24548917,-0.0808501,0.09322497,0.15972172,-0.082754724,-0.035329025,-0.1512008,-0.049707983,-0.088006526,0.08135001,-0.07685883,-0.046658054,0.10038242,-0.17021105,-0.11815686,0.11686994,0.25676757,0.015951365,0.008639185,-0.211363,-0.061288103,-0.16479872,-0.010815488,-0.0036473826,-0.016950302,influencer
138,habib jindan,-0.32216457,0.05974261,-0.15688029,0.73608005,1.0019156,-0.28426945,0.23025109,-1.0049075,0.05594593,-0.17947617,-0.56140625,0.40521196,-0.29079372,-0.23232809,-0.057742517,0.37781078,0.22085236,0.037854828,-0.46746987,-0.070455536,-0.15241942,-0.65674126,0.085361145,-0.13013679,-0.19913654,0.14876828,-0.22800049,-0.5454424,0.20099185,-0.31447574,0.06350157,0.05502083,-0.19058594,-0.19312014,-0.027909294,-0.28058562,-0.4687233,0.041950382,-0.52186584,0.07851883,-0.018996812,0.4333055,-0.23170568,0.2595089,-0.074856855,-0.4648773,0.3847942,0.10400792,0.2542984,0.03745829,-0.7292724,0.062742,0.06137032,-0.13112864,0.5839417,0.5747837,0.41367626,-0.6934254,0.167676,-0.46431714,0.051608697,-0.18972528,-0.35398763,-0.23819149,influencer
139,habib novel alaydrus,-0.8323252,-0.39563906,0.15336683,0.37881652,-0.359722,-0.71526164,-0.9035814,-0.39632222,-0.21208294,-0.38418978,-0.018508676,0.930297,-0.18104538,-0.2884398,0.41952598,-0.42039227,-0.58023846,0.5178591,-0.60278404,-0.31615308,0.15062405,0.09553852,-0.27651134,-0.2994328,0.20083454,-0.014735013,-0.056578804,-0.40933943,-0.60313517,0.6533946,1.013182,-0.5589267,-1.364316,0.6990284,-0.5604415,0.18451017,-0.8290474,0.25698516,-0.88071144,-0.24124609,-0.07145959,1.2775354,-0.38142285,0.38030207,-0.3715555,0.37820297,-0.07893221,0.132241,0.6755336,-0.7221366,0.42078668,-0.059571486,-0.3181255,0.35448092,-0.26467806,0.13482228,0.22026911,-0.09607602,1.2420101,0.12582743,-0.3287611,-0.28350085,0.060931757,0.32645246,influencer
140,buya yahya,-0.0077836155,0.1396147,0.04571653,-0.22493652,0.0882263,0.21264848,0.018948026,0.06856682,-0.2610531,0.19035283,-0.19907387,-0.16623358,0.18127438,0.15128745,0.057408646,-0.08882381,0.17639396,-0.1368333,-0.07940296,-0.14025672,-0.046605855,0.015421757,-0.06945355,-0.096222565,-0.022985142,0.011011175,0.1632584,-0.11237188,-0.042243283,-0.13870406,-0.01769905,-0.14790621,0.11163034,-0.15299186,0.06603149,-0.030442387,0.020099783,0.15365338,0.08740726,0.07052198,-0.22805554,0.0969497,0.20935786,0.085631154,0.0014281186,0.17543143,0.13425279,-0.018420149,-0.08912629,0.08223952,-0.1952363,0.04657654,-0.06118588,-0.2012069,-0.051574618,0.045209445,-0.10170932,0.10635544,-0.03294014,0.057416588,-0.13199964,-0.016474543,-0.04602509,-0.069408596,influencer
141,habib rizieq,-0.08114171,0.074136384,0.032973334,-0.055898115,0.015152939,0.031370074,0.07211144,0.063059896,-0.2662144,0.064127155,-0.17162675,-0.06881731,0.043184057,-0.00611791,0.044396646,-0.023014339,0.08249305,-0.04051468,-0.048516355,-0.03324072,-0.011454918,-0.025758043,-0.02188821,-0.11554619,-0.09074701,0.05724098,0.04854489,-0.02663451,-0.005926556,-0.12129107,0.11670722,-0.13630344,0.05759464,-0.120909534,-0.0045882403,-0.027674112,-0.04499487,0.038744405,-0.03997586,-0.060055397,-0.15710878,0.07886277,0.14744133,0.08593078,0.049975265,0.10641769,0.03471233,-0.0034628718,0.023795318,-0.007942425,-0.16569439,-0.016601708,-0.102192536,-0.1506667,-0.0045523006,0.086134925,0.0040961197,0.07403849,0.018446814,-0.03271084,-0.170309,-0.051433787,-0.02367451,-0.04374746,influencer
142,kh. cholil nafis,0.23462084,-0.19232517,0.1224556,-0.07883648,-0.3613698,0.17860988,0.11174932,0.026960216,-0.4141295,0.06131775,-0.11833429,0.094551,0.030639037,0.28420532,-0.023448741,-0.011304744,0.13136496,0.06001032,-0.08858618,0.12305837,0.0076432545,0.10633663,0.098496586,-0.09766166,-0.0408111,0.013944876,-0.0100824535,0.009361738,-0.0047603664,-0.2305407,0.1340769,-0.12005925,0.18316025,0.019619077,-0.036226287,0.15386188,0.19028595,0.06411098,-0.08403537,-0.20139109,-0.017359821,-0.10164139,0.07611988,0.27235654,-0.1728298,0.19335558,-0.05318995,0.27232414,-0.1406001,-0.2184389,-0.028528675,-0.19088176,0.063989595,-0.19366354,-0.1560519,-0.30266947,-0.08591485,0.19074604,-0.15492201,0.30187407,0.09532095,0.109758034,-0.029224955,-0.27640918,influencer
143,hilman fauzi,0.18413466,0.5091399,0.07494743,0.28510535,0.311282,0.2016702,-0.066412516,-0.33919942,-0.2940914,0.36297947,-0.09276014,-0.49697632,0.25697982,0.13889709,-0.22777617,-0.12634635,-0.024732899,0.031274483,-0.34835333,0.17896876,-0.11785037,0.13936085,-0.2051551,0.259276,-0.36206228,-0.14171404,0.18356141,-0.2335948,0.32934815,-0.35799086,-0.15249223,0.08274645,-0.1063136,0.09271129,-0.02753801,-0.021227762,0.085852966,0.2793495,0.10883793,-0.25384706,-0.21782154,0.27467048,-0.012954166,-0.013230529,0.10114346,0.07702894,0.25146735,-0.06356996,-0.06449859,-0.059966408,0.20642294,0.001137997,-0.038860776,0.04847331,-0.26238418,0.35905075,-0.0708438,-0.07189782,-0.13460141,-0.18668678,-0.20826343,-0.08372665,-0.060147848,0.024519024,influencer
144,syafiq riza basalamah,-0.088934675,0.12968008,-0.0007570314,0.07749393,0.13161269,-0.010289027,0.086890146,-0.19989163,-0.18174723,-0.010634892,-0.18727586,-0.09635243,0.080439284,-0.1711322,-0.025124393,-0.031909302,0.07623315,-0.17862932,-0.011394987,-0.03171582,-0.060467236,-0.059131682,-0.12962258,-0.02004493,-0.1235697,0.08328859,0.16772984,-0.07033236,0.078682095,-0.034645014,-0.026190355,-0.005366829,0.19811514,-0.038433313,-0.00091836014,0.012600839,-0.04547017,-0.007717493,-0.012776906,-0.07772927,-0.050719596,0.08802779,0.1672833,0.017905574,-0.011338906,0.011830445,0.04935216,-0.098300464,-0.04079213,0.122302786,-0.08798627,0.064715505,-0.08069738,-0.104626045,0.057714272,0.105572656,-0.13324928,-0.08113346,0.08864453,-0.2186254,-0.10260491,0.01521191,-0.026267216,0.06599502,influencer
145,ernest prakasa,0.094175756,-0.07587553,-0.034217507,-0.04012883,-0.09482712,0.09890184,-0.05670844,-0.06016321,-0.013093027,0.008159683,0.0644144,0.11845505,-0.016125932,0.0035246117,0.11892091,0.10566482,0.01027053,-0.061588787,0.004625147,0.007608209,0.08918518,-0.02934807,0.015522316,-0.008744662,-0.008197041,0.047883466,-0.08220601,-0.063555345,-0.09825684,-0.04499011,0.03065699,0.20765057,0.09738224,-0.03879627,0.029503437,0.002994215,0.13968065,-0.00071704935,0.15260574,0.11093618,0.0601066,-0.26128978,0.04454553,0.012757691,-0.09667361,-0.0123274885,-0.07964514,-0.08638796,-0.027107878,0.09082794,-0.07205511,-0.07908626,0.15031064,0.14234881,-0.05620162,-0.022768818,-0.1322945,-0.037996165,0.036381908,0.018122304,-0.0023072592,0.08415986,0.088768385,0.0644321,influencer
146,joko anwar,-0.042077247,0.0046793977,-0.00990786,-0.05946763,-0.13367133,0.06700532,-0.03881461,0.14889976,-0.06516052,0.050502863,0.07415374,-0.08045161,0.06576136,-0.03005939,0.10714366,0.05599913,0.0675922,-0.004622162,0.005483314,-0.048832633,0.03909307,0.0671819,0.06019626,-0.0059341528,0.015460966,0.07698356,-0.009800526,0.008330597,0.102563664,-0.050834246,0.055602517,0.05227646,0.16088621,-0.061715342,-0.028807463,-0.05994338,0.13002212,-0.08158205,0.055881616,-0.014588146,-0.09595752,-0.22894904,0.071033776,0.01749874,-0.0015618813,0.041050598,-0.11345725,0.031949,0.080036774,0.1283499,-0.04129529,0.01324271,0.026587473,0.02431852,0.04249404,-0.016921341,-0.091195494,0.21606481,-0.05467486,0.019322887,-0.031566665,-0.006525389,0.0069434014,-0.02336733,influencer
147,dandhy laksono,-0.478822,-0.5082333,-0.19505174,-0.29702294,-0.48306796,-0.013522219,-0.24869701,0.27851653,0.043852814,-0.1782412,0.19873789,0.13275611,0.30297464,0.24038842,0.067169584,-0.1521107,-0.0820211,-0.17148,0.11271064,0.2095405,-0.11546209,-0.11751823,0.08303304,0.3886503,0.31656402,-0.047042802,0.29073998,0.026883453,-0.052600667,0.47407818,-0.003717998,0.28951788,-0.06090754,0.25343558,0.15196696,-0.18842822,-0.38238055,0.25200373,-0.16939554,0.04205694,-0.22991727,0.108085155,0.24315485,-0.3135596,-0.17529431,-0.16165133,0.06924228,-0.1644283,-0.4620099,-0.4054425,0.42772093,-0.09871177,-0.25979078,-0.05865733,-0.2632725,-0.36050773,-0.11396325,-0.08232058,0.11279101,0.10880531,0.3024335,0.38458744,-0.037552994,0.34410542,influencer
148,gina s. noer,-0.0040991986,-0.012134293,0.032638386,-0.17107815,-0.16141641,0.12383363,-0.026776252,0.18391466,-0.046313137,0.036372054,0.102945626,-0.14049026,0.019309238,-0.0045198975,0.022096144,-0.0051266225,0.09526587,0.011165155,0.05872619,-0.022594582,-0.015563371,0.10661248,-0.0017437065,0.049342565,0.048421275,0.015600106,-0.004555944,0.054109223,0.004369867,-0.0075633796,-0.023575084,0.019446965,0.090419665,0.04935048,0.039789557,0.0066541275,0.10788727,-0.037479304,0.08552327,0.0056515024,0.003938449,-0.16737515,0.080649614,-0.012030115,0.013487946,0.014807326,-0.043386906,0.009162484,-0.024563143,0.052570373,0.089302,-0.0070318403,0.026410844,0.0137138385,-0.014768655,-0.038394243,-0.050626248,0.1495066,-0.08881739,0.13986944,-0.0058627515,-0.054636862,0.04786177,0.013976817,influencer
149,remy sylado,-0.083728194,-0.02775706,0.025332404,-0.034646466,-0.087214604,0.030524854,0.028026477,-0.004083761,-0.19813037,0.028631853,0.057393596,-0.1002343,-0.069848225,-0.05798173,-0.12758088,-0.059179597,0.06670487,-0.19008616,-0.04995588,0.012358066,0.005114007,-0.037144355,-0.038473688,-0.11949103,-0.06895837,0.015053402,0.061302803,0.06555698,-0.028238628,-0.12751748,0.08080873,-0.038099356,0.058974884,-0.12030587,-0.04709623,-0.17061567,-0.0060881563,0.0062141023,-0.002278203,-0.08176945,0.018016372,0.010774322,0.14609388,0.116863415,0.06517908,0.014156481,0.025421266,-0.103658825,0.11952773,0.07069172,-0.11039747,-0.08715379,-0.1267326,-0.0016245856,-0.12893763,0.10703782,0.062568516,0.03829208,0.063252434,0.092972994,-0.17081109,-0.07436332,0.058393262,0.0210535,influencer
150,andrea hirata,-0.10920588,-0.083785385,-0.09053858,-0.009899713,-0.13580953,-0.053369578,0.0135156475,-0.035886705,-0.18746325,-0.02968366,0.0009023364,-0.029437892,-0.0016576187,-0.055171303,-0.07831556,0.0070884475,0.09675203,-0.122671984,0.067011915,0.06656055,-0.034117825,-0.11546599,-0.07284086,-0.027669936,-0.029127944,0.08447475,0.114105254,0.03600745,0.06449229,-0.028411698,0.040376857,-0.008482631,0.15364146,-0.15372545,-0.028417643,-0.09276037,-0.07828033,0.052848436,-0.04267106,-0.07050583,-0.05700443,-0.007291667,0.085814744,-0.026153842,0.04362797,-0.05643862,-0.0021330698,-0.10191602,-0.06927498,-0.04616406,-0.06717506,0.006307396,-0.13169774,0.0017551691,-0.04757279,0.10157119,0.0025465232,-0.02523262,0.12946385,-0.08575754,-0.05031616,-0.01196869,-0.007019125,-0.012289127,influencer
151,leila s. chudori,-0.09253846,0.027756061,0.048274104,-0.13157815,-0.022780884,0.044172265,0.08263329,0.04169261,-0.24907218,0.011765668,-0.019114356,-0.13917685,-0.026965065,0.045375526,-0.0025085579,0.047397934,0.10075484,-0.03400997,0.0014433414,0.018746708,-0.065725684,-0.14279872,-0.037753098,0.016530756,0.01212593,0.07850422,-0.027072288,0.036623027,0.09235673,-0.07660259,0.066843495,-0.07779903,0.05934956,-0.06821923,0.035217687,-0.07922262,0.040562525,-0.039281167,0.02155507,-0.0032818178,-0.02067817,-0.026235353,0.076973245,0.12218925,0.06512405,-0.010527197,-0.001316369,-0.01591608,0.0016653321,0.038071714,-0.096910655,0.014217695,-0.17561823,-0.10567704,-0.054188937,0.07506317,-0.0507667,-0.03978233,-0.054508455,0.04018189,0.018672159,-0.074778154,-0.0011480607,-0.0926571,influencer
152,seno gumira ajidarma,-0.11558204,-0.02533107,-0.023143403,-0.017488532,-0.06740241,-0.034035098,0.042225532,0.0029687663,-0.21005261,0.10914009,-0.030780926,-0.07564768,0.034359097,-0.004955722,-0.096893854,-0.0721156,0.072768606,-0.21973477,-0.15542719,0.06103476,-0.0071223155,-0.16967759,-0.03728818,-0.15194951,-0.1012914,0.018345134,0.05186359,0.09096326,0.053011768,-0.1645221,0.07273312,-0.056271594,0.04330042,-0.1963532,-0.072317585,-0.24343957,-0.018437836,0.060717817,0.0030771382,-0.06663591,0.0044394378,0.07215671,0.13485773,0.0035488498,0.13576002,-0.035389833,0.03343361,-0.12318316,0.19274992,0.01513838,-0.13248572,-0.020549074,-0.22801131,0.01089092,-0.13796066,0.16872603,0.13388664,0.029238576,0.078970075,0.17475688,-0.10291341,-0.1823476,0.0522347,-0.002904751,influencer
153,wira nagara,0.11647816,0.24237517,-0.23553613,0.083068274,-0.20424637,-0.0008989903,0.18183216,0.111466244,-0.6528369,0.22869223,0.18083113,-0.13515623,0.3786242,-0.022067599,-0.46479365,-0.038959436,-0.11251526,-0.3956273,-0.19704786,0.20250785,0.015365379,0.038856957,-0.5580389,-0.08367105,-0.13561845,0.022763621,0.18401091,-0.0006566171,-0.43322808,-0.48095596,0.1423575,0.2213318,0.1639843,-0.11967805,-0.0026696976,-0.42168057,0.22975898,0.10675849,0.18624362,-0.21082339,-0.1851754,0.23465843,-0.053570025,0.14953059,-0.040778704,0.03922896,0.20256661,-0.5556121,0.4203434,0.06525894,0.16925202,-0.36124393,-0.13414538,0.16986006,-0.6729305,0.14558774,-0.14067258,0.10294964,0.15859942,0.7135759,-0.4317841,-0.5752218,0.20731957,0.06862432,influencer
154,pandji pragiwaksono,-0.053152137,-0.029359248,0.021333577,-0.021685261,-0.20634857,0.07163322,0.022543542,0.04245407,-0.29053533,0.04281134,-0.019000156,-0.05760924,0.06797728,-0.035212435,0.01077177,0.024409125,0.12593012,0.03028272,-0.04190048,0.052983034,-0.047256835,0.04677125,-0.15735793,-0.007275265,-0.103826284,0.052842475,-0.02269136,0.017629504,0.057806134,-0.1145803,0.0076146675,-0.07737525,0.04022604,0.036025554,0.039263517,-0.01690176,0.031442326,-0.05212438,0.030915283,-0.0900843,-0.03961646,0.041208286,0.0068903533,-0.01555839,-0.042391255,-0.05341642,-0.0421392,-0.009401225,0.126435,-0.039499663,-0.04199351,-0.0009758603,-0.028136808,0.04221484,-0.011758725,0.091376476,-0.0046352902,0.11902976,-0.013265936,0.16195974,-0.044570517,-0.104375914,0.06050737,-0.054887548,influencer
155,windy ariestanty,0.06307055,-0.13698027,-0.28564787,-0.16886443,-0.32642063,-0.084177315,-0.372666,0.1359279,-0.46391797,-0.12973428,0.17181629,-0.041105255,0.027328003,0.03473191,0.43045723,-0.073697634,0.2780757,0.05477002,-0.27330053,-0.28629965,-0.07997671,0.018304177,0.011093827,-0.13178971,-0.08366173,-0.16287407,-0.16097294,-0.11453393,-0.026209852,-0.25529212,0.1294375,0.074869156,0.033145398,-0.33103746,-0.30156153,0.048402928,-0.025147503,-0.13167584,-0.0821425,0.5511933,-0.26050806,0.070698194,-0.018444791,0.26145786,-0.0033499992,0.30835974,0.13382961,0.104632676,0.13484266,0.30081815,-0.47518873,0.05634362,0.17699936,-0.08148507,0.009474253,0.14231703,-0.19440864,-0.14587495,0.117669806,0.120556615,0.015582009,0.1798706,0.028292388,-0.20485587,influencer
156,intan paramaditha,-0.037869498,0.062762454,-0.025617665,-0.052120514,0.019892095,0.08722094,-0.02186544,-0.007676108,0.06659266,0.02839636,-0.0052477513,0.06896371,-0.08792726,-0.06333188,-0.043299347,0.028118964,0.10137539,0.07723625,0.040653538,0.022727445,0.07470648,0.05948128,-0.061195534,-0.1014245,-0.09386853,-0.023968004,-0.073705986,0.03087055,-0.010184104,-0.009289749,0.01398219,-0.061008237,-0.038746804,0.00939781,0.05602589,0.05281119,-0.0318117,0.051065676,0.039094474,-0.084692836,0.014418425,0.067008615,0.057781044,0.07494429,0.050402164,0.025483357,0.050829142,-0.07213061,0.021286992,-0.060806572,-0.054264426,-0.031071838,0.13667172,0.017065732,-0.02604505,0.17225784,0.014151271,0.0692299,-0.014151255,-0.13172989,-0.16993764,-0.081014484,0.039092388,0.07740413,influencer
157,merry riana,-0.11171014,-0.202189,0.05707504,-0.49841154,-0.171002,0.2233818,-0.050514325,0.1226539,0.12470021,0.091384985,0.14339274,0.08540076,-0.09548497,-0.32668135,-0.2583391,0.053722825,0.0671044,-0.033749714,-0.18118748,0.12777281,0.09790706,0.18801242,0.0188124,-0.071167886,0.037331242,0.03238246,0.02047221,0.14872295,-0.103382245,0.17846039,0.086141184,0.051742826,0.26348367,-0.09591286,0.3016653,-0.08393443,0.05283279,0.15668929,0.07668772,-0.22012661,0.1303429,-0.20304489,0.1323488,0.3259941,0.16054308,0.016665393,-0.040441167,-0.107373245,0.087438606,0.095222145,0.06264775,-0.23706472,-0.14488561,0.16108763,-0.44444466,-0.18014082,-0.23376949,-0.01862054,0.02430737,0.03443769,-0.060359705,0.12195148,-0.13496509,0.47801355,influencer
