,influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
71,anthony ginting,-0.11655644,0.036865734,0.0105571095,-0.021193292,0.10341625,0.011333262,0.078926876,-0.119062915,-0.19861981,-0.052471668,-0.12760285,-0.15234789,0.04158272,-0.029147498,-0.027629722,0.015222205,0.049074993,-0.10048847,0.12960906,0.034641687,0.020762168,-0.14802869,-0.079766735,0.19183469,0.016773779,0.17044881,-0.033613786,-0.09048368,0.1217852,0.004223637,-0.080215566,-0.24357772,0.10029442,-0.023319503,0.15309335,-0.041011058,-0.091843635,-0.04862809,-0.056076776,0.0029720303,-0.11453393,0.18874997,0.054858245,0.20246223,0.014362764,-0.07085739,0.112464175,-0.03685926,0.008048506,0.08956396,-0.11145747,0.03022898,-0.13840505,-0.06092586,0.054540716,0.22832678,-0.108574465,0.0059502176,0.027006552,-0.12804264,-0.14394397,0.038543593,-0.00070140185,-0.12511006,influencer
72,jonatan christie,-0.008010489,-0.034050487,-0.10087839,-0.0007653769,-0.013380443,-0.03638232,-0.031239752,-0.10796714,-0.10692967,0.04854986,-0.049320355,-0.006910569,0.010209519,-0.08528873,-0.021268222,-0.003887058,0.06857315,-0.044692695,0.019683149,-0.056680977,-0.03076657,-0.026106104,-0.093437344,-0.03794422,-0.0395154,0.021761546,0.07472719,-0.03653811,0.05375658,-0.07268856,0.050130177,-0.030450545,0.08184263,-0.09105328,-0.049417317,0.016680967,-0.08264417,0.07446815,-0.06992735,-0.0105545,-0.101736665,0.033818245,-0.010205213,0.052159633,0.042881124,0.005695363,0.00336661,-0.043759394,-0.11402191,-0.024671152,-0.04000664,0.049446147,-0.05244478,0.044260263,0.026918886,0.11469069,-0.045261562,-0.01770188,0.09483071,-0.07543145,-0.05949471,0.05261062,-0.10857247,-0.040331915,influencer
73,kevin sanjaya,0.022197474,0.14441794,-0.01135499,-0.03551167,0.05636531,0.14981562,0.107381135,-0.12566541,-0.07743314,0.030535333,-0.08540045,-0.1894127,0.013492059,0.0025454694,-0.11127795,0.17548478,0.039983556,-0.053931393,0.04538534,-0.0016992139,0.02201984,-0.03878542,-0.12376413,0.14294869,0.056647036,0.12357796,0.06297668,-0.1485898,0.003997457,-0.15182108,-0.10775978,0.025693927,0.074240476,0.011816935,0.06334568,-0.051365823,0.047101304,0.022578802,0.10295755,0.034864824,-0.07107974,-0.010573774,-0.065307796,0.13445067,-0.04559172,-0.028199915,0.063531265,-0.10087224,-0.04630619,0.11444073,-0.063504964,-0.057363912,0.08715439,-0.019260619,0.009248763,0.16297087,-0.027960673,-0.0051129255,-0.07036838,-0.025575873,-0.08955288,-0.10328312,0.012774638,-0.09822141,influencer
74,marcus gideon,-0.17128131,-0.087598056,-0.052995745,0.08059849,-0.010097709,0.039884113,0.10437089,-0.072060354,-0.12681827,0.04320119,-0.13079832,0.07511762,-0.14638352,-0.04746429,-0.07918775,0.055429548,0.10852687,0.060440533,-0.0043204245,0.026754927,-0.04414329,-0.08005461,-0.07588868,-0.10657861,-0.042323828,0.015702665,-0.100291535,0.016602166,0.097405784,-0.052049212,0.088851005,-0.21632326,0.050518457,0.02104219,0.08563408,-0.082728714,-0.073222846,0.020022426,-0.10777794,-0.21093667,-0.08740692,0.09011484,-0.030093316,0.07357402,-0.06670523,-0.11805795,-0.09322004,0.022718806,0.06649802,-0.1481492,-0.18981987,0.031539522,-0.03721914,-0.03916671,0.13226897,0.19977024,0.033064142,-0.06998225,0.08697896,-0.2716293,-0.14958608,0.06447685,-0.09970865,-0.12334326,influencer
75,rizki amelia,-0.028413996,0.009834945,-0.20173703,-0.26692146,0.11659954,0.17481935,-0.13370712,0.0791644,0.17620856,-0.19418333,0.07890199,-0.17710926,0.16975655,0.26366556,-0.14420244,-0.0104575055,0.06297696,-0.122496046,-0.06886253,0.07642418,-0.098768055,0.15031525,-0.04905414,0.15574843,0.18292439,-0.040920075,-0.0023124495,-0.14954816,-0.12282657,0.015898462,-0.21146421,0.03513834,0.042607196,0.20064044,0.3120469,-0.018071463,0.045821548,0.010948555,-0.018957393,0.20770338,-0.14052573,0.11750579,0.123596825,0.2653268,0.023765385,0.007893108,0.30776596,-0.05847844,-0.10757965,0.25209573,0.13091671,-0.027143557,0.17216557,-0.012444524,-0.11889954,0.09548952,0.13721752,0.015110564,-0.05848381,0.104210824,-0.17847352,-0.26154888,0.08882224,0.120090455,influencer
76,eko yuli irawan,-0.080725595,0.16797419,-0.0044524744,0.12743336,0.43669033,-0.13396093,-0.065755315,-0.4895693,0.0045497688,0.10980932,-0.25410652,0.19062355,-0.29363453,-0.13697472,-0.21285921,0.23626116,0.18861872,0.06326763,-0.3173035,-0.2786705,-0.1828638,-0.1673272,-0.3351722,-0.18640597,-0.08990463,-0.101627365,-0.08531165,-0.22174482,0.09606499,-0.0006192371,0.06516497,-0.11682992,-0.20027709,-0.019518774,-0.01592708,0.012095427,-0.3871343,0.15183485,-0.24770951,0.010250114,0.010201024,0.446243,0.0077794828,0.2362231,0.03366304,-0.2683862,0.27627414,-0.026822336,0.053218484,-0.13361636,-0.41586226,0.10686295,0.05847571,-0.015976546,0.23465261,0.33488345,0.19872329,-0.2533138,0.28427386,-0.2805618,-0.23559856,-0.05570726,-0.3845352,-0.0027308797,influencer
77,diananda choirunisa,-0.12077231,-0.10361238,-0.11877872,0.05764477,-0.03566421,0.054968536,-0.019259471,-0.03425809,0.0151824,0.011738863,-0.037928253,0.036493555,-0.034774188,-0.17792585,0.021853458,-0.10470989,0.1221759,-0.08102906,0.04612679,-0.13290356,0.0057409406,-0.009886462,0.0404967,-0.049140356,-0.035614137,0.012301454,-0.004873095,-0.008967651,0.008464877,0.032670878,0.039606065,-0.14292105,0.081961535,0.0042426726,-0.09781967,-0.00822013,-0.11741855,0.09767482,-0.0594066,-0.14267933,-0.042050347,-0.001166499,0.102087334,-0.0016846355,0.04282526,-0.0056253565,-0.02010288,-0.014294971,0.054930575,-0.054837376,-0.11869872,0.016695196,-0.029026803,-0.037080005,0.08045463,0.10473548,0.015803827,0.11185582,0.07228646,-0.049307816,-0.18743798,0.008255326,-0.030154187,0.0025106454,influencer
78,indra sjafri,0.008778915,-0.040781815,-0.008539824,-0.0104604345,-0.053265773,0.03218832,0.054206997,-0.067343295,-0.050097726,-0.090684876,0.16856414,-0.062479638,0.040126048,-0.20413503,-0.06917919,0.11929709,-0.010669602,-0.16603088,0.12852979,0.013388567,0.10292667,0.006904825,-0.06510125,0.112421885,-0.01264542,0.13027504,-0.067277506,-0.030044515,-0.16220821,0.08481994,-0.05795385,-0.018349674,0.14681455,-0.13909933,-0.012958016,0.04378539,0.05746188,-0.19508564,0.07219408,0.07058762,0.08510283,-0.17932197,0.018159954,0.06662195,0.04534346,-0.05289472,0.07427244,-0.13035303,0.11003971,0.18591619,-0.1373197,-0.15789196,0.0040030726,0.08650653,0.01385737,-0.13142176,-0.2374029,0.036497373,-0.007003745,0.07492893,-0.15415926,0.10993463,0.08292392,0.0689801,influencer
79,wahyu nayaka,0.007605324,0.019702733,-0.016959537,-0.0043588635,0.08996996,0.009425811,0.023330728,-0.09617085,-0.032665905,0.053766638,0.0144666685,-0.032591626,-0.032236964,-0.029137542,-0.10698376,0.05203248,0.08389433,-0.074451,-0.007988686,-0.030683395,-0.015019616,-0.000116191135,-0.06841636,0.03547755,-0.0023541602,0.025911026,-0.013079138,-0.057859443,-0.0049191583,-0.07756445,-0.032787904,0.02320496,0.03107804,-0.0010482065,0.0039106547,-0.073501006,0.007866934,-0.0084817475,-0.0388234,0.041087933,-0.032939225,-0.032646574,0.003509536,0.083214246,-0.0035852026,-0.07394543,0.052399337,-0.070592135,0.02069125,0.015967911,-0.038158223,-0.06267259,-0.024289282,0.054928638,0.025451306,0.08497448,0.042874236,-0.022336654,-0.016116668,0.08964853,-0.10021621,-0.022320043,-0.03806165,-0.020133682,influencer
80,ahsan hendra,-0.20227048,-0.24042895,-0.22022134,0.104683325,0.02592805,-0.0056546293,-0.038545296,-0.12104048,-0.26339895,0.34781787,0.09358485,-0.09557213,0.26041555,0.11739579,-0.25024456,-0.12400788,-0.029589783,0.086549655,0.0032572448,0.1572518,-0.175248,0.096903995,-0.18817407,-0.29442042,0.01182851,0.07397011,0.05604518,-0.10418628,0.026309974,-0.14248908,0.19954087,0.07375643,0.014556399,-0.24555245,-0.1313923,-0.35712612,-0.021695726,0.033411484,-0.12265687,0.053595018,-0.10992341,0.098243654,-0.043699324,-0.074618116,0.006528177,-0.08899538,-0.0057592206,-0.19486237,-0.11256691,-0.09211688,0.15429291,-0.27028763,-0.32244906,0.13859892,-0.045453586,0.23327105,0.05143962,-0.09058524,0.045937322,0.10378601,-0.19198605,-0.002299239,-0.111131236,-0.044913217,influencer
81,aprilia manganang,-0.033860486,-0.029067088,0.011498384,-0.094625406,0.08216825,0.1028001,0.09166414,-0.06973414,-0.027333729,0.013062747,0.039393112,-0.06705142,0.024614755,-0.06985441,-0.100608155,0.109658234,0.058233254,-0.07440064,0.05155628,0.039775416,-0.0077397423,-0.07497612,-0.09789349,0.092880055,0.05337337,0.055929426,-0.06859047,0.033093452,-0.06537208,0.08883461,-0.09867317,-0.061729386,0.07509906,0.0118822185,0.046829574,0.027547386,0.0167585,-0.09466675,0.028658092,-0.019173661,-0.024149334,-0.04038529,0.029805336,-0.021420766,0.05009038,-0.047960684,0.04284548,-0.094212115,0.04591165,-0.043675683,-0.115447104,-0.066586904,-0.102645874,-0.049205415,0.05693642,-0.040540695,-0.05954399,-0.118336365,-0.070253,0.061704412,-0.043393448,0.06693911,-0.01333034,0.036147036,influencer
82,zohri lalu,-0.3716442,-0.08585249,-0.32697648,0.12033385,0.33854425,-0.082909554,-0.26109302,-0.6384343,0.22898895,-0.14619783,-0.14245203,0.19312593,-0.28883934,-0.2963379,0.13632877,0.41585743,0.19665246,0.3610668,-0.44140112,-0.05281938,-0.4221587,-0.3669197,0.040364526,-0.1861915,0.2094941,0.078094885,-0.32615623,-0.33118948,0.3223332,0.23900358,0.105847076,-0.0319331,-0.18157956,-0.13931607,-0.24577345,-0.08123666,-0.46002826,0.050442163,-0.4509098,0.26722294,0.07189793,0.20922755,-0.34470066,0.041603647,0.048687734,-0.53022313,0.046012897,0.33667016,0.16359913,-0.01215535,-0.29236755,0.3319821,-0.028277352,0.12173478,0.62185466,0.30993885,0.058220465,-0.5623958,0.28741097,-0.4773902,0.29578763,-0.108433634,-0.41485107,-0.12007597,influencer
83,bryan domani,-0.10947915,-0.010442117,-0.047992878,0.056018732,-0.019872611,0.05599834,0.018732864,-0.08092771,-0.018832082,0.06919511,0.02501683,-0.022470843,0.045552358,-0.16946745,0.0002285192,0.04299463,0.0767527,-0.05189451,0.023292068,-0.05971667,-0.021153025,-0.018224042,-0.07574963,-0.059004948,-0.059590004,0.056006648,-0.04393083,-0.011049298,0.011476892,0.0034595649,0.046407893,-0.09936395,0.06519555,-0.025270376,-0.016943993,-0.05030057,0.017924625,-0.043292772,0.0018283185,-0.071549006,-0.043326154,-0.048263036,-0.015789583,-0.010525572,0.024727069,-0.09031111,0.0079300385,-0.023050785,0.08737743,0.033229303,-0.12215798,-0.024910022,-0.0014562419,0.075889006,0.09598145,0.076997474,-0.05717121,0.04375787,-0.017975952,-0.045384355,-0.11654357,0.034468144,-0.017449133,-0.01563982,influencer
84,yasa singgih,-0.070076525,-0.1288441,-0.06545898,0.0018380097,-0.1560221,0.0650196,0.0044446555,0.06575116,-0.053349286,0.045010567,0.056942143,-0.07480566,0.0755305,-0.082206964,0.0052164164,-0.020818187,0.019946575,-0.013161629,-0.017572012,0.0032419332,0.06530425,0.12529685,0.0800699,-0.047751248,-0.014028683,0.03224639,-0.056616835,0.025839005,0.054346554,-0.03069517,0.11389588,-0.022201987,0.07712838,-0.0800983,-0.056038238,-0.019592538,0.11102423,-0.07879357,0.006807085,-0.035891417,-0.0015046722,-0.21830067,0.0795321,0.028710347,0.07866919,-0.048337724,-0.060224295,0.034012046,0.040576026,0.09653194,0.021034557,-0.06606196,0.026888441,0.08313683,0.06230083,-0.045018107,-0.056312446,0.15830603,0.026650857,0.010009265,-0.1105811,0.047067404,-0.00178457,0.003479871,influencer
85,andhika diskartes,0.10466814,0.12117545,0.12602003,-0.2043288,-0.09625225,0.27968234,-0.009751591,0.06722459,-0.25759387,0.08681996,-0.006042809,-0.2928536,0.06107632,0.085205376,-0.13794218,0.03910961,0.23058604,-0.030841202,0.028485902,0.15752864,0.021539595,0.14497659,-0.11195554,0.17736726,-0.078189954,0.03475813,-0.01567143,-0.025043938,0.08261885,-0.14928436,-0.20778757,0.039798148,0.0953164,0.100448325,0.17695656,0.029902846,0.17912662,0.021086022,0.20466039,0.059550665,0.06766203,-0.094231024,0.03495501,0.048597366,-0.017314661,-0.001601137,0.052561425,-0.019813474,-0.050603397,0.11242484,0.08362883,-0.051868342,0.12799019,0.01778955,-0.080378175,0.023484048,-0.06343127,0.09677954,-0.23587291,0.18990363,-0.0007221325,-0.1298954,0.08665192,0.016614893,influencer
86,raden rauf,0.34703797,0.09010106,0.15315714,-0.21800436,-0.013447171,-0.011010805,0.28492552,0.1953412,0.14283362,0.2258242,-0.3051006,0.04716001,-0.008522673,0.24386185,-0.18208615,-0.072967306,-0.151274,-0.1384696,0.0030426169,-0.13421336,0.22663216,-0.013846971,0.053008802,-0.09062161,0.28156936,-0.07897439,0.24351376,0.26900035,-0.4862858,-0.11432022,-0.08717823,-0.17737693,-0.08077158,0.08633484,-0.19086206,0.40934977,0.19345924,0.17206599,0.28362447,-0.24937254,-0.08715229,-0.26852196,0.15835266,0.097918436,0.20009334,0.2903809,-0.24896169,0.02772356,-0.12563607,-0.20234174,-0.052173045,-0.20237389,-0.0029458385,-0.2943004,-0.41000563,-0.29540074,0.3432656,0.10070686,0.041876715,0.46316236,0.028820828,-6.3208863e-06,0.27058753,-0.21981406,influencer
87,sandy firmansyah,-0.5806711,-0.34665748,0.2274261,0.5702166,-0.17069498,-0.7511353,-0.66372395,-0.50128144,-0.03981643,-0.481407,0.114710554,0.8639569,-0.22540638,-0.3677153,0.204652,-0.37968278,-0.564511,0.2884202,-0.53620607,-0.6290908,0.2503215,0.05415359,-0.13184571,-0.2874638,0.09918687,-0.1519601,-0.13947253,-0.42235762,-0.50631255,0.30847228,0.87329954,-0.41180328,-1.2668607,0.6371496,-0.6585299,0.061416484,-0.6756931,0.21920554,-0.7005745,-0.31901973,-0.09220734,1.1740674,-0.4227703,0.5350343,-0.19565341,0.42017478,0.017605197,-0.06416401,0.9053004,-0.49456298,0.16548431,-0.114279546,-0.07643567,0.48070875,-0.3094635,0.20398945,0.29931712,0.00022119656,1.3464067,0.10892762,-0.44625846,-0.45011407,0.0028600395,0.24403778,influencer
88,jouska,-0.018964916,0.09854535,0.14906956,0.15075067,0.05735536,0.07334759,0.14729646,-0.02273092,0.034111187,-0.12003921,0.058864072,0.15828377,-0.11246822,0.072100505,-0.14788081,0.12418126,-0.226348,-0.16459484,0.011552802,0.097660735,0.14811487,0.1334295,0.150549,0.23857939,-0.048401065,0.156778,-0.033153344,-0.15850565,-0.020614762,-0.01867781,-0.117615476,0.18331006,0.12554398,0.14647976,0.2828303,-0.20205165,-0.010557981,0.07189448,-0.016717426,-0.19165199,0.12660857,-0.04999325,-0.009580487,0.06146641,-0.1437968,-0.07974879,0.018018322,-0.171212,0.17167786,0.05139256,0.16752985,-0.14603736,0.1492964,-0.007987971,-0.16706286,-0.011776277,-0.06860925,0.15244815,0.06763056,-0.28957328,-0.18058443,0.045079857,0.11682607,0.17084582,influencer
89,fellexandro ruby,-0.039335728,0.048628688,0.06652692,-0.13226101,-0.1180888,-0.011904225,0.08244375,0.0833389,-0.15273255,0.042899188,0.038990863,-0.13652205,0.05375894,0.028522946,-0.06885767,-0.059956357,-0.0012273772,-0.14591795,0.030000906,0.061821517,0.005095315,-0.005776897,0.021872193,-0.026002595,-0.00079503044,-0.011649945,0.08769512,0.1038766,-0.03495543,-0.051864654,0.029533088,0.00012043907,0.04876169,-0.040934186,0.026758226,-0.10401246,0.04580955,-0.030587962,0.04024171,-0.024291517,0.024158984,-0.0073216762,0.081635386,0.010955481,0.09064618,0.043521848,0.0073342794,-0.0984608,0.03179477,0.06381044,0.14078434,-0.037526563,-0.103918694,-0.0150816925,-0.13344346,0.0013576667,-0.026034974,0.068229094,-0.008546369,0.11189646,-0.029634893,-0.09431431,0.09135949,0.026654536,influencer
90,denny santoso,-0.24275899,0.15557009,-0.28455603,0.12311863,0.32700312,-0.19298823,-0.13193992,-0.42476246,0.21989435,-0.11251536,-0.110517204,0.08143926,-0.2516272,-0.20878945,0.032454632,0.16642377,0.054388367,0.19558102,-0.20314544,0.0090976795,-0.35874066,-0.3588489,0.002411101,-0.12745129,0.113701746,-0.047424674,-0.032377344,-0.20783587,0.27953988,0.17153484,0.036327098,0.02183906,-0.18290624,-0.2196917,-0.17207192,-0.20815751,-0.48124084,0.109299175,-0.26501507,0.22528616,0.031423323,0.33484924,-0.27002528,-0.05523677,0.09802003,-0.39439845,0.09371078,0.18351924,0.1307214,0.051445343,-0.053179186,0.3193738,-0.066156596,0.06409004,0.48261416,0.33147585,0.022650015,-0.48239535,0.28696734,-0.5410106,0.29357678,-0.15793505,-0.34189183,-0.058271676,influencer
91,vincent raditya,-0.03334636,-0.063768305,-0.051530916,-0.20123854,-0.21984625,0.039394252,0.07201992,0.09712802,-0.113115184,0.05369912,0.0063275304,-0.09115738,0.16540805,0.033297524,0.0080411155,-0.040541895,-0.021481689,-0.17239773,-0.009288455,0.03749486,0.033744246,-0.061684683,0.028366074,0.06998269,0.14684317,0.004322551,0.08918687,0.08146264,-0.1581257,0.028613536,0.021318916,-0.049272515,0.022470599,-0.066351414,-0.0023481813,-0.024199486,0.11891371,-0.04577821,0.04131525,0.013778058,-0.11041076,-0.06222208,0.03941165,-0.0046462575,0.10426457,0.08762731,0.05399201,-0.067692205,0.01018684,0.009399725,0.09286015,-0.06290275,-0.05466059,-0.03420987,-0.108676255,-0.0949116,-0.05065711,0.015654726,0.033224463,0.17862904,0.0660716,-0.042136572,0.116595864,-0.032359153,influencer
92,christian sugiono,-0.22342426,-0.2819972,-0.31270128,-0.17159918,-0.15391028,-0.07196887,-0.04161229,0.210731,0.06262512,-0.024490086,-0.005415515,-0.12325689,0.19416305,-0.023786034,0.050046135,-0.20646924,-0.03805589,0.16679242,-0.044553593,0.09357563,-0.24112526,-0.002872579,0.27488786,-0.11402079,0.26085144,-0.04515396,-0.075595304,0.052275565,-0.02236903,0.027100042,0.08268528,-0.042260256,-0.015812859,-0.03982762,-0.047331177,-0.12539077,0.030416386,0.08141786,-0.16087884,0.1823619,-0.053095307,0.033667296,-0.2372207,-0.08012554,0.20067394,0.00073881727,0.020040851,0.21203029,-0.07047638,0.025034059,0.2956766,0.046178944,-0.083483264,0.023621574,0.057399027,-0.05941029,0.023736794,-0.10164662,0.07688251,0.06970614,0.24451564,-0.22256137,-0.0697187,-0.10528076,influencer
93,hanifa ambadar,-0.7621048,-0.3476639,-0.6621366,0.36880174,-0.76884335,-0.24002454,-0.41491944,-0.02914456,-0.023613848,0.39886516,-0.22249871,0.81848043,-0.054452278,-0.47475636,0.99288386,-0.41179425,-0.25968271,1.0065042,-0.21291624,-0.2052736,-0.5358491,-0.9149662,0.3476639,-0.62745285,0.18939711,0.097385906,-0.2983778,0.12648591,0.31306767,0.4552077,0.75098205,-0.57286936,-0.5433911,-0.210008,-1.1151748,-0.022207273,-0.35512334,0.430476,-0.27597293,-0.62496185,-0.15258002,0.90324813,-0.4124729,-0.39197555,-0.26772064,-0.002215609,-0.57539076,0.24823055,0.10716541,-1.0485544,-0.4092592,0.51561356,0.107080415,-0.051803738,0.25663137,0.15442881,-0.03672855,-0.010077216,0.8190677,-0.6269885,0.7739924,-0.55435824,-0.28176588,-0.8875436,influencer
94,rendy saputra,0.06445356,-0.022275338,-0.027687468,-0.11944209,-0.075323254,0.13881868,0.058012024,-0.011773773,-0.110011205,-0.019783707,-0.026865397,-0.21505386,0.111456946,0.03475049,0.03400849,0.055960454,0.043960646,-0.07482439,-0.09140949,0.0109036695,-0.044434298,0.06548571,0.03158758,0.1450387,0.11933869,0.008670997,0.0138085075,-0.02254251,0.0020590143,-0.0414197,-0.06353329,-0.016189944,-0.007945015,0.03528402,-0.038644485,0.11942153,0.13621454,-0.15933783,0.08370419,0.05105488,-0.11065868,-0.18489912,0.124517575,0.15878883,0.092355326,0.03469468,0.014354409,0.07474378,0.0955406,0.12400593,-0.017925398,-0.07206543,0.0056568505,-0.0101609025,0.059631735,-0.05544193,-0.0068849884,-0.0019677402,-0.011837468,0.12461612,-0.0005397869,0.016470958,0.11350009,-0.06737147,influencer
95,agung hapsah,-0.18082964,-0.13705474,-0.22867903,-0.0072278366,-0.19567458,0.18860802,-0.09379315,0.008792617,-0.21432385,-0.1508994,0.12197776,-0.24914081,0.10763997,0.040333465,-0.01622452,-0.12283112,0.16429622,0.0607354,0.15155944,0.49404377,-0.11522282,0.09379953,0.13124937,0.05190248,-0.05012112,0.109203935,-0.08907704,0.062626705,0.013424374,0.10913421,-0.13011435,0.0035864231,-0.07026704,-0.15103662,0.10193364,-0.13632132,-0.061518963,-0.14387274,-0.0128412,0.12008394,0.016252795,0.094620004,-0.1312418,-0.22714968,-0.047182266,-0.078801334,0.076713085,-0.0026917583,0.12786525,-0.04466914,0.15933967,-0.11748384,-0.106333494,0.07156773,0.094968274,0.18699493,0.05202456,-0.16475315,-0.023616092,-0.19998269,0.028833618,0.04499049,0.27025667,0.05053299,influencer
96,irfan amalee,-0.21315162,-0.1391859,-0.20338291,-0.15509471,-0.40003103,0.124042064,-0.16379973,0.25943428,0.012474934,0.1179411,0.016971115,-0.15286744,0.26711357,0.02202627,0.039082006,-0.3342625,0.027876329,-0.05668608,-0.035217434,0.13094902,-0.07689555,0.36283708,0.15419815,-0.0218108,0.06935297,-0.08844842,0.025335904,0.13011011,0.13663945,0.15919201,0.014702607,0.05666238,-0.057543956,0.017516391,0.04897005,-0.09650604,0.0799405,0.06565523,-0.02632899,0.0081885345,0.041708574,-0.026611738,-0.013222971,-0.15233527,0.09665382,-0.027135912,0.0049521932,0.029613867,-0.069588944,0.049664922,0.4215865,0.0004498508,0.05647403,0.13574538,-0.014199965,-0.054652784,-0.13636196,0.2239668,0.02110527,0.00017428678,0.033142738,0.012895345,0.14390603,0.041832518,influencer
97,sibungbung,-0.022081368,0.08202781,0.05156216,-0.22399195,-0.21567297,0.049630865,-0.047206722,0.09158786,-0.14033058,0.023218026,-0.020518063,-0.22937357,0.22670451,0.04222369,0.08391164,0.01107082,0.03164191,0.04006522,0.13631073,0.07993922,-0.04470438,0.10459063,-0.09347533,0.18680313,0.044935696,0.118177995,0.1957779,-0.050996304,0.08622698,0.07118364,-0.09004849,0.06117987,0.03758428,0.12782472,0.01103746,0.115635276,0.055154487,-0.0159854,0.14616257,0.09744419,-0.021692075,-0.045392767,0.059336927,-0.13427748,-0.09855623,-0.0022234598,-0.04144629,0.01958081,-0.17118193,-0.037539795,0.22550973,-0.0018145568,0.018296536,-0.023532402,-0.015960237,-0.15591016,-0.18366069,0.13132823,-0.13468865,0.11011103,0.12483528,0.049211614,0.09900643,0.0064079245,influencer
98,nana koot,-0.07932638,0.0005127155,0.0074738823,-0.28815275,0.008949642,0.22058068,-0.007503586,-0.00042604608,0.0102272,0.15708494,0.17151862,-0.19466694,0.2827837,0.15808284,0.0094106905,0.15547746,0.041267455,0.037407722,-0.005819346,0.22311218,0.052303568,0.06321429,0.05026532,0.26864785,0.11344737,0.23690136,-0.021262385,-0.053705353,-0.0503269,0.085741475,-0.06970876,0.0734207,0.049382716,0.084347665,0.21034259,0.028469253,0.18858635,-0.20320034,0.025473919,0.08483232,-0.12772128,-0.2900985,0.04810804,-0.086280495,-0.064899415,-0.15282148,-0.07348163,-0.024896115,0.04229659,-0.007152974,0.16788362,-0.09017889,-0.011292243,0.11489102,-0.022520885,-0.17328876,-0.1716868,-0.02625193,-0.13699044,0.1113195,-0.05745428,0.21938953,0.14591874,0.0860078,influencer
99,vindy lee,0.00032470538,-0.014676953,0.04593361,-0.25145775,-0.13050687,0.14303738,-0.015489256,0.17813954,-0.06671324,0.11012,0.08059678,-0.2247121,0.20396706,0.10381657,-0.0027223623,-0.043654367,0.06448959,0.013469407,0.027566526,0.044084124,-0.023157604,0.10058124,-0.05490847,0.057201177,0.119507745,0.032053005,0.048172086,0.10496726,-0.03257349,0.035592202,-0.08258024,-0.061095282,0.029735874,0.026330875,0.058114238,0.03346988,0.14320931,-0.027666256,0.05997884,0.06001898,-0.08826984,-0.11048349,0.11503871,-0.057942558,0.08693494,0.030722149,0.030454207,-0.0037460257,-0.05302727,0.01892309,0.1732646,-0.03214841,-0.0931118,-0.019149255,-0.11145483,-0.06538632,0.026386201,0.10080735,-0.084683955,0.2959535,0.012510212,-0.052219592,0.09510139,-0.000876731,influencer
100,chef arnold,-0.11387734,-0.0039985846,-0.05113115,-0.11293084,-0.2646524,0.11662832,-0.125744,0.062130876,-0.006875518,0.099581465,0.087698124,-0.13759524,0.17282525,0.018344756,0.08712285,-0.16723467,0.014548352,-0.10014171,-0.03798217,0.109730676,-0.036758993,0.2058381,0.12862216,0.0638904,0.010453682,-0.06255619,0.012107717,0.05550681,0.06251864,0.09904626,-0.059440386,-0.017429309,-0.09863424,0.0005503676,-0.014127273,-0.098087475,0.03811276,-0.020000916,-0.028023481,0.049365096,0.0036083364,-0.026346473,0.0050464575,-0.13139686,0.06693983,-0.006602307,0.10428563,-0.03586201,0.0009987615,-0.017106147,0.3183112,-0.029675983,-0.005241725,0.119072065,-0.057994336,0.016621724,-0.13881731,0.1343179,-0.092096604,0.07276743,-0.021003595,0.070513375,0.18720688,0.029624686,influencer
101,farah quinn,0.0029143281,-0.088645786,0.00729676,-0.19101678,-0.29709622,0.0013961452,0.03379923,0.17395607,-0.17206472,0.11633088,0.033825114,-0.1370279,0.2776068,0.12310967,0.020227563,-0.21437126,-0.04195076,-0.120204195,0.046312302,0.12964237,0.013582632,0.0211009,0.06601828,0.07859564,0.09776856,-0.049956676,0.1554083,0.14071654,-0.05732377,0.058026068,0.000297326,-0.031695846,0.013912314,0.0044977907,0.01454763,-0.020933282,0.12286472,0.08921421,-0.0035722712,-0.019054806,-0.110078976,0.014336453,0.05936802,-0.17639652,0.099625036,0.09055038,0.07426652,0.008961339,-0.113658234,-0.14208093,0.3354984,-0.004593973,-0.15150373,-0.029837575,-0.1838735,-0.18110445,-0.070696235,0.09645867,0.014866994,0.2611055,0.15816453,0.016623285,0.11211473,-0.035677448,influencer
