brand,brand_top1_positive,brand_top1_neutral,brand_top1_negative,brand_top1_name,brand_top2_positive,brand_top2_neutral,brand_top2_negative,brand_top2_name,brand_top3_positive,brand_top3_neutral,brand_top3_negative,brand_top3_name
Tiket.com,0.9974520206451416,0.0,0.0,"diskon, brand, promo",0.0,0.0,0.0,"the, and, to",0.0,0.0,0.0,"yg, ga, aja"
Lion Air,0.671571786914553,0.9159056702746621,0.7673186167426731,"the, and, to",0.0,0.988840002566576,0.0,"jet, lion, air",0.0,0.9968749284744263,0.0,"diskon, brand, promo"
Garuda Indonesia,0.8981703519821167,0.9397988295555115,0.0,"diskon, brand, promo",0.8900583317646613,0.914733275771141,0.0,"the, and, to",0.8238258163134257,0.9803932375378079,0.0,"award, penghargaan, best"
J&T Express,0.9426522612571716,0.9011216349899769,0.0,"award, penghargaan, best",0.9205655455589294,0.9131207838654518,0.0,"diskon, brand, promo",0.8707853853702545,0.9953780174255371,0.0,"the, and, to"
SiCepat,0.9227583706378937,0.9891444206237793,0.0,"diskon, brand, promo",0.0,0.9975027143955231,0.0,"award, penghargaan, best",0.0,0.0,0.0,"the, and, to"
Anteraja,0.9618023931980133,0.9948782622814178,0.0,"diskon, brand, promo",0.0,0.9988967180252075,0.0,"the, and, to",0.0,0.0,0.0,"yg, ga, aja"
Pos Indonesia,0.8062499642372132,0.9852889323234558,0.0,"award, penghargaan, best",0.8394038200378418,0.9803571644283476,0.0,"diskon, brand, promo",0.888534026486533,0.9432999889055887,0.5303778052330017,"the, and, to"
Erigo,0.8347025513648987,0.8464921514193217,0.0,"the, and, to",0.9870951771736145,0.9879499673843384,0.0,"diskon, brand, promo",0.0,0.9986910223960876,0.9875437617301941,"yg, ga, aja"
3Second,0.9513421505689621,0.9984504818916321,0.0,"diskon, brand, promo",0.9969351291656494,0.9756501913070679,0.0,"dennysantoso, indonesia, tarikuang",0.9973711669445038,0.0,0.0,"yg, ga, aja"
Hammer,0.927589346965154,0.7950449908773104,0.0,"the, and, to",0.9028014838695526,0.9774047613143921,0.0,"diskon, brand, promo",0.0,0.9980854896398691,0.0,"hammerifw, diadakan, februari"
Lois Indonesia,0.7667392492294312,0.8733378648757935,0.0,"the, and, to",0.9932010769844055,0.0,0.0,"diskon, brand, promo",0.0,0.0,0.7820788025856018,"yg, ga, aja"
The Executive,0.8809615606847017,0.9418353646090536,0.0,"the, and, to",0.9585884213447571,0.9646519631147384,0.9978243112564087,"diskon, brand, promo",0.9279238184293112,0.8969879746437073,0.837510327498118,"yg, ga, aja"
Brodo,0.9130973305021014,0.9691789448261261,0.0,"diskon, brand, promo",0.9643214344978333,0.983165368437767,0.0,"the, and, to",0.9391723573207855,0.7119124531745911,0.7722682356834412,"yg, ga, aja"
Geoff Max,0.0,0.9441328843434652,0.0,"diskon, brand, promo",0.0,0.0,0.5915808081626892,"the, and, to",0.0,0.7329486608505249,0.0,"yg, ga, aja"
Monstore,0.8400380969047546,0.997208833694458,0.0,"diskon, brand, promo",0.9137726724147797,0.8078365921974182,0.0,"the, and, to",0.0,0.0,0.0,"yg, ga, aja"
Damn! I Love Indonesia,0.9707317233085633,0.9059262037277221,0.6314706802368164,"diskon, brand, promo",0.7948785463968913,0.7803260684013367,0.0,"jargon, kesuksesan, damn",0.9739155723498418,0.9928711652755737,0.0,"the, and, to"
Cottonology,0.0,0.0,0.0,"the, and, to",0.0,0.0,0.0,"diskon, brand, promo",0.0,0.0,0.0,"yg, ga, aja"
Advan,0.9107339071190875,0.9537177027927505,0.8056451082229614,"diskon, brand, promo",0.864142636458079,0.9004878912653241,0.0,"the, and, to",0.8797345161437988,0.0,0.9834302067756653,"yg, ga, aja"
Axioo,0.9869078132841322,0.9254132906595866,0.0,"axioo, diakui, asli",0.882183571656545,0.9853948950767517,0.0,"the, and, to",0.9829362332820892,0.8967451651891073,0.0,"diskon, brand, promo"
Polytron,0.9691801905632019,0.9027854531042038,0.0,"diskon, brand, promo",0.0,0.9626830639662566,0.0,"2017, polytron, global",0.9212398529052734,0.9136011685643878,0.0,"the, and, to"
Evercoss,0.8821836709976196,0.8846067065993944,0.0,"award, penghargaan, best",0.9981815814971924,0.9966126581033071,0.0,"diskon, brand, promo",0.0,0.9911134123802186,0.0,"the, and, to"
Zyrex,0.9584055344263712,0.9929543137550354,0.979933500289917,"yg, ga, aja",0.9847317139307658,0.9779450595378876,0.0,"diskon, brand, promo",0.9881980419158936,0.9832575917243958,0.0,"dennysantoso, indonesia, tarikuang"
Smartfren,0.6941611568133036,0.9920736849308014,0.0,"the, and, to",0.9992800354957581,0.9966855943202972,0.9785077571868896,"yg, ga, aja",0.9257060587406158,0.9982384443283081,0.0,"diskon, brand, promo"
MyRepublic Indonesia,0.47345325350761414,0.9958149790763855,0.0,"the, and, to",0.0,0.9844409227371216,0.0,"diskon, brand, promo",0.7264289855957031,0.0,0.0,"yg, ga, aja"
Biznet,0.7264289855957031,0.9221587777137756,0.0,"yg, ga, aja",0.0,0.9986544847488403,0.0,"the, and, to",0.0,0.9980729818344116,0.0,"diskon, brand, promo"
IndiHome,0.9220817574748287,0.9181152629224878,0.0,"award, penghargaan, best",0.7737231254577637,0.7069896459579468,0.9786893526713053,"yg, ga, aja",0.8691906531651815,0.9695848822593689,0.527121365070343,"the, and, to"
Bardi,0.9155842065811157,0.981472909450531,0.0,"diskon, brand, promo",0.9993947744369507,0.0,0.0,"yg, ga, aja",0.0,0.0,0.0,"the, and, to"
Bank BCA,0.9507915079593658,0.9935935984055201,0.0,"award, penghargaan, best",0.995913565158844,0.8315221786499023,0.965495228767395,"the, and, to",0.0,0.9923260658979416,0.0,"diskon, brand, promo"
Bank Mandiri,0.9082854986190796,0.9909328051975795,0.0,"award, penghargaan, best",0.9244087338447571,0.9058613777160645,0.0,"metro_tv, mandiri, terbaik",0.916179746389389,0.992723034960883,0.0,"the, and, to"
BRI,0.8786387431124846,0.9121881142511206,0.9886747002601624,"qrisbri, komitmenbri, bri",0.8806049227714539,0.9945046556623358,0.0,"award, penghargaan, best",0.8653249740600586,0.0,0.0,"dennysantoso, indonesia, tarikuang"
BNI,0.9453530162572861,0.9153713204643943,0.0,"dennysantoso, indonesia, tarikuang",0.0,0.9740402698516846,0.0,"award, penghargaan, best",0.6394507884979248,0.9967377707362175,0.0,"diskon, brand, promo"
BTN,0.0,0.0,0.0,"the, and, to",0.0,0.0,0.0,"diskon, brand, promo",0.0,0.0,0.0,"yg, ga, aja"
Asuransi Astra,0.5053279995918274,0.9408658221364021,0.0,"award, penghargaan, best",0.0,0.0,0.0,"the, and, to",0.0,0.0,0.0,"diskon, brand, promo"
Prudential Indonesia,0.9680584139294095,0.9644906263926933,0.0,"award, penghargaan, best",0.613930344581604,0.0,0.0,"the, and, to",0.0,0.9977940320968628,0.0,"diskon, brand, promo"
AXA Mandiri,0.9279326796531677,0.9780949600811663,0.0,"award, penghargaan, best",0.633738785982132,0.9967958331108093,0.0,"the, and, to",0.9987353682518005,0.0,0.0,"qrisbri, komitmenbri, bri"
Allianz,0.867082859079043,0.940293300896883,0.0,"award, penghargaan, best",0.955299973487854,0.923116942246755,0.0,"diskon, brand, promo",0.7601097524166107,0.8496628999710083,0.0,"the, and, to"
Pegadaian,0.0,0.9743316372235616,0.0,"award, penghargaan, best",0.0,0.9972743391990662,0.0,"diskon, brand, promo",0.0,0.0,0.0,"the, and, to"
