influencer,influencer_topic_num,influencer_topic_name,influencer_positive,influencer_neutral,influencer_negative
Felix Siauw,39,"mah, teu, kang",0.0,0.0,0.0
Felix Siauw,40,"siauw, felix, skakmat",0.9951771001021067,0.936163013180097,0.9400986909866333
Felix Siauw,41,"nescafe, produsen, lowongan",0.0,0.0,0.0
Felix Siauw,42,"2017, polytron, global",0.0,0.0,0.0
Felix Siauw,43,"bekti, ssefmun, indra",0.0,0.0,0.0
Felix Siauw,44,"tp201, vivobook, meluncur",0.0,0.0,0.0
Felix Siauw,45,"gideon, marcus, fernaldi",0.0,0.0,0.0
Felix Siauw,46,"cha, eun, ambassador",0.0,0.0,0.0
Felix Siauw,47,"axioo, diakui, asli",0.0,0.0,0.0
Felix Siauw,48,"hammerifw, diadakan, februari",0.0,0.0,0.0
Felix Siauw,49,"rauf, raden, radenrauf",0.0,0.0,0.0
Felix Siauw,50,"qr, livin, kopi",0.0,0.0,0.0
Felix Siauw,51,"australia, bekti, pindah",0.0,0.0,0.0
Felix Siauw,52,"ampat, tambang, raja",0.0,0.0,0.0
Felix Siauw,53,"tanyakanrl, hayuuuuukk, cewe",0.0,0.0,0.0
Felix Siauw,54,"jodoh, hestek, pakein",0.0,0.0,0.0
Felix Siauw,55,"posted, photo, just",0.0,0.0,0.0
Felix Siauw,56,"officialcatcoin, catcoin, giveaway",0.0,0.0,0.0
Felix Siauw,57,"metro_tv, mandiri, terbaik",0.0,0.0,0.0
Felix Siauw,58,"goooo, umurnya, kmu",0.0,0.0,0.0
Nadia Mulya,-1,"yg, indonesia, brand",0.9540371716022491,0.771947094753607,0.8244670510292054
Nadia Mulya,0,"the, and, to",0.952582061290741,0.9825917482376099,0.0
Nadia Mulya,1,"diskon, brand, promo",0.0,0.8482796609401703,0.0
Nadia Mulya,2,"yg, ga, aja",0.0,0.9050231575965881,0.9986768364906311
Nadia Mulya,3,"chef, zahra, gozali",0.0,0.9934149503707885,0.0
Nadia Mulya,4,"dennysantoso, indonesia, tarikuang",0.0,0.6649962166945139,0.7809695601463318
Nadia Mulya,5,"habib, ustadz, ust",0.0,0.0,0.0
Nadia Mulya,6,"de, la, su",0.0,0.0,0.0
Nadia Mulya,7,"gisella, anastasia, mulya",0.9355439245700836,0.8322776096562544,0.0
Nadia Mulya,8,"award, penghargaan, best",0.0,0.0,0.0
Nadia Mulya,9,"sibungbung, miawaug, jess",0.0,0.0,0.0
Nadia Mulya,10,"isyana, sarasvati, seno",0.0,0.0,0.0
Nadia Mulya,11,"h7qvqkhavsqrqqjhzofei6hztazhmbbtrdlppwadngl, sol, bfrk23t4zbm963xpl7uvtyerywvwz1nav6mntkwkvbzq",0.0,0.0,0.0
Nadia Mulya,12,"bernapas, rip, dewa",0.0,0.0,0.0
Nadia Mulya,13,"高仿包包, 时尚, 衣服",0.0,0.0,0.0
Nadia Mulya,14,"ni, nak, tu",0.0,0.0,0.0
Nadia Mulya,15,"btr, zuxxy, luxxy",0.0,0.0,0.0
Nadia Mulya,16,"kh, nafis, cholil",0.0,0.0,0.0
Nadia Mulya,17,"tingting, ayu, iki",0.0,0.0,0.0
Nadia Mulya,18,"dandhy_laksono, achehsultanate, proklamasi",0.0,0.0,0.0
Nadia Mulya,19,"qrisbri, komitmenbri, bri",0.0,0.0,0.0
Nadia Mulya,20,"chika, kinsky, yumi",0.0,0.0,0.0
Nadia Mulya,21,"kau, nagara, wira",0.0,0.0,0.0
Nadia Mulya,22,"fypシ, shopeehaul, fypviraltwitter",0.0,0.0,0.0
Nadia Mulya,23,"محمد, الله, سيدنا",0.0,0.0,0.0
Nadia Mulya,24,"baha, gus, tyasazuri",0.0,0.0,0.0
Nadia Mulya,25,"galaxys25, itsgalaxys25, samsungid",0.0,0.0,0.0
Nadia Mulya,26,"scarlett, whitening, angelista",0.0,0.0,0.0
Nadia Mulya,27,"iqbaal, ramadhan, dhiafakhri",0.0,0.0,0.0
Nadia Mulya,28,"kiw, malming, ngantuk",0.0,0.0,0.0
Nadia Mulya,29,"bawang, masukkan, gr",0.0,0.0,0.0
Nadia Mulya,30,"combipharid, hangestri, megawati",0.0,0.0,0.0
Nadia Mulya,31,"jet, lion, air",0.0,0.0,0.0
Nadia Mulya,32,"selaluadayangbaik, merryriana, orang",0.0,0.0,0.0
Nadia Mulya,33,"rian, fahardhi, tiktok",0.0,0.0,0.0
Nadia Mulya,34,"gak, nadanya, nyindir",0.0,0.0,0.0
Nadia Mulya,35,"dwnmemb_, dian, laura",0.0,0.0,0.0
Nadia Mulya,36,"__________________, ___luckyone, arabil__",0.0,0.0,0.0
Nadia Mulya,37,"telenovelena, mom, blm",0.0,0.0,0.0
Nadia Mulya,38,"jargon, kesuksesan, damn",0.0,0.0,0.0
Nadia Mulya,39,"mah, teu, kang",0.0,0.0,0.0
Nadia Mulya,40,"siauw, felix, skakmat",0.0,0.0,0.0
Nadia Mulya,41,"nescafe, produsen, lowongan",0.0,0.0,0.0
Nadia Mulya,42,"2017, polytron, global",0.0,0.0,0.0
Nadia Mulya,43,"bekti, ssefmun, indra",0.0,0.0,0.0
Nadia Mulya,44,"tp201, vivobook, meluncur",0.0,0.0,0.0
Nadia Mulya,45,"gideon, marcus, fernaldi",0.0,0.0,0.0
Nadia Mulya,46,"cha, eun, ambassador",0.0,0.0,0.0
Nadia Mulya,47,"axioo, diakui, asli",0.0,0.0,0.0
Nadia Mulya,48,"hammerifw, diadakan, februari",0.0,0.0,0.0
Nadia Mulya,49,"rauf, raden, radenrauf",0.0,0.0,0.0
Nadia Mulya,50,"qr, livin, kopi",0.0,0.0,0.0
Nadia Mulya,51,"australia, bekti, pindah",0.0,0.0,0.0
Nadia Mulya,52,"ampat, tambang, raja",0.0,0.0,0.0
Nadia Mulya,53,"tanyakanrl, hayuuuuukk, cewe",0.0,0.0,0.0
Nadia Mulya,54,"jodoh, hestek, pakein",0.0,0.0,0.0
Nadia Mulya,55,"posted, photo, just",0.0,0.0,0.0
Nadia Mulya,56,"officialcatcoin, catcoin, giveaway",0.0,0.0,0.0
Nadia Mulya,57,"metro_tv, mandiri, terbaik",0.0,0.0,0.0
Nadia Mulya,58,"goooo, umurnya, kmu",0.0,0.0,0.0
Luna Vidya,-1,"yg, indonesia, brand",0.9491393327713012,0.8142383524349758,0.9891018271446228
Luna Vidya,0,"the, and, to",0.8674054443836212,0.7899379581212997,0.0
Luna Vidya,1,"diskon, brand, promo",0.0,0.0,0.0
Luna Vidya,2,"yg, ga, aja",0.0,0.0,0.0
Luna Vidya,3,"chef, zahra, gozali",0.0,0.0,0.0
Luna Vidya,4,"dennysantoso, indonesia, tarikuang",0.0,0.0,0.0
Luna Vidya,5,"habib, ustadz, ust",0.0,0.0,0.0
Luna Vidya,6,"de, la, su",0.0,0.0,0.0
Luna Vidya,7,"gisella, anastasia, mulya",0.0,0.0,0.0
Luna Vidya,8,"award, penghargaan, best",0.0,0.0,0.0
Luna Vidya,9,"sibungbung, miawaug, jess",0.0,0.0,0.0
Luna Vidya,10,"isyana, sarasvati, seno",0.0,0.0,0.0
Luna Vidya,11,"h7qvqkhavsqrqqjhzofei6hztazhmbbtrdlppwadngl, sol, bfrk23t4zbm963xpl7uvtyerywvwz1nav6mntkwkvbzq",0.0,0.0,0.0
Luna Vidya,12,"bernapas, rip, dewa",0.0,0.0,0.0
Luna Vidya,13,"高仿包包, 时尚, 衣服",0.0,0.0,0.0
Luna Vidya,14,"ni, nak, tu",0.0,0.0,0.0
Luna Vidya,15,"btr, zuxxy, luxxy",0.0,0.0,0.0
Luna Vidya,16,"kh, nafis, cholil",0.0,0.0,0.0
Luna Vidya,17,"tingting, ayu, iki",0.0,0.0,0.0
Luna Vidya,18,"dandhy_laksono, achehsultanate, proklamasi",0.0,0.0,0.0
Luna Vidya,19,"qrisbri, komitmenbri, bri",0.0,0.0,0.0
Luna Vidya,20,"chika, kinsky, yumi",0.0,0.0,0.0
Luna Vidya,21,"kau, nagara, wira",0.0,0.0,0.0
Luna Vidya,22,"fypシ, shopeehaul, fypviraltwitter",0.0,0.0,0.0
Luna Vidya,23,"محمد, الله, سيدنا",0.0,0.0,0.0
Luna Vidya,24,"baha, gus, tyasazuri",0.0,0.0,0.0
Luna Vidya,25,"galaxys25, itsgalaxys25, samsungid",0.0,0.0,0.0
Luna Vidya,26,"scarlett, whitening, angelista",0.0,0.0,0.0
Luna Vidya,27,"iqbaal, ramadhan, dhiafakhri",0.0,0.0,0.0
Luna Vidya,28,"kiw, malming, ngantuk",0.0,0.0,0.0
Luna Vidya,29,"bawang, masukkan, gr",0.0,0.0,0.0
Luna Vidya,30,"combipharid, hangestri, megawati",0.0,0.0,0.0
Luna Vidya,31,"jet, lion, air",0.0,0.0,0.0
Luna Vidya,32,"selaluadayangbaik, merryriana, orang",0.0,0.0,0.0
Luna Vidya,33,"rian, fahardhi, tiktok",0.0,0.0,0.0
Luna Vidya,34,"gak, nadanya, nyindir",0.0,0.0,0.0
Luna Vidya,35,"dwnmemb_, dian, laura",0.0,0.0,0.0
Luna Vidya,36,"__________________, ___luckyone, arabil__",0.0,0.0,0.0
Luna Vidya,37,"telenovelena, mom, blm",0.0,0.0,0.0
Luna Vidya,38,"jargon, kesuksesan, damn",0.0,0.0,0.0
Luna Vidya,39,"mah, teu, kang",0.0,0.0,0.0
Luna Vidya,40,"siauw, felix, skakmat",0.0,0.0,0.0
Luna Vidya,41,"nescafe, produsen, lowongan",0.0,0.0,0.0
Luna Vidya,42,"2017, polytron, global",0.0,0.0,0.0
Luna Vidya,43,"bekti, ssefmun, indra",0.0,0.0,0.0
Luna Vidya,44,"tp201, vivobook, meluncur",0.0,0.0,0.0
Luna Vidya,45,"gideon, marcus, fernaldi",0.0,0.0,0.0
Luna Vidya,46,"cha, eun, ambassador",0.0,0.0,0.0
Luna Vidya,47,"axioo, diakui, asli",0.0,0.0,0.0
Luna Vidya,48,"hammerifw, diadakan, februari",0.0,0.0,0.0
Luna Vidya,49,"rauf, raden, radenrauf",0.0,0.0,0.0
Luna Vidya,50,"qr, livin, kopi",0.0,0.0,0.0
Luna Vidya,51,"australia, bekti, pindah",0.0,0.0,0.0
Luna Vidya,52,"ampat, tambang, raja",0.0,0.0,0.0
Luna Vidya,53,"tanyakanrl, hayuuuuukk, cewe",0.0,0.0,0.0
Luna Vidya,54,"jodoh, hestek, pakein",0.0,0.0,0.0
Luna Vidya,55,"posted, photo, just",0.0,0.0,0.0
Luna Vidya,56,"officialcatcoin, catcoin, giveaway",0.0,0.0,0.0
Luna Vidya,57,"metro_tv, mandiri, terbaik",0.0,0.0,0.0
Luna Vidya,58,"goooo, umurnya, kmu",0.0,0.0,0.0
Agustinus Wibowo,-1,"yg, indonesia, brand",0.9224890236761055,0.9676503380139668,0.856799054145813
Agustinus Wibowo,0,"the, and, to",0.9975343942642212,0.9642380475997925,0.8383995294570923
Agustinus Wibowo,1,"diskon, brand, promo",0.0,0.9919218103090922,0.0
Agustinus Wibowo,2,"yg, ga, aja",0.9489478203985426,0.9910912116368612,0.9461014270782471
Agustinus Wibowo,3,"chef, zahra, gozali",0.9327541987101237,0.9595082402229309,0.7995512882868449
Agustinus Wibowo,4,"dennysantoso, indonesia, tarikuang",0.9014846563339234,0.9964078267415365,0.9953832030296326
Agustinus Wibowo,5,"habib, ustadz, ust",0.0,0.9975564479827881,0.0
Agustinus Wibowo,6,"de, la, su",0.8525301218032837,0.0,0.0
Agustinus Wibowo,7,"gisella, anastasia, mulya",0.0,0.9490447342395782,0.6520363688468933
Agustinus Wibowo,8,"award, penghargaan, best",0.0,0.0,0.0
Agustinus Wibowo,9,"sibungbung, miawaug, jess",0.0,0.9102793335914612,0.0
Agustinus Wibowo,10,"isyana, sarasvati, seno",0.0,0.0,0.0
Agustinus Wibowo,11,"h7qvqkhavsqrqqjhzofei6hztazhmbbtrdlppwadngl, sol, bfrk23t4zbm963xpl7uvtyerywvwz1nav6mntkwkvbzq",0.0,0.0,0.0
Agustinus Wibowo,12,"bernapas, rip, dewa",0.0,0.0,0.0
Agustinus Wibowo,13,"高仿包包, 时尚, 衣服",0.0,0.0,0.0
Agustinus Wibowo,14,"ni, nak, tu",0.778872013092041,0.8788754145304362,0.0
Agustinus Wibowo,15,"btr, zuxxy, luxxy",0.0,0.0,0.0
Agustinus Wibowo,16,"kh, nafis, cholil",0.0,0.0,0.0
Agustinus Wibowo,17,"tingting, ayu, iki",0.0,0.0,0.5764932036399841
Agustinus Wibowo,18,"dandhy_laksono, achehsultanate, proklamasi",0.0,0.0,0.0
Agustinus Wibowo,19,"qrisbri, komitmenbri, bri",0.0,0.0,0.0
Agustinus Wibowo,20,"chika, kinsky, yumi",0.0,0.0,0.0
Agustinus Wibowo,21,"kau, nagara, wira",0.9392079412937164,0.9802402257919312,0.0
Agustinus Wibowo,22,"fypシ, shopeehaul, fypviraltwitter",0.0,0.0,0.0
Agustinus Wibowo,23,"محمد, الله, سيدنا",0.0,0.0,0.0
Agustinus Wibowo,24,"baha, gus, tyasazuri",0.0,0.0,0.0
Agustinus Wibowo,25,"galaxys25, itsgalaxys25, samsungid",0.0,0.0,0.0
Agustinus Wibowo,26,"scarlett, whitening, angelista",0.0,0.0,0.0
Agustinus Wibowo,27,"iqbaal, ramadhan, dhiafakhri",0.0,0.0,0.0
Agustinus Wibowo,28,"kiw, malming, ngantuk",0.0,0.0,0.0
Agustinus Wibowo,29,"bawang, masukkan, gr",0.0,0.0,0.0
Agustinus Wibowo,30,"combipharid, hangestri, megawati",0.0,0.0,0.0
Agustinus Wibowo,31,"jet, lion, air",0.0,0.0,0.0
Agustinus Wibowo,32,"selaluadayangbaik, merryriana, orang",0.0,0.0,0.0
Agustinus Wibowo,33,"rian, fahardhi, tiktok",0.0,0.0,0.0
Agustinus Wibowo,34,"gak, nadanya, nyindir",0.0,0.0,0.0
Agustinus Wibowo,35,"dwnmemb_, dian, laura",0.0,0.0,0.0
Agustinus Wibowo,36,"__________________, ___luckyone, arabil__",0.0,0.0,0.0
Agustinus Wibowo,37,"telenovelena, mom, blm",0.8538031155864397,0.8680865486462911,0.8567878206570944
Agustinus Wibowo,38,"jargon, kesuksesan, damn",0.0,0.0,0.0
Agustinus Wibowo,39,"mah, teu, kang",0.0,0.0,0.0
Agustinus Wibowo,40,"siauw, felix, skakmat",0.0,0.0,0.0
Agustinus Wibowo,41,"nescafe, produsen, lowongan",0.0,0.0,0.0
Agustinus Wibowo,42,"2017, polytron, global",0.0,0.0,0.0
Agustinus Wibowo,43,"bekti, ssefmun, indra",0.0,0.0,0.0
Agustinus Wibowo,44,"tp201, vivobook, meluncur",0.0,0.0,0.0
Agustinus Wibowo,45,"gideon, marcus, fernaldi",0.0,0.0,0.0
Agustinus Wibowo,46,"cha, eun, ambassador",0.0,0.0,0.0
Agustinus Wibowo,47,"axioo, diakui, asli",0.0,0.0,0.0
Agustinus Wibowo,48,"hammerifw, diadakan, februari",0.0,0.0,0.0
Agustinus Wibowo,49,"rauf, raden, radenrauf",0.0,0.0,0.0
Agustinus Wibowo,50,"qr, livin, kopi",0.0,0.0,0.0
Agustinus Wibowo,51,"australia, bekti, pindah",0.0,0.0,0.0
Agustinus Wibowo,52,"ampat, tambang, raja",0.0,0.0,0.0
Agustinus Wibowo,53,"tanyakanrl, hayuuuuukk, cewe",0.0,0.0,0.0
Agustinus Wibowo,54,"jodoh, hestek, pakein",0.0,0.0,0.0
Agustinus Wibowo,55,"posted, photo, just",0.0,0.0,0.0
Agustinus Wibowo,56,"officialcatcoin, catcoin, giveaway",0.0,0.0,0.0
Agustinus Wibowo,57,"metro_tv, mandiri, terbaik",0.0,0.0,0.0
Agustinus Wibowo,58,"goooo, umurnya, kmu",0.0,0.0,0.0
Rara Sekar,-1,"yg, indonesia, brand",0.9410603046417236,0.9454614475369454,0.9616140007972718
Rara Sekar,0,"the, and, to",0.8172871530056,0.7920541763305664,0.8567836880683899
Rara Sekar,1,"diskon, brand, promo",0.7965584397315979,0.9977914690971375,0.0
Rara Sekar,2,"yg, ga, aja",0.8871255367994308,0.9262581467628479,0.8630541801452637
Rara Sekar,3,"chef, zahra, gozali",0.0,0.9980823695659637,0.0
Rara Sekar,4,"dennysantoso, indonesia, tarikuang",0.9706433919759897,0.8357709104364569,0.9870475431283315
Rara Sekar,5,"habib, ustadz, ust",0.0,0.0,0.9976406097412109
Rara Sekar,6,"de, la, su",0.0,0.0,0.0
Rara Sekar,7,"gisella, anastasia, mulya",0.0,0.0,0.9985476136207581
Rara Sekar,8,"award, penghargaan, best",0.0,0.0,0.0
Rara Sekar,9,"sibungbung, miawaug, jess",0.9715073108673096,0.0,0.0
Rara Sekar,10,"isyana, sarasvati, seno",0.9707691073417664,0.9432322978973389,0.0
Rara Sekar,11,"h7qvqkhavsqrqqjhzofei6hztazhmbbtrdlppwadngl, sol, bfrk23t4zbm963xpl7uvtyerywvwz1nav6mntkwkvbzq",0.0,0.0,0.6121524572372437
Rara Sekar,12,"bernapas, rip, dewa",0.0,0.0,0.0
Rara Sekar,13,"高仿包包, 时尚, 衣服",0.0,0.0,0.0
Rara Sekar,14,"ni, nak, tu",0.0,0.0,0.0
Rara Sekar,15,"btr, zuxxy, luxxy",0.0,0.0,0.0
Rara Sekar,16,"kh, nafis, cholil",0.9369046092033386,0.0,0.0
Rara Sekar,17,"tingting, ayu, iki",0.7858251333236694,0.5330083966255188,0.0
Rara Sekar,18,"dandhy_laksono, achehsultanate, proklamasi",0.0,0.9956412315368652,0.0
Rara Sekar,19,"qrisbri, komitmenbri, bri",0.0,0.0,0.0
Rara Sekar,20,"chika, kinsky, yumi",0.0,0.0,0.0
Rara Sekar,21,"kau, nagara, wira",0.0,0.975253164768219,0.0
Rara Sekar,22,"fypシ, shopeehaul, fypviraltwitter",0.0,0.0,0.0
Rara Sekar,23,"محمد, الله, سيدنا",0.0,0.0,0.0
Rara Sekar,24,"baha, gus, tyasazuri",0.0,0.0,0.0
Rara Sekar,25,"galaxys25, itsgalaxys25, samsungid",0.0,0.0,0.0
Rara Sekar,26,"scarlett, whitening, angelista",0.0,0.0,0.0
Rara Sekar,27,"iqbaal, ramadhan, dhiafakhri",0.0,0.0,0.0
Rara Sekar,28,"kiw, malming, ngantuk",0.0,0.0,0.0
Rara Sekar,29,"bawang, masukkan, gr",0.0,0.0,0.0
Rara Sekar,30,"combipharid, hangestri, megawati",0.0,0.0,0.0
Rara Sekar,31,"jet, lion, air",0.0,0.0,0.0
Rara Sekar,32,"selaluadayangbaik, merryriana, orang",0.0,0.0,0.0
Rara Sekar,33,"rian, fahardhi, tiktok",0.0,0.0,0.0
Rara Sekar,34,"gak, nadanya, nyindir",0.0,0.0,0.0
Rara Sekar,35,"dwnmemb_, dian, laura",0.0,0.0,0.0
Rara Sekar,36,"__________________, ___luckyone, arabil__",0.0,0.0,0.0
Rara Sekar,37,"telenovelena, mom, blm",0.0,0.0,0.0
Rara Sekar,38,"jargon, kesuksesan, damn",0.0,0.0,0.0
Rara Sekar,39,"mah, teu, kang",0.0,0.0,0.0
Rara Sekar,40,"siauw, felix, skakmat",0.0,0.0,0.0
Rara Sekar,41,"nescafe, produsen, lowongan",0.0,0.0,0.0
Rara Sekar,42,"2017, polytron, global",0.0,0.0,0.0
Rara Sekar,43,"bekti, ssefmun, indra",0.0,0.0,0.0
Rara Sekar,44,"tp201, vivobook, meluncur",0.0,0.0,0.0
Rara Sekar,45,"gideon, marcus, fernaldi",0.0,0.0,0.0
Rara Sekar,46,"cha, eun, ambassador",0.0,0.0,0.0
Rara Sekar,47,"axioo, diakui, asli",0.0,0.0,0.0
Rara Sekar,48,"hammerifw, diadakan, februari",0.0,0.0,0.0
Rara Sekar,49,"rauf, raden, radenrauf",0.0,0.0,0.0
Rara Sekar,50,"qr, livin, kopi",0.0,0.0,0.0
Rara Sekar,51,"australia, bekti, pindah",0.0,0.0,0.0
Rara Sekar,52,"ampat, tambang, raja",0.9940774440765381,0.9981898665428162,0.0
Rara Sekar,53,"tanyakanrl, hayuuuuukk, cewe",0.0,0.0,0.0
Rara Sekar,54,"jodoh, hestek, pakein",0.0,0.0,0.0
Rara Sekar,55,"posted, photo, just",0.0,0.0,0.0
Rara Sekar,56,"officialcatcoin, catcoin, giveaway",0.0,0.0,0.0
Rara Sekar,57,"metro_tv, mandiri, terbaik",0.0,0.0,0.0
Rara Sekar,58,"goooo, umurnya, kmu",0.0,0.0,0.0
Isyana Sarasvati,-1,"yg, indonesia, brand",0.9219417524965186,0.8738616938526566,0.8895129561424255
Isyana Sarasvati,0,"the, and, to",0.840590588748455,0.894116222858429,0.6264145871003469
Isyana Sarasvati,1,"diskon, brand, promo",0.8682239651679993,0.8618002012372017,0.0
Isyana Sarasvati,2,"yg, ga, aja",0.9400591850280762,0.9725528614861625,0.9471934288740158
Isyana Sarasvati,3,"chef, zahra, gozali",0.0,0.9987103939056396,0.0
Isyana Sarasvati,4,"dennysantoso, indonesia, tarikuang",0.0,0.9955009818077087,0.0
Isyana Sarasvati,5,"habib, ustadz, ust",0.0,0.0,0.0
Isyana Sarasvati,6,"de, la, su",0.0,0.0,0.0
Isyana Sarasvati,7,"gisella, anastasia, mulya",0.0,0.9985154271125793,0.0
Isyana Sarasvati,8,"award, penghargaan, best",0.0,0.0,0.0
Isyana Sarasvati,9,"sibungbung, miawaug, jess",0.0,0.0,0.0
Isyana Sarasvati,10,"isyana, sarasvati, seno",0.8756013214588165,0.9562033528977252,0.7671325206756592
Isyana Sarasvati,11,"h7qvqkhavsqrqqjhzofei6hztazhmbbtrdlppwadngl, sol, bfrk23t4zbm963xpl7uvtyerywvwz1nav6mntkwkvbzq",0.0,0.0,0.0
Isyana Sarasvati,12,"bernapas, rip, dewa",0.0,0.0,0.0
Isyana Sarasvati,13,"高仿包包, 时尚, 衣服",0.9822213053703308,0.0,0.0
Isyana Sarasvati,14,"ni, nak, tu",0.0,0.0,0.0
Isyana Sarasvati,15,"btr, zuxxy, luxxy",0.0,0.0,0.0
Isyana Sarasvati,16,"kh, nafis, cholil",0.0,0.0,0.0
Isyana Sarasvati,17,"tingting, ayu, iki",0.0,0.0,0.0
Isyana Sarasvati,18,"dandhy_laksono, achehsultanate, proklamasi",0.0,0.0,0.0
Isyana Sarasvati,19,"qrisbri, komitmenbri, bri",0.0,0.0,0.0
Isyana Sarasvati,20,"chika, kinsky, yumi",0.0,0.0,0.0
Isyana Sarasvati,21,"kau, nagara, wira",0.0,0.7183858752250671,0.6981175690889359
Isyana Sarasvati,22,"fypシ, shopeehaul, fypviraltwitter",0.0,0.0,0.0
Isyana Sarasvati,23,"محمد, الله, سيدنا",0.0,0.0,0.0
Isyana Sarasvati,24,"baha, gus, tyasazuri",0.0,0.0,0.0
Isyana Sarasvati,25,"galaxys25, itsgalaxys25, samsungid",0.0,0.0,0.0
Isyana Sarasvati,26,"scarlett, whitening, angelista",0.0,0.0,0.0
Isyana Sarasvati,27,"iqbaal, ramadhan, dhiafakhri",0.0,0.0,0.0
Isyana Sarasvati,28,"kiw, malming, ngantuk",0.0,0.0,0.0
Isyana Sarasvati,29,"bawang, masukkan, gr",0.0,0.0,0.0
Isyana Sarasvati,30,"combipharid, hangestri, megawati",0.0,0.0,0.0
Isyana Sarasvati,31,"jet, lion, air",0.0,0.0,0.0
Isyana Sarasvati,32,"selaluadayangbaik, merryriana, orang",0.0,0.0,0.0
Isyana Sarasvati,33,"rian, fahardhi, tiktok",0.0,0.0,0.0
Isyana Sarasvati,34,"gak, nadanya, nyindir",0.0,0.0,0.0
Isyana Sarasvati,35,"dwnmemb_, dian, laura",0.0,0.0,0.0
Isyana Sarasvati,36,"__________________, ___luckyone, arabil__",0.0,0.0,0.0
Isyana Sarasvati,37,"telenovelena, mom, blm",0.0,0.0,0.0
Isyana Sarasvati,38,"jargon, kesuksesan, damn",0.0,0.0,0.0
Isyana Sarasvati,39,"mah, teu, kang",0.0,0.0,0.0
Isyana Sarasvati,40,"siauw, felix, skakmat",0.0,0.0,0.0
Isyana Sarasvati,41,"nescafe, produsen, lowongan",0.0,0.0,0.0
Isyana Sarasvati,42,"2017, polytron, global",0.0,0.0,0.0
Isyana Sarasvati,43,"bekti, ssefmun, indra",0.0,0.0,0.0
Isyana Sarasvati,44,"tp201, vivobook, meluncur",0.0,0.0,0.0
Isyana Sarasvati,45,"gideon, marcus, fernaldi",0.0,0.0,0.0
Isyana Sarasvati,46,"cha, eun, ambassador",0.0,0.0,0.0
Isyana Sarasvati,47,"axioo, diakui, asli",0.0,0.0,0.0
Isyana Sarasvati,48,"hammerifw, diadakan, februari",0.0,0.0,0.0
Isyana Sarasvati,49,"rauf, raden, radenrauf",0.0,0.0,0.0
Isyana Sarasvati,50,"qr, livin, kopi",0.0,0.0,0.0
Isyana Sarasvati,51,"australia, bekti, pindah",0.0,0.0,0.0
Isyana Sarasvati,52,"ampat, tambang, raja",0.0,0.0,0.0
Isyana Sarasvati,53,"tanyakanrl, hayuuuuukk, cewe",0.0,0.0,0.0
Isyana Sarasvati,54,"jodoh, hestek, pakein",0.0,0.0,0.0
Isyana Sarasvati,55,"posted, photo, just",0.0,0.0,0.0
Isyana Sarasvati,56,"officialcatcoin, catcoin, giveaway",0.0,0.0,0.0
Isyana Sarasvati,57,"metro_tv, mandiri, terbaik",0.0,0.0,0.0
Isyana Sarasvati,58,"goooo, umurnya, kmu",0.0,0.0,0.0
Vidi Aldiano,-1,"yg, indonesia, brand",0.8993283916603435,0.9638925224542618,0.9125616486583438
Vidi Aldiano,0,"the, and, to",0.0,0.9086994230747223,0.7860846718152364
Vidi Aldiano,1,"diskon, brand, promo",0.0,0.963838001092275,0.0
Vidi Aldiano,2,"yg, ga, aja",0.8425394892692566,0.9839290380477905,0.976740300655365
Vidi Aldiano,3,"chef, zahra, gozali",0.8582047373056412,0.9932052176825854,0.9489169120788574
Vidi Aldiano,4,"dennysantoso, indonesia, tarikuang",0.9836931824684143,0.9808769978974995,0.0
Vidi Aldiano,5,"habib, ustadz, ust",0.0,0.0,0.0
Vidi Aldiano,6,"de, la, su",0.0,0.0,0.0
Vidi Aldiano,7,"gisella, anastasia, mulya",0.0,0.9987072944641113,0.0
Vidi Aldiano,8,"award, penghargaan, best",0.0,0.0,0.0
Vidi Aldiano,9,"sibungbung, miawaug, jess",0.0,0.0,0.0
Vidi Aldiano,10,"isyana, sarasvati, seno",0.0,0.0,0.0
Vidi Aldiano,11,"h7qvqkhavsqrqqjhzofei6hztazhmbbtrdlppwadngl, sol, bfrk23t4zbm963xpl7uvtyerywvwz1nav6mntkwkvbzq",0.0,0.0,0.0
Vidi Aldiano,12,"bernapas, rip, dewa",0.0,0.0,0.0
Vidi Aldiano,13,"高仿包包, 时尚, 衣服",0.9861201643943787,0.0,0.0
Vidi Aldiano,14,"ni, nak, tu",0.0,0.0,0.0
Vidi Aldiano,15,"btr, zuxxy, luxxy",0.0,0.0,0.0
Vidi Aldiano,16,"kh, nafis, cholil",0.0,0.0,0.0
Vidi Aldiano,17,"tingting, ayu, iki",0.0,0.0,0.0
Vidi Aldiano,18,"dandhy_laksono, achehsultanate, proklamasi",0.0,0.0,0.0
Vidi Aldiano,19,"qrisbri, komitmenbri, bri",0.0,0.0,0.0
Vidi Aldiano,20,"chika, kinsky, yumi",0.0,0.0,0.0
Vidi Aldiano,21,"kau, nagara, wira",0.0,0.0,0.0
Vidi Aldiano,22,"fypシ, shopeehaul, fypviraltwitter",0.0,0.0,0.0
Vidi Aldiano,23,"محمد, الله, سيدنا",0.0,0.0,0.0
Vidi Aldiano,24,"baha, gus, tyasazuri",0.0,0.0,0.0
Vidi Aldiano,25,"galaxys25, itsgalaxys25, samsungid",0.0,0.0,0.0
Vidi Aldiano,26,"scarlett, whitening, angelista",0.0,0.0,0.0
