,brand,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
51,ovo,-0.021577172,-0.005340708,-0.013550814,-0.13381614,0.021839384,0.05085422,0.025894774,0.00041157764,-0.101218775,0.0935819,-0.038067304,-0.05219292,0.11683074,0.025446674,-0.05213081,-0.010153232,0.11212565,-0.10263434,-0.059877325,-0.00016891194,0.047108017,-0.027331185,-0.040683005,-0.019096192,0.040847734,0.023058172,-0.00031908113,0.0422393,0.01757842,-0.02697377,-0.039049737,-0.016260244,0.064869925,-0.05946376,0.027637213,-0.00060857256,0.033018246,0.067412265,-0.027503539,0.022076603,-0.10846938,0.016632065,0.12682748,0.079287395,0.111033015,0.028148692,0.13310538,-0.039567243,0.008642915,-0.018677263,-0.038478285,-0.03233242,-0.06738402,-0.043558683,-0.090978146,0.034001026,0.000902858,0.06484684,0.02036485,0.16480131,-0.04580105,-0.04894443,0.013933716,0.01485835,brand
52,gopay,0.0020862594,0.024418194,-0.003399172,-0.08262506,0.076431096,0.08481166,0.022767663,-0.06877826,-0.062747374,0.047275454,-0.0410635,-0.0906825,0.084476724,0.017514322,-0.028420419,0.012083296,0.120598555,-0.076444894,-0.063286066,-0.02567361,-0.00077824754,-0.0060929507,-0.06224566,0.030646034,0.005410867,0.009803835,0.0069849133,-0.0058441595,0.033088483,-0.009353522,-0.044337906,-0.02416592,0.031926785,-0.006335125,0.0559199,0.042429797,0.0023252177,0.034856714,-0.03292806,0.0074957246,-0.08492784,0.0072369883,0.13369215,0.06704264,0.057485223,-0.042493798,0.14232968,0.008845897,0.0054519735,-0.009728732,-0.04803714,0.0032018633,-0.03976117,-0.034327373,-0.018076342,0.031578764,0.0039464682,0.03699737,0.020373862,0.1037177,-0.07432324,0.02265078,-0.019399136,0.0148579925,brand
53,linkaja,-0.0006306605,0.07564084,0.020167004,-0.10040861,0.040158868,0.0950885,0.022660699,-0.029920988,-0.04971062,0.05368661,-0.07339437,-0.06666317,0.050666675,0.02830714,0.00068080524,0.05947555,0.12482272,-0.12636293,-0.10546373,-0.056628436,0.0068775094,-0.038051277,-0.020550894,0.068708554,0.02292554,0.01724345,0.036627136,-0.022384837,0.0046670604,-0.017597072,-0.03936974,-0.061980434,0.08238685,0.019732714,0.06273344,0.02988389,0.0027942704,0.03475955,-0.041135773,-0.051431492,-0.14332159,-0.058145862,0.14880669,0.072392724,0.050978035,-0.035559643,0.08452499,0.025861992,0.017093474,0.0045059053,-0.07915066,0.04806435,-0.026917288,-0.04717821,-0.0063011376,0.017915087,0.004271855,0.05892757,0.009196839,0.06712204,-0.10175842,0.0044309855,-0.0072405785,-0.0035808363,brand
54,bca digital,0.03877394,0.090697005,-0.022070315,-0.06054,0.11685063,0.10824605,-0.007288906,-0.113688536,-0.02204791,0.08635579,-0.07424824,-0.12521797,0.10515235,-0.05817037,-0.015103485,0.046001494,0.0991136,-0.11928852,-0.04845298,-0.0954514,0.033130214,-0.06524004,-0.09038689,0.065049805,-0.009441045,0.017904755,0.09132524,-0.07415491,0.032486364,-0.027237881,-0.050373416,-0.018252283,0.11219226,-0.014152873,0.03359612,0.07647778,0.04103715,0.076065764,0.036866747,-0.025833461,-0.10877572,-0.03911993,0.10476577,0.028235048,0.061597176,-0.004130476,0.13522571,0.019784143,-0.046963245,0.06952652,-0.12911102,0.06959936,0.04731359,-0.01328581,0.033093892,0.041984525,-0.077023774,0.036632895,-0.00020714267,-0.026217269,-0.07738869,0.009406467,-0.06242617,0.03339795,brand
55,jenius,-0.030092094,0.11895374,-0.00037662056,-0.05879329,0.041634887,0.05547283,0.04666188,-0.08825173,-0.11730327,0.032870397,-0.04869889,-0.07225006,0.025188023,-0.080207944,-0.052422278,0.07675508,0.08924128,-0.08451598,0.07554835,-0.07573739,0.009711939,-0.018983636,-0.13903868,0.048789468,-0.008523036,0.101300895,0.06842448,-0.0910314,0.060915068,-0.04457175,-0.062810294,-0.009472068,0.122791566,0.0052734725,0.013117783,0.040045053,-0.009625785,-0.029309763,0.049523182,0.0070949774,-0.05378884,-0.031181382,0.07287666,0.11326665,-0.01745858,-0.014080506,0.014577862,-0.05923286,0.016949138,0.10422938,-0.083869785,-0.00069964444,0.055637754,0.021074867,0.059823535,0.0810096,-0.14725855,0.06597111,0.050678305,-0.07315761,-0.12128126,-0.027650863,-0.0015795294,0.021730302,brand
56,seabank,0.020080477,0.041147843,-0.029614381,-0.009082535,0.12978147,0.09390238,-0.048034973,-0.14257249,0.03038318,0.093479276,-0.10162206,-0.09165834,0.07948528,-0.07481511,-0.030309863,-0.00087636296,0.11355397,-0.05339684,-0.07659624,-0.034302004,0.0037259343,0.028411899,-0.10563286,-0.0018385798,-0.038579226,-0.044084333,0.047686793,-0.024828505,0.12900192,0.0052163024,-0.09102927,-0.03252943,0.018230982,0.034695156,-0.0101877805,0.06894359,-0.015062712,0.06580712,0.02826941,-0.013814829,-0.041101977,0.041515604,0.12827969,0.007600895,0.057884373,-0.035691366,0.09590572,0.04345171,0.02192653,0.0111067835,-0.052267857,0.05896433,0.008216265,0.0021573142,0.1025773,0.104327425,0.030763432,0.013345495,-0.026461225,0.0037517122,-0.06112721,0.031549167,-0.041951694,0.065483645,brand
57,bank jago,-0.06334746,0.026907928,-0.01031,-0.08623347,-0.0023089368,0.085383385,0.08505078,-0.05222389,-0.15978256,0.06785649,-0.07146167,-0.07023842,0.08624262,0.012115787,-0.07010749,0.02313721,0.12475881,-0.10000824,-0.022093618,0.006582978,-0.0073853144,-0.0450946,-0.110456735,0.033095315,0.024415353,0.030739762,0.02523556,-0.011476366,0.006702205,0.0011418887,-0.039368957,-0.06205836,0.05129713,0.026003562,0.060418405,0.002714932,-0.0009799853,0.018535472,-0.010546682,-0.06650086,-0.12206393,0.0593758,0.12164243,0.03285439,0.029767912,-0.038030915,0.105009794,-0.038932778,0.033180457,-0.063935645,-0.048486575,-0.030525323,-0.06141678,-0.060428947,-0.010865935,0.046445504,-0.018836977,0.025532061,0.057730652,0.04498362,-0.08330981,-0.03387665,0.023466326,0.0034056026,brand
58,livin' by mandiri,-0.0812048,0.12205556,-0.013033494,-0.07231132,0.043276794,0.006983704,-0.069591835,-0.18989174,-0.090950675,-0.05776637,-0.07786149,-0.09305571,-0.039828874,-0.13457872,-0.030772258,0.12412165,0.21087606,-0.13672096,-0.10049419,-0.11212115,-0.09839892,-0.013958882,-0.15598339,0.09078197,-0.04185591,0.05386795,0.10165551,-0.15883258,0.0321312,-0.0137675535,-0.031668216,0.0022127477,0.13203236,0.1283752,0.006237928,0.08181894,-0.10921952,-0.056332566,-0.052087665,-0.062308297,-0.0934533,0.004002388,0.15116885,0.163441,-0.09568796,-0.12102489,0.051499143,0.022025416,0.026292812,0.046972588,-0.14127931,0.05825656,0.038205866,-0.0020160824,0.036992677,0.06613386,-0.1400764,0.010614114,0.018252997,-0.06538544,-0.21657178,0.040757686,-0.007975335,0.057213783,brand
59,flip,0.06992984,0.289057,0.26071706,-0.024011785,0.2557091,0.17867997,0.15031949,-0.12918529,-0.030132862,0.10070686,0.010472892,-0.1328431,-0.06556614,0.02769249,-0.10284932,0.12283053,0.11354652,-0.047293168,0.0741218,-0.02386802,0.10105409,0.046692103,-0.028346043,0.012815697,-0.13378373,0.1386599,0.020155968,-0.0627252,0.0066397283,-0.040768653,-0.17510411,-0.10256004,0.041313775,-0.21949223,0.12889582,0.0016636464,0.019485582,-0.0045431033,0.059489444,0.057925493,0.048588924,-0.08290892,0.17016819,0.13413697,0.0664789,-0.0557914,0.22831668,-0.09334384,0.009997348,0.18655957,-0.21289304,-0.102185376,-0.025691215,-0.044285,-0.050302353,0.10100872,0.026361914,0.11918954,-0.050051562,-0.089323044,-0.20608202,0.03548186,0.045548752,0.004022694,brand
60,gojek,-0.36000907,-0.116921954,-0.11137892,-0.07859719,0.077438794,-0.23859428,-0.089413956,-0.33789024,-0.106869,-0.42844748,-0.0041350024,0.09050879,-0.21281922,-0.07763839,0.0057879025,0.464554,0.06833922,0.07285566,-0.082324974,0.084437415,-0.11595957,-0.14127398,0.08137175,0.32430547,0.1205405,0.28777176,-0.059633225,-0.37089044,0.13966474,0.11393246,0.017257389,0.24880496,0.011541657,0.1589933,0.13552657,0.06273541,-0.41352004,-0.2709928,-0.32401705,0.046056233,0.04937039,0.120052055,-0.060351,0.08691887,-0.23036784,-0.28928763,-0.010345605,0.025785908,0.03792031,-0.096044034,-0.11029443,-0.10683005,0.122216344,0.09599428,0.24691322,0.013501129,-0.08827217,-0.15600419,0.21893916,-0.43618146,-0.060194336,0.04231037,0.004762858,0.18744043,brand
61,grab,-0.19775331,-0.20432085,-0.17186308,0.1253165,0.06826477,-0.2301284,0.00804476,-0.4642038,-0.1007624,-0.3698861,-0.029198773,0.11238775,-0.22298053,-0.18578878,0.04639048,0.56229246,0.14252143,0.28610355,-0.07906446,-0.034790978,-0.15211074,-0.0873707,0.031739213,0.0734965,0.032816008,0.18210582,-0.23074819,-0.31025684,0.2642368,-0.060342,0.14299415,0.33376276,-0.015681254,0.25070745,-0.017168809,0.14080861,-0.26183134,-0.28018257,-0.14846796,0.053730786,0.15542737,-0.11189605,-0.26048183,0.08570942,-0.16456212,-0.35547757,-0.20939964,0.1467238,0.09949602,-0.009185874,-0.17100804,-0.0921732,0.18289885,0.1626325,0.42926696,0.108781636,0.087761074,-0.20072739,0.09658443,-0.3981198,0.12207799,-0.0146529805,-0.109192565,0.08318658,brand
62,traveloka,-0.0037042238,-0.20985544,0.17194974,0.046295017,-0.7938658,-0.23414381,-0.24849379,0.08027778,-0.26594722,-0.015706614,0.27734944,-0.108734675,0.37377304,0.032507885,0.08131498,-0.48916316,-0.31876278,0.052367724,-0.03614738,0.05779454,-0.15934566,0.4377554,0.23983587,-0.21025991,-0.020020826,-0.07662318,0.18896669,-0.36219677,-0.28107756,-0.055713233,-0.009646323,-0.18671054,-0.22163689,0.25999117,-0.19369191,-0.37855977,0.20953143,0.1586603,0.053103954,0.57325137,0.11103426,0.11906505,-0.47538894,0.061759975,-0.16140959,0.24299398,0.025017096,0.12233869,0.18537177,0.37234133,0.64720726,-0.23756939,-0.14514318,0.2836917,-0.24651511,-0.22336599,-0.02981944,0.0068013445,-0.12000446,0.44258386,0.27997538,-0.101638556,0.46160522,-0.07727386,brand
63,tiket.com,-0.047433604,0.16335677,0.052772492,0.016772743,0.08648306,0.033639826,0.06063296,-0.11718735,-0.1371832,0.016657732,-0.058476068,-0.121363424,0.032917954,-0.070484936,-0.03595066,0.08928641,0.130961,-0.12042491,-0.058748502,-0.10773455,-0.046230063,-0.044477932,-0.13066378,0.07082278,-0.056663822,0.037776142,0.06836797,-0.07637124,0.04672415,-0.051009946,-0.036319457,-0.056912154,0.10629794,0.025446616,0.05038929,0.029545229,-0.013812365,-0.05166457,-0.021643728,-0.09773364,-0.11965296,0.0065162117,0.115334615,0.059266113,0.018649135,-0.0710715,0.10779222,-0.031438753,0.031772695,0.05226291,-0.13856886,0.05734698,0.0049680388,-0.0091553815,0.037582994,0.07512224,-0.10088321,0.04012374,0.05280294,-0.080363885,-0.17350182,-0.016017828,-0.010196997,-0.0063040843,brand
64,lion air,-0.0014129718,0.2169415,0.013357537,-0.06657988,0.33673435,0.16410634,0.19008723,-0.13385804,0.14095855,0.07520598,-0.11622066,-0.16371605,-0.09325768,-0.08434502,-0.022108134,0.31981617,0.16756114,0.0338339,-0.004008677,-0.20373318,-0.025527071,-0.10230233,-0.14341676,0.061896335,0.046490163,0.014195753,-0.17270459,-0.03952571,0.078920946,0.019915156,-0.036861178,-0.106969945,0.11100268,0.054361112,0.13460857,0.08293685,0.15543148,-0.18064663,0.054753095,0.13247094,0.10532131,-0.30428737,0.07000914,0.18687072,0.09881501,-0.2953167,0.06350471,0.07308458,-0.081754,0.37108642,-0.22391135,0.08111618,0.1241664,-0.120595336,0.35459462,0.07062767,-0.0013726682,-0.08603109,-0.2220545,-0.11615525,-0.095016174,-0.033132188,-0.2263619,-0.12816171,brand
65,garuda indonesia,-0.027251752,-0.029682672,-0.057242688,0.01527207,-0.03772509,0.1571362,-0.113054834,-0.1825794,-0.12220678,0.03352714,0.04137703,-0.18045175,0.21547592,-0.057315927,0.047308035,-0.09334442,0.010073475,-0.038729075,-0.10928348,0.059887394,0.028323673,0.05017931,0.07605511,0.008836461,-0.059857666,0.09934693,-0.0059431554,-0.15924446,0.011640287,-0.05738362,-0.06590153,-0.113163516,-0.08663769,0.011554042,-0.14559259,0.021521833,-0.025555562,-0.0041644657,0.045605462,0.040062338,-0.035092417,0.03415443,0.09267515,0.0661937,0.09414394,0.07162303,0.06865485,0.016506879,0.26420787,0.098662466,-0.011609338,-0.10928004,-0.03404823,0.08885696,0.00056778966,0.11433576,0.010489926,0.05114031,0.048749454,0.07742599,-0.18849352,-0.06811488,0.22779526,0.10474515,brand
66,j&t express,0.06681235,0.07855461,0.0055813566,-0.052192908,0.05166249,0.08770188,-0.027741654,-0.08773812,-0.039384477,0.08618541,-0.07977069,-0.09122674,0.08676853,0.0080106985,-0.04674996,0.012577105,0.07960396,-0.078131646,-0.036235586,-0.008698655,0.030956445,0.05435883,-0.085639864,0.028053254,-0.051128153,0.020150393,0.094754145,-0.049816877,0.09522118,-0.045657776,-0.08635229,-0.014152696,0.05950669,-0.030144595,0.033749044,0.0846038,0.007347106,0.10141328,0.032982416,-0.009906929,-0.07435648,-0.0028726999,0.09690431,0.022965267,0.042119414,-0.0082224095,0.0874265,0.015495313,-0.056405954,-0.0017579097,-0.039485224,0.038991198,0.041166537,0.029067978,-0.0041642063,0.037142806,-0.051055305,0.0790861,0.011309387,-0.029614037,-0.08184311,0.061905324,-0.010271659,0.023689726,brand
67,sicepat,-0.021882465,0.068558075,-0.029311351,-0.057860114,0.04571577,0.08827576,0.048776265,-0.06211794,-0.113143355,0.09064771,-0.054575063,-0.11113744,0.0826163,-0.009862132,-0.10318347,-0.008472939,0.12650251,-0.09881997,0.00727459,0.0071214177,-0.009722542,-0.0007288612,-0.12614602,0.044648804,-0.00697207,-0.02267301,0.0132574765,-0.001317433,0.06415938,-0.0022004938,-0.051375926,-0.033032555,0.06430049,0.029265128,0.08117213,0.0017737276,0.034146793,0.03332553,0.019272504,-0.0649573,-0.06773141,0.05989758,0.09767329,0.017803414,0.069441065,-0.053106308,0.12193827,-0.038963664,-0.0034832843,-0.0028513707,0.009828366,0.0091307545,-0.0033626142,-0.008379162,0.021399425,0.092967115,-0.055021703,0.035325125,0.026935503,-0.018310813,-0.09301278,-0.052917548,-0.010514613,0.020195596,brand
68,anteraja,-0.022830768,0.05771052,-0.023057796,-0.036573693,0.06132566,0.06438649,0.021870356,-0.061726324,-0.045382358,0.044383124,-0.095345125,-0.079055324,0.040727995,-0.011012665,-0.066781886,0.016884431,0.11743617,-0.0937462,-0.0129799,-0.013971103,-0.029078452,0.029396534,-0.112370595,0.04505401,-0.005249816,-0.013271777,0.02456965,-0.010952588,0.08075659,0.0020961198,-0.079752296,-0.051418968,0.059441835,0.0380717,0.07340626,0.029369555,-0.028719425,9.0108086e-05,-0.0058750766,-0.051835142,-0.06291142,0.03053248,0.09736207,0.023717599,0.038248844,-0.07881351,0.051306926,-0.024177443,-0.0049932715,0.0031138705,-0.009352579,0.050935548,0.0023070201,0.019662533,0.08519333,0.09232873,-0.017014338,0.03414105,0.048823535,-0.047318727,-0.12322667,-0.0003475095,-0.026142167,0.011406077,brand
69,pos indonesia,-0.42868495,-0.15278146,-0.22120896,-0.1702454,-0.022969477,0.14560463,-0.073413506,0.07183571,-0.08156387,-0.013223894,0.10929419,-0.10515949,0.034569547,0.0016275696,-0.05282606,0.057723798,0.11601111,0.030363891,-0.12992421,-0.03042292,-0.03086126,-0.100135155,-0.021250846,-0.07525875,0.10291527,0.034958087,-0.07956469,0.010334093,0.061587878,0.031777505,0.17656033,0.051850207,0.022628885,-0.08929595,0.028655363,-0.07828365,-0.13899359,0.06517678,-0.029735459,-0.09416528,-0.05955244,0.100678146,0.14032418,0.16600049,0.13580808,0.06864326,0.0813644,-0.20876612,-0.08027589,-0.008949017,-0.13884863,-0.10014638,-0.1439825,-0.1124444,-0.248766,0.12024514,-0.22526014,-0.012288075,0.07600044,-0.19788055,-0.17245996,-0.06325227,-0.00068533537,0.1630202,brand
70,erigo,-0.25385472,-0.16762458,-0.07020448,-0.055142473,-0.42993978,-0.03579191,-0.07275369,0.41432196,-0.13807368,0.050789237,0.14553034,-0.0079060625,0.15890011,-0.049985632,0.23148699,-0.43358868,-0.11784896,0.046499506,0.21653941,0.23705846,-0.0961225,-0.120007485,0.1695626,0.042048328,0.04133687,0.028484566,0.09568871,0.24868241,-0.07751073,0.16136873,0.1205077,-0.17549789,0.0596788,-0.054584168,-0.05675689,-0.23699424,0.042004183,0.085696705,-0.040850446,-0.20163314,-0.17523646,0.14317848,-0.09293037,-0.4366992,-0.05901085,0.11985522,-0.20189461,-0.03436536,-0.09283416,-0.29092777,0.32073718,0.13232093,-0.2696682,-0.029023841,-0.09686284,-0.1588621,-0.18428639,0.02220606,0.058209978,0.05187663,0.28663445,-0.014953649,0.015657503,-0.20141989,brand
71,3second,-0.22369368,-0.15491712,-0.045192957,-0.044698093,-0.4024562,0.006262457,-0.024269812,0.37710917,-0.17420304,0.058018588,0.1849619,-0.048949424,0.18006447,-0.04526522,0.20830187,-0.47269398,-0.107037395,0.043933406,0.27881593,0.23122445,-0.06583727,-0.14337796,0.1537356,0.072692774,-0.002633041,0.026238978,0.09527356,0.2272582,-0.109418824,0.16427144,0.12491909,-0.16537397,0.0076538995,-0.03427302,-0.03223493,-0.21750554,0.071431614,0.09367421,0.01357115,-0.16862874,-0.1117892,0.14018506,-0.059650153,-0.44344485,-0.08865374,0.07651186,-0.11312339,-0.025655214,-0.06268158,-0.28155506,0.32135838,0.09223975,-0.2321198,-0.063670024,-0.10920208,-0.17896505,-0.20595556,0.042957425,0.029958293,0.11972545,0.2867391,0.00033224747,0.042806,-0.1709553,brand
72,hammer,-0.22387998,-0.13143161,-0.13986126,-0.07978897,-0.39030904,0.12784263,-0.08801769,0.3123641,-0.27654594,0.1216024,0.17404008,-0.09387612,0.205567,-0.04237382,0.2325403,-0.45914802,-0.089455895,0.064334795,0.2360689,0.24174988,-0.08909547,-0.1266887,0.1561197,-0.010884896,0.047566827,0.1588674,0.16246057,0.19771165,-0.0636148,0.06573281,0.18874148,-0.16739002,0.08405145,-0.23585095,-0.23996484,-0.20684639,0.1870524,0.19439776,-0.0027900052,-0.24347654,-0.1498515,0.03273791,-0.097287305,-0.4687491,-0.11206624,0.202559,-0.18091333,0.051757477,-0.090033635,-0.28973877,0.21293612,0.021379638,-0.24382573,-0.05532836,-0.20276931,-0.12269394,-0.18452549,0.06387251,0.039844275,0.15852681,0.3164599,-0.123987556,0.058456846,-0.26630318,brand
73,lois indonesia,-0.22381121,-0.13396224,-0.011029039,-0.08231944,-0.43401247,0.029365715,-0.023643477,0.40823424,-0.15472417,0.061931558,0.12882619,-0.027962103,0.1617719,0.032254603,0.1753999,-0.44006774,-0.06483004,0.023643047,0.1735295,0.26361778,-0.08740602,-0.064673565,0.18287778,0.11160238,0.026523717,0.0032265137,0.07474843,0.23311093,-0.10001308,0.18617441,0.096913174,-0.18588623,-0.0126873115,0.027462121,0.028277142,-0.22913635,0.065335944,0.089509115,-0.03939399,-0.20759788,-0.13391718,0.13566029,-0.027141009,-0.42144457,-0.09089394,0.034123406,-0.12678356,-0.0008523194,-0.03240944,-0.31735528,0.37014624,0.08226082,-0.23677269,-0.07076809,-0.11624649,-0.21324813,-0.13913515,0.057392143,0.028079724,0.15521306,0.2605591,-0.007937898,0.06506154,-0.18318807,brand
74,the executive,-0.23686948,-0.1761753,-0.002632101,-0.08541174,-0.3367673,0.16131625,0.070644185,0.36877668,-0.082671404,0.08491421,0.11242282,-0.06840351,0.15728077,0.051847123,0.1364988,-0.48323628,-0.06403947,0.09665339,0.12922743,0.28578907,-0.16265714,0.031055447,0.37236655,0.03417834,0.13118908,-0.013368444,-0.01900367,0.28201914,-0.16428399,0.16860445,0.13320802,-0.10726183,-0.13169146,0.05798294,0.03953264,-0.33455756,0.13385515,0.0683191,-0.0633441,-0.19927745,-0.13225207,0.043930147,-0.1862694,-0.3483761,-0.108904764,0.070974104,-0.20388876,0.006349768,0.016118525,-0.30487734,0.47661698,-0.03706648,-0.3310581,-0.09243928,-0.14043018,-0.24736083,-0.055081375,-0.056862563,-0.105529994,0.32851887,0.38352922,-0.021032322,0.067821264,-0.23991427,brand
75,brodo,-0.039249435,-0.13246182,0.06176792,-0.052027363,-0.47969097,0.032221004,0.021033294,0.4818909,-0.11853534,0.046926357,0.13295013,-0.08619685,0.12307827,0.018951103,0.10295716,-0.5119685,-0.17791449,0.043815702,0.13616467,0.14044872,-0.042472992,0.009932676,0.18673694,0.017420826,0.06615184,-0.05262444,0.15665054,0.34319186,-0.23652488,0.10605505,0.101904005,-0.22029002,-0.12370728,-0.052472774,-0.11590187,-0.07469845,0.038438983,0.27648997,0.032849208,-0.2920251,-0.111924574,0.17604372,-0.05616045,-0.2953144,0.041974366,0.23988813,-0.034947153,0.0048938333,-0.09100723,-0.40106744,0.30208194,-0.0130831115,-0.2674061,-0.20166314,-0.37173337,-0.3088787,-0.02507958,0.14252657,0.052855693,0.3521641,0.31664133,0.0045202454,0.09050372,-0.26494485,brand
76,geoff max,-0.30870676,-0.22180182,-0.055446155,-0.062371556,-0.3944301,0.0073502054,-0.009979618,0.43667188,-0.11497058,0.09684016,0.14484176,-0.029178642,0.23931283,-0.009072945,0.14041811,-0.46057943,-0.05575689,0.01096084,0.1373937,0.237852,-0.08419256,-0.15475035,0.14771304,0.0565566,0.051895544,-0.03862732,0.037934836,0.308774,-0.15180287,0.22440504,0.124459535,-0.17267925,-0.015217275,0.013442459,0.05561217,-0.28055495,0.07235378,0.11186805,-0.046352804,-0.23474154,-0.13872482,0.19891265,-0.027926676,-0.5032385,-0.001552838,0.022538017,-0.028254325,-0.0679471,-0.046227768,-0.34089828,0.3137154,0.06878124,-0.29005086,-0.11834505,-0.15186445,-0.20110296,-0.065604,0.0029789237,0.03898052,0.19470415,0.28537476,-0.058881633,0.017620869,-0.13053659,brand
77,monstore,-0.213483,-0.18493961,-0.04390467,-0.06776725,-0.43105772,0.013738489,-0.057869934,0.4205649,-0.12114746,0.073079124,0.14103349,-0.040010005,0.21106723,0.038199704,0.19367138,-0.49727726,-0.074747965,0.015532091,0.15345752,0.28404954,-0.091749474,-0.08504931,0.2038486,0.0921603,0.017559292,-0.044655323,0.07037939,0.28232306,-0.09812643,0.1931397,0.0978255,-0.1830213,-0.030284414,0.011385925,0.033202577,-0.2328679,0.068767294,0.12506863,-0.054844614,-0.19493721,-0.13169129,0.15819487,-0.050255343,-0.48076966,-0.04216288,0.03624221,-0.09201282,0.007707142,-0.06346232,-0.33528587,0.41285425,0.12842184,-0.2673134,-0.05731593,-0.13314974,-0.20620057,-0.099997744,0.032587368,0.018357005,0.190469,0.30656818,0.00091197435,0.049699314,-0.17125279,brand
78,damn! i love indonesia,-0.4806218,-0.29930568,-0.0038901912,0.14061464,-0.15064944,0.3563715,-0.064006224,0.4637552,-0.09920692,0.26070428,0.23335528,0.0498764,-0.099905536,0.015439683,0.16589397,-0.50470495,-0.048744436,0.17357352,-0.10077337,0.2531847,-0.020132069,-0.060964134,0.3456088,-0.27489948,-0.085531995,0.011761447,-0.124357015,0.10706216,-0.2342704,-0.16239157,0.16832583,-0.5306282,-0.17292404,-0.02375718,-0.15323664,-0.6140865,-0.049069177,0.14765765,-0.28047192,-0.20034249,-0.13932467,-0.014754754,-0.08174254,-0.37882292,-0.27959934,0.0039169244,-0.3086685,0.10136615,0.45317262,-0.30222923,0.20976391,0.04665366,-0.39259353,-0.035569698,0.060837198,0.09249221,0.29437786,0.00037387013,-0.02987285,0.36961567,-0.17243838,-0.099962145,0.0030624866,-0.104718655,brand
79,cottonology,-0.25606394,-0.1404183,-0.039602302,-0.08629225,-0.38534164,0.037300505,-0.025003124,0.39619642,-0.12597185,0.068823785,0.117998876,-0.05153966,0.2042521,-0.027119333,0.21934044,-0.43766856,-0.04557784,-0.005851012,0.17040016,0.17155153,-0.078497335,-0.16974321,0.17782223,0.13897814,0.060819015,0.003854671,0.108877555,0.2199466,-0.1368075,0.21028793,0.12080911,-0.19496027,0.034440447,0.057141773,0.014463132,-0.20495704,0.076232955,0.1068687,-0.035111085,-0.2353513,-0.17881417,0.1066305,-0.0028280853,-0.4464453,-0.08052354,0.03667507,-0.09296249,0.018467663,-0.05548324,-0.28416497,0.2909119,0.13020813,-0.23532444,-0.110742584,-0.09651366,-0.22328003,-0.15209362,0.049935266,0.030041344,0.16614002,0.27333927,-0.03570459,0.017620588,-0.16804047,brand
80,advan,0.11404926,0.13464072,0.055065848,-0.043118022,0.15509033,0.122476764,0.03659071,-0.14983806,-0.07076268,0.090026155,-0.05180603,-0.12437791,0.0027194852,-0.009225273,-0.06469954,0.13558555,0.10417019,-0.035960518,-0.08708915,-0.047953542,0.04845802,0.035860363,-0.044269778,0.022578496,-0.040472537,0.04319647,-0.00697131,-0.07828714,0.102767676,-0.16681546,-0.05972729,0.037870318,0.08028762,-0.060522802,0.0006149722,0.054274976,0.09561755,-0.03440947,0.03966379,0.043867104,-0.050041944,-0.12296626,0.034577653,0.16903996,0.051048525,0.039350636,0.038732532,0.01800057,0.05386342,0.13336703,-0.11436252,-0.008653612,0.06188386,0.044602454,0.0345111,0.08575694,-0.055031102,0.02914744,-0.063587666,0.030159842,-0.08311039,-0.0042687077,-0.039277032,-0.009034112,brand
81,axioo,0.06910099,0.017233923,-0.1028015,0.025617365,-0.16029082,0.01105164,-0.02047223,-0.01726522,-0.11282483,0.21853009,-0.10113448,0.07738496,-0.07800187,0.08804943,0.03346763,0.049511526,0.08234578,-0.016161732,-0.075195074,0.0021759893,-0.020530783,0.08179924,-0.15174744,-0.14009361,-0.14987338,-0.037159063,-0.022527665,0.056127466,0.17444426,-0.11497472,0.06641058,0.09197507,0.030375283,0.01610947,-0.01437816,0.025903324,0.010968395,-0.0032314907,0.064418696,-0.15227525,0.094540425,-0.073415175,0.07065433,0.010486077,-0.066307314,-0.08670046,-0.23335728,-0.05742105,0.04272444,-0.10262982,-0.0018999897,0.033672415,0.023376623,0.1327585,0.031243457,0.13411412,0.046347044,0.24357428,0.12516257,-0.11438537,-0.22665873,0.0047873287,-0.014122659,-0.029140443,brand
