influencer,influencer_top1_positive,influencer_top1_neutral,influencer_top1_negative,influencer_top1_name,influencer_top2_positive,influencer_top2_neutral,influencer_top2_negative,influencer_top2_name,influencer_top3_positive,influencer_top3_neutral,influencer_top3_negative,influencer_top3_name
Chef Arnold,0.8479946001812264,0.7094726968895305,0.8032491723696391,"the, and, to",0.9136703993592944,0.8238131091708228,0.9829475283622742,"chef, zahra, gozali",0.9936427175998688,0.7759497821331024,0.9320809245109558,"diskon, brand, promo"
Farah Quinn,0.9971144199371338,0.0,0.0,"the, and, to",0.0,0.9942952990531921,0.0,"diskon, brand, promo",0.0,0.0,0.0,"yg, ga, aja"
William Gozali,0.87883678726528,0.9805696184905071,0.7263390570878983,"chef, zahra, gozali",0.9306689143180847,0.9030481800436974,0.8631724715232849,"the, and, to",0.8233256340026855,0.9899283200502396,0.0,"diskon, brand, promo"
Chandra Yudasswara,0.9390512599664576,0.912397173317996,0.0,"chef, zahra, gozali",0.9125484863917033,0.9146645196846553,0.9922325611114502,"the, and, to",0.0,0.885777839592525,0.9195908308029175,"posted, photo, just"
Devina Hermawan,0.8674213588237762,0.9049464052631742,0.0,"bawang, masukkan, gr",0.9913302063941956,0.6824530909458796,0.0,"yg, ga, aja",0.9501911878585816,0.9176040268861331,0.9963077902793884,"chef, zahra, gozali"
Yuda Bustara,0.9125116492311159,0.7850867176757139,0.0,"chef, zahra, gozali",0.9425720859851155,0.3965262770652771,0.7898330390453339,"the, and, to",0.8341107487678527,0.6096112330754598,0.0,"yg, ga, aja"
Tasya Farasya,0.965719531882893,0.9113231795590099,0.8303790092468262,"yg, ga, aja",0.8462240610803876,0.9778409805791132,0.9988452196121216,"diskon, brand, promo",0.9414323965708414,0.0,0.8642617225646972,"the, and, to"
Bara Pattiradjawane,0.8816970459052494,0.42604414855732636,0.9423540085554123,"the, and, to",0.9682863156000773,0.8362152598522328,0.0,"isyana, sarasvati, seno",0.9978472193082174,0.728397011756897,0.9950636029243469,"diskon, brand, promo"
My Fun FooDiary,0.9982986152172089,0.0,0.0,"the, and, to",0.0,0.0,0.0,"diskon, brand, promo",0.0,0.0,0.0,"yg, ga, aja"
Kadek Arini,0.8077016274134318,0.8153681622611152,0.8083425561587015,"diskon, brand, promo",0.8822273254394531,0.59194096326828,0.693389892578125,"the, and, to",0.9091459810733795,0.16503812869389853,0.8066275715827942,"yg, ga, aja"
Vina Muliana,0.9421299752734956,0.8886264873587567,0.9229237569702996,"yg, ga, aja",0.7392808794975281,0.9730173945426941,0.0,"diskon, brand, promo",0.9832090735435486,0.9625692367553711,0.0,"the, and, to"
Marischka Prudence,0.0,0.9914594888687134,0.9141532182693481,"the, and, to",0.0,0.0,0.0,"diskon, brand, promo",0.0,0.0,0.0,"yg, ga, aja"
Trinity Traveler,0.9296177148818969,0.42658641272121006,0.7451566755771637,"the, and, to",0.8538619697093963,0.4948132832845052,0.7919421593348185,"yg, ga, aja",0.7094765305519104,0.6813473701477051,0.0,"diskon, brand, promo"
Adrian Maulana,0.9799307309348008,0.826505982875824,0.0,"h7qvqkhavsqrqqjhzofei6hztazhmbbtrdlppwadngl, sol, bfrk23t4zbm963xpl7uvtyerywvwz1nav6mntkwkvbzq",0.9151172240575155,0.938251426586738,0.9011852343877157,"the, and, to",0.0,0.9385030031204223,0.0,"dennysantoso, indonesia, tarikuang"
Backpacker Tampan,0.9594021230936051,0.8513371567977103,0.8421699007352194,"yg, ga, aja",0.8765075206756592,0.8547318379084269,0.9302605986595154,"the, and, to",0.8577064871788025,0.9281407371163368,0.0,"diskon, brand, promo"
Mira Lesmana,0.8948529422283172,0.8811677893002828,0.8440068960189819,"the, and, to",0.9203335285186768,0.9356353688240051,0.0,"chef, zahra, gozali",0.9825255751609803,0.8778696358203888,0.8070754408836365,"yg, ga, aja"
Oki Setiana Dewi,0.9142529606819153,0.9974014083544414,0.0,"diskon, brand, promo",0.6613311171531677,0.9987029433250427,0.0,"dennysantoso, indonesia, tarikuang",0.0,0.9249426126480103,0.0,"yg, ga, aja"
Jess no Limit,0.8109904615318074,0.3442599293978318,0.895385916531086,"sibungbung, miawaug, jess",0.8616266548633575,0.3406922166997736,0.8165413439273834,"the, and, to",0.8044357895851135,0.6253895248685565,0.8846048831939697,"diskon, brand, promo"
Frost Diamond,0.8783132144764288,0.5423617996275425,0.7434411883354187,"the, and, to",0.8877499103546143,0.8269173481634685,0.9548730254173279,"diskon, brand, promo",0.9897183477878571,0.5769902666409811,0.0,"de, la, su"
MiawAug,0.8739743358210513,0.7564527119199435,0.8975443045298258,"diskon, brand, promo",0.8505900613963604,0.7888276520229521,0.8652079701423645,"sibungbung, miawaug, jess",0.0,0.0,0.48690924048423767,"goooo, umurnya, kmu"
Windah Basudara,0.8774181306362152,0.20837810701794093,0.8604354212681452,"the, and, to",0.9549936155478159,0.2752461758526889,0.9713179469108582,"isyana, sarasvati, seno",0.5048797130584717,0.07742113620042801,0.9529389888048172,"yg, ga, aja"
Jonathan Liandi,0.835528876632452,0.9602601119116241,0.8487479421827528,"yg, ga, aja",0.8324111998081207,0.8782604411244392,0.8973350524902344,"the, and, to",0.0,0.9631007451277512,0.5301635265350342,"diskon, brand, promo"
BTR Zuxxy,0.887562503417333,0.9325600158084523,0.8011442303657532,"btr, zuxxy, luxxy",0.9272682443261147,0.7526951091630119,0.8323558270931244,"the, and, to",0.9412153959274292,0.9346652865409851,0.8775676753785875,"yg, ga, aja"
EVOS Reza,0.8572672075695462,0.9674620032310486,0.9671409544737443,"sibungbung, miawaug, jess",0.9986070990562439,0.8262686899730137,0.9508035778999329,"yg, ga, aja",0.997438907623291,0.9893162027001381,0.957910418510437,"diskon, brand, promo"
Donkey,0.8732038723385852,0.6460214008887609,0.8263964758199804,"the, and, to",0.7623062675649469,0.5911839038133622,0.8810418976677789,"高仿包包, 时尚, 衣服",0.9715151190757751,0.5097075700759888,0.0,"de, la, su"
Kayes,0.8340148356827822,0.721746711654866,0.8596073806285858,"diskon, brand, promo",0.8517088517546654,0.2488147002809188,0.8033959439822606,"the, and, to",0.9387221932411194,0.660592794418335,0.0,"高仿包包, 时尚, 衣服"
Xinn,0.845691841095686,0.0,0.9124093532562256,"高仿包包, 时尚, 衣服",0.0,0.9881286025047302,0.9885231554508209,"محمد, الله, سيدنا",0.9471790790557861,0.0,0.9318293333053589,"diskon, brand, promo"
Oura Gaming,0.9024724721908569,0.7064859867095947,0.8943079113960266,"the, and, to",0.0,0.9544131358464559,0.0,"de, la, su",0.98317551612854,0.0,0.0,"diskon, brand, promo"
BTR Luxxy,0.8870051608366125,0.8647299764617797,0.8213487764199575,"btr, zuxxy, luxxy",0.9412634543010167,0.6708106994628906,0.0,"the, and, to",0.9217042128245035,0.4400623142719269,0.9521414279937744,"yg, ga, aja"
