,influencer_name,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,influencer,topic-1_influencer_negative,topic0_influencer_negative,topic1_influencer_negative,topic2_influencer_negative,topic3_influencer_negative,topic4_influencer_negative,topic5_influencer_negative,topic6_influencer_negative,topic7_influencer_negative,topic8_influencer_negative,topic-1_influencer_neutral,topic0_influencer_neutral,topic1_influencer_neutral,topic2_influencer_neutral,topic3_influencer_neutral,topic4_influencer_neutral,topic5_influencer_neutral,topic6_influencer_neutral,topic7_influencer_neutral,topic8_influencer_neutral,topic-1_influencer_positive,topic0_influencer_positive,topic1_influencer_positive,topic2_influencer_positive,topic3_influencer_positive,topic4_influencer_positive,topic5_influencer_positive,topic6_influencer_positive,topic7_influencer_positive,topic8_influencer_positive
20,Sarah Gabriella Tumiwa,-0.061927646,-0.009680526,0.017116513,0.2471787,0.033274684,0.0046260357,-0.05556576,0.1017743,Sarah Gabriella Tumiwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tiffany Regina,-0.06369808,-0.008835586,0.018614182,0.25225353,0.033812158,0.005214244,-0.055829056,0.10429591,Tiffany Regina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9862436950206757,0.9862436950206757,0.9862436950206757,0.9862436950206757,0.9862436950206757,0.9862436950206757,0.9862436950206757,0.9862436950206757,0.9862436950206757,0.9862436950206757
22,Vili Su,-0.06572328,-0.009245789,0.019089775,0.26050317,0.034934867,0.0053274706,-0.05775682,0.107656576,Vili Su,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Claradevi,-0.053987935,-0.008601099,0.014776649,0.21577516,0.029068213,0.0039672013,-0.048632756,0.08878181,Claradevi,0.8970532437850689,0.8970532437850689,0.8970532437850689,0.8970532437850689,0.8970532437850689,0.8970532437850689,0.8970532437850689,0.8970532437850689,0.8970532437850689,0.8970532437850689,0.9198993921279908,0.9198993921279908,0.9198993921279908,0.9198993921279908,0.9198993921279908,0.9198993921279908,0.9198993921279908,0.9198993921279908,0.9198993921279908,0.9198993921279908,0.9467845324959073,0.9467845324959073,0.9467845324959073,0.9467845324959073,0.9467845324959073,0.9467845324959073,0.9467845324959073,0.9467845324959073,0.9467845324959073,0.9467845324959073
24,Yumi Kwandy,-0.062903315,-0.009725679,0.017482698,0.25088236,0.033759322,0.004742561,-0.05631434,0.10334062,Yumi Kwandy,0.9748366713523865,0.9748366713523865,0.9748366713523865,0.9748366713523865,0.9748366713523865,0.9748366713523865,0.9748366713523865,0.9748366713523865,0.9748366713523865,0.9748366713523865,0.9599427435849164,0.9599427435849164,0.9599427435849164,0.9599427435849164,0.9599427435849164,0.9599427435849164,0.9599427435849164,0.9599427435849164,0.9599427435849164,0.9599427435849164,0.9005014041195745,0.9005014041195745,0.9005014041195745,0.9005014041195745,0.9005014041195745,0.9005014041195745,0.9005014041195745,0.9005014041195745,0.9005014041195745,0.9005014041195745
25,Fadhilah Razak,-0.060981948,-0.009307651,0.017057426,0.24300443,0.032683525,0.004646869,-0.054451324,0.10014226,Fadhilah Razak,0.9389674492546769,0.9389674492546769,0.9389674492546769,0.9389674492546769,0.9389674492546769,0.9389674492546769,0.9389674492546769,0.9389674492546769,0.9389674492546769,0.9389674492546769,0.7696123407000587,0.7696123407000587,0.7696123407000587,0.7696123407000587,0.7696123407000587,0.7696123407000587,0.7696123407000587,0.7696123407000587,0.7696123407000587,0.7696123407000587,0.8790074878809403,0.8790074878809403,0.8790074878809403,0.8790074878809403,0.8790074878809403,0.8790074878809403,0.8790074878809403,0.8790074878809403,0.8790074878809403,0.8790074878809403
26,Aurel Oriana,-0.061045017,-0.009987672,0.016472429,0.2444461,0.032964647,0.004379167,-0.0552997,0.100477725,Aurel Oriana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Angel Tamara,-0.059806786,-0.008041689,0.017705495,0.23639221,0.03165283,0.00499901,-0.05211822,0.09783659,Angel Tamara,0.8375612696011862,0.8375612696011862,0.8375612696011862,0.8375612696011862,0.8375612696011862,0.8375612696011862,0.8375612696011862,0.8375612696011862,0.8375612696011862,0.8375612696011862,0.7648641268412272,0.7648641268412272,0.7648641268412272,0.7648641268412272,0.7648641268412272,0.7648641268412272,0.7648641268412272,0.7648641268412272,0.7648641268412272,0.7648641268412272,0.961966335773468,0.961966335773468,0.961966335773468,0.961966335773468,0.961966335773468,0.961966335773468,0.961966335773468,0.961966335773468,0.961966335773468,0.961966335773468
28,Calista Cherrie,-0.06372843,-0.010657327,0.016989212,0.25560096,0.03449878,0.004477923,-0.05800303,0.10497429,Calista Cherrie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9293805956840515,0.9293805956840515,0.9293805956840515,0.9293805956840515,0.9293805956840515,0.9293805956840515,0.9293805956840515,0.9293805956840515,0.9293805956840515,0.9293805956840515,0.9926057457923889,0.9926057457923889,0.9926057457923889,0.9926057457923889,0.9926057457923889,0.9926057457923889,0.9926057457923889,0.9926057457923889,0.9926057457923889,0.9926057457923889
29,Shalfa Putri Raihan,-0.054945968,-0.0054904637,0.018508432,0.19883342,0.026254904,-0.0026941642,-0.042837646,0.08625248,Shalfa Putri Raihan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Sarah Ayu,-0.056157578,-0.008294909,0.015956452,0.22328922,0.029995918,0.0043916013,-0.04981704,0.09212425,Sarah Ayu,0.9360617884369784,0.9360617884369784,0.9360617884369784,0.9360617884369784,0.9360617884369784,0.9360617884369784,0.9360617884369784,0.9360617884369784,0.9360617884369784,0.9360617884369784,0.9286075860261918,0.9286075860261918,0.9286075860261918,0.9286075860261918,0.9286075860261918,0.9286075860261918,0.9286075860261918,0.9286075860261918,0.9286075860261918,0.9286075860261918,0.946351136152561,0.946351136152561,0.946351136152561,0.946351136152561,0.946351136152561,0.946351136152561,0.946351136152561,0.946351136152561,0.946351136152561,0.946351136152561
31,Agustina Hermanto,-0.05518867,-0.008742162,0.015150449,0.22048499,0.02969618,0.0040758536,-0.049655035,0.09073901,Agustina Hermanto,0.9548937082290649,0.9548937082290649,0.9548937082290649,0.9548937082290649,0.9548937082290649,0.9548937082290649,0.9548937082290649,0.9548937082290649,0.9548937082290649,0.9548937082290649,0.9875119698047637,0.9875119698047637,0.9875119698047637,0.9875119698047637,0.9875119698047637,0.9875119698047637,0.9875119698047637,0.9875119698047637,0.9875119698047637,0.9875119698047637,0.913605835288763,0.913605835288763,0.913605835288763,0.913605835288763,0.913605835288763,0.913605835288763,0.913605835288763,0.913605835288763,0.913605835288763,0.913605835288763
32,Najwa Shihab,-0.058690816,-0.0046147006,0.020852838,0.21130303,0.02774468,-0.001757694,-0.044493318,0.09192486,Najwa Shihab,0.9259190992133258,0.9259190992133258,0.9259190992133258,0.9259190992133258,0.9259190992133258,0.9259190992133258,0.9259190992133258,0.9259190992133258,0.9259190992133258,0.9259190992133258,0.9400032358009274,0.9400032358009274,0.9400032358009274,0.9400032358009274,0.9400032358009274,0.9400032358009274,0.9400032358009274,0.9400032358009274,0.9400032358009274,0.9400032358009274,0.8744817652872631,0.8744817652872631,0.8744817652872631,0.8744817652872631,0.8744817652872631,0.8744817652872631,0.8744817652872631,0.8744817652872631,0.8744817652872631,0.8744817652872631
33,Dewi Lestari,-0.0653935,-0.005575032,0.022252036,0.2527606,0.033422492,0.0067739985,-0.0531849,0.105862685,Dewi Lestari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736859401067098,0.9736859401067098,0.9736859401067098,0.9736859401067098,0.9736859401067098,0.9736859401067098,0.9736859401067098,0.9736859401067098,0.9736859401067098,0.9736859401067098,0.8904317617416382,0.8904317617416382,0.8904317617416382,0.8904317617416382,0.8904317617416382,0.8904317617416382,0.8904317617416382,0.8904317617416382,0.8904317617416382,0.8904317617416382
34,Brian Febrian,-0.059075244,-0.0042772796,0.021246817,0.21409754,0.0280847,-0.0005106136,-0.04473655,0.092812255,Brian Febrian,0.9361776543988122,0.9361776543988122,0.9361776543988122,0.9361776543988122,0.9361776543988122,0.9361776543988122,0.9361776543988122,0.9361776543988122,0.9361776543988122,0.9361776543988122,0.9165503059295897,0.9165503059295897,0.9165503059295897,0.9165503059295897,0.9165503059295897,0.9165503059295897,0.9165503059295897,0.9165503059295897,0.9165503059295897,0.9165503059295897,0.8609792436614181,0.8609792436614181,0.8609792436614181,0.8609792436614181,0.8609792436614181,0.8609792436614181,0.8609792436614181,0.8609792436614181,0.8609792436614181,0.8609792436614181
35,Najelaa Shihab,-0.061435446,-0.008332957,0.01812268,0.24295798,0.032541465,0.0051057637,-0.053622898,0.10052588,Najelaa Shihab,0.8335216045379639,0.8335216045379639,0.8335216045379639,0.8335216045379639,0.8335216045379639,0.8335216045379639,0.8335216045379639,0.8335216045379639,0.8335216045379639,0.8335216045379639,0.9507006376981735,0.9507006376981735,0.9507006376981735,0.9507006376981735,0.9507006376981735,0.9507006376981735,0.9507006376981735,0.9507006376981735,0.9507006376981735,0.9507006376981735,0.908259636589459,0.908259636589459,0.908259636589459,0.908259636589459,0.908259636589459,0.908259636589459,0.908259636589459,0.908259636589459,0.908259636589459,0.908259636589459
36,Gede Prama,-0.06659264,-0.008292757,0.02030893,0.2620396,0.03500026,0.005835048,-0.057250317,0.108708635,Gede Prama,0.9984022974967957,0.9984022974967957,0.9984022974967957,0.9984022974967957,0.9984022974967957,0.9984022974967957,0.9984022974967957,0.9984022974967957,0.9984022974967957,0.9984022974967957,0.9338467121124268,0.9338467121124268,0.9338467121124268,0.9338467121124268,0.9338467121124268,0.9338467121124268,0.9338467121124268,0.9338467121124268,0.9338467121124268,0.9338467121124268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Gitasav,-0.0630618,-0.008365236,0.018771715,0.24905536,0.03333345,0.005317474,-0.05481995,0.10312192,Gitasav,0.9469946870144378,0.9469946870144378,0.9469946870144378,0.9469946870144378,0.9469946870144378,0.9469946870144378,0.9469946870144378,0.9469946870144378,0.9469946870144378,0.9469946870144378,0.8590594977140427,0.8590594977140427,0.8590594977140427,0.8590594977140427,0.8590594977140427,0.8590594977140427,0.8590594977140427,0.8590594977140427,0.8590594977140427,0.8590594977140427,0.9001070583058942,0.9001070583058942,0.9001070583058942,0.9001070583058942,0.9001070583058942,0.9001070583058942,0.9001070583058942,0.9001070583058942,0.9001070583058942,0.9001070583058942
38,Alya Nurshabrina,-0.06387246,-0.008680774,0.018826043,0.25262624,0.033838682,0.005301278,-0.0557704,0.10451949,Alya Nurshabrina,0.9666746258735657,0.9666746258735657,0.9666746258735657,0.9666746258735657,0.9666746258735657,0.9666746258735657,0.9666746258735657,0.9666746258735657,0.9666746258735657,0.9666746258735657,0.9432477015588019,0.9432477015588019,0.9432477015588019,0.9432477015588019,0.9432477015588019,0.9432477015588019,0.9432477015588019,0.9432477015588019,0.9432477015588019,0.9432477015588019,0.8031386484702429,0.8031386484702429,0.8031386484702429,0.8031386484702429,0.8031386484702429,0.8031386484702429,0.8031386484702429,0.8031386484702429,0.8031386484702429,0.8031386484702429
39,Reza Aditya,-0.05628685,-0.007857828,0.01640325,0.22299322,0.029896675,0.00458714,-0.049392756,0.092178516,Reza Aditya,0.92357087880373,0.92357087880373,0.92357087880373,0.92357087880373,0.92357087880373,0.92357087880373,0.92357087880373,0.92357087880373,0.92357087880373,0.92357087880373,0.9097048109397292,0.9097048109397292,0.9097048109397292,0.9097048109397292,0.9097048109397292,0.9097048109397292,0.9097048109397292,0.9097048109397292,0.9097048109397292,0.9097048109397292,0.8752578028610775,0.8752578028610775,0.8752578028610775,0.8752578028610775,0.8752578028610775,0.8752578028610775,0.8752578028610775,0.8752578028610775,0.8752578028610775,0.8752578028610775
