,influencer_name,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,influencer,topic-1_influencer_negative,topic0_influencer_negative,topic1_influencer_negative,topic2_influencer_negative,topic3_influencer_negative,topic4_influencer_negative,topic5_influencer_negative,topic6_influencer_negative,topic7_influencer_negative,topic8_influencer_negative,topic-1_influencer_neutral,topic0_influencer_neutral,topic1_influencer_neutral,topic2_influencer_neutral,topic3_influencer_neutral,topic4_influencer_neutral,topic5_influencer_neutral,topic6_influencer_neutral,topic7_influencer_neutral,topic8_influencer_neutral,topic-1_influencer_positive,topic0_influencer_positive,topic1_influencer_positive,topic2_influencer_positive,topic3_influencer_positive,topic4_influencer_positive,topic5_influencer_positive,topic6_influencer_positive,topic7_influencer_positive,topic8_influencer_positive
40,Felix Siauw,-0.069158055,-0.009389968,0.02039218,0.27351543,0.036635537,0.0057436964,-0.060374714,0.113165565,Felix Siauw,0.9477548640707265,0.9477548640707265,0.9477548640707265,0.9477548640707265,0.9477548640707265,0.9477548640707265,0.9477548640707265,0.9477548640707265,0.9477548640707265,0.9477548640707265,0.9408354123433431,0.9408354123433431,0.9408354123433431,0.9408354123433431,0.9408354123433431,0.9408354123433431,0.9408354123433431,0.9408354123433431,0.9408354123433431,0.9408354123433431,0.8853885402733629,0.8853885402733629,0.8853885402733629,0.8853885402733629,0.8853885402733629,0.8853885402733629,0.8853885402733629,0.8853885402733629,0.8853885402733629,0.8853885402733629
41,Agustinus Wibowo,-0.06160719,0.0008518938,0.027470917,0.19845371,0.02512588,-0.006634986,-0.03749696,0.09185328,Agustinus Wibowo,0.8511657259043526,0.8511657259043526,0.8511657259043526,0.8511657259043526,0.8511657259043526,0.8511657259043526,0.8511657259043526,0.8511657259043526,0.8511657259043526,0.8511657259043526,0.9602686729696062,0.9602686729696062,0.9602686729696062,0.9602686729696062,0.9602686729696062,0.9602686729696062,0.9602686729696062,0.9602686729696062,0.9602686729696062,0.9602686729696062,0.9121961131309851,0.9121961131309851,0.9121961131309851,0.9121961131309851,0.9121961131309851,0.9121961131309851,0.9121961131309851,0.9121961131309851,0.9121961131309851,0.9121961131309851
42,Rara Sekar,-0.051278148,0.0018761791,0.0068131303,0.41242734,0.057351697,0.029544774,-0.12328477,0.19344516,Rara Sekar,0.9484789716570001,0.9484789716570001,0.9484789716570001,0.9484789716570001,0.9484789716570001,0.9484789716570001,0.9484789716570001,0.9484789716570001,0.9484789716570001,0.9484789716570001,0.9195497302866694,0.9195497302866694,0.9195497302866694,0.9195497302866694,0.9195497302866694,0.9195497302866694,0.9195497302866694,0.9195497302866694,0.9195497302866694,0.9195497302866694,0.9483606637670443,0.9483606637670443,0.9483606637670443,0.9483606637670443,0.9483606637670443,0.9483606637670443,0.9483606637670443,0.9483606637670443,0.9483606637670443,0.9483606637670443
43,Isyana Sarasvati,-0.06472331,0.001687997,0.02950266,0.20909265,0.02639125,-0.0055689574,-0.038832717,0.09662842,Isyana Sarasvati,0.8601529254363134,0.8601529254363134,0.8601529254363134,0.8601529254363134,0.8601529254363134,0.8601529254363134,0.8601529254363134,0.8601529254363134,0.8601529254363134,0.8601529254363134,0.942724698336325,0.942724698336325,0.942724698336325,0.942724698336325,0.942724698336325,0.942724698336325,0.942724698336325,0.942724698336325,0.942724698336325,0.942724698336325,0.923454380848191,0.923454380848191,0.923454380848191,0.923454380848191,0.923454380848191,0.923454380848191,0.923454380848191,0.923454380848191,0.923454380848191,0.923454380848191
44,Vidi Aldiano,-0.060502026,-0.004470285,0.021205794,0.23263283,0.030668756,0.006546854,-0.0483941,0.097706206,Vidi Aldiano,0.907312823832035,0.907312823832035,0.907312823832035,0.907312823832035,0.907312823832035,0.907312823832035,0.907312823832035,0.907312823832035,0.907312823832035,0.907312823832035,0.9859398348551047,0.9859398348551047,0.9859398348551047,0.9859398348551047,0.9859398348551047,0.9859398348551047,0.9859398348551047,0.9859398348551047,0.9859398348551047,0.9859398348551047,0.8879089309619024,0.8879089309619024,0.8879089309619024,0.8879089309619024,0.8879089309619024,0.8879089309619024,0.8879089309619024,0.8879089309619024,0.8879089309619024,0.8879089309619024
45,Helga Angelina,-0.04536068,0.000927411,0.0036195493,0.41090748,0.058245394,0.030663477,-0.12677303,0.19418067,Helga Angelina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9845173805952072,0.9845173805952072,0.9845173805952072,0.9845173805952072,0.9845173805952072,0.9845173805952072,0.9845173805952072,0.9845173805952072,0.9845173805952072,0.9845173805952072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Melati Wijsen,-0.04475092,-0.0012432169,0.0016954922,0.42790937,0.061596964,0.03166854,-0.13421081,0.2020732,Melati Wijsen,0.5710937976837158,0.5710937976837158,0.5710937976837158,0.5710937976837158,0.5710937976837158,0.5710937976837158,0.5710937976837158,0.5710937976837158,0.5710937976837158,0.5710937976837158,0.9824697460447039,0.9824697460447039,0.9824697460447039,0.9824697460447039,0.9824697460447039,0.9824697460447039,0.9824697460447039,0.9824697460447039,0.9824697460447039,0.9824697460447039,0.877105346747807,0.877105346747807,0.877105346747807,0.877105346747807,0.877105346747807,0.877105346747807,0.877105346747807,0.877105346747807,0.877105346747807,0.877105346747807
47,Anindya Kusuma,-0.045694005,0.0011260528,0.0038106446,0.39283645,0.05491726,0.028445551,-0.12012665,0.18473351,Anindya Kusuma,0.9601471760056236,0.9601471760056236,0.9601471760056236,0.9601471760056236,0.9601471760056236,0.9601471760056236,0.9601471760056236,0.9601471760056236,0.9601471760056236,0.9601471760056236,0.921884008874632,0.921884008874632,0.921884008874632,0.921884008874632,0.921884008874632,0.921884008874632,0.921884008874632,0.921884008874632,0.921884008874632,0.921884008874632,0.9319690352394467,0.9319690352394467,0.9319690352394467,0.9319690352394467,0.9319690352394467,0.9319690352394467,0.9319690352394467,0.9319690352394467,0.9319690352394467,0.9319690352394467
48,Eva Bande,-0.03566371,0.0020789374,0.0005595805,0.33766052,0.047392935,0.02518416,-0.10590779,0.15973546,Eva Bande,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7855830192565918,0.7855830192565918,0.7855830192565918,0.7855830192565918,0.7855830192565918,0.7855830192565918,0.7855830192565918,0.7855830192565918,0.7855830192565918,0.7855830192565918
49,Zahra Muzdalifah,-0.062778026,-0.005493097,0.021235257,0.24290165,0.032137763,0.006445734,-0.051224355,0.10167739,Zahra Muzdalifah,0.9311601860182626,0.9311601860182626,0.9311601860182626,0.9311601860182626,0.9311601860182626,0.9311601860182626,0.9311601860182626,0.9311601860182626,0.9311601860182626,0.9311601860182626,0.9772021093486268,0.9772021093486268,0.9772021093486268,0.9772021093486268,0.9772021093486268,0.9772021093486268,0.9772021093486268,0.9772021093486268,0.9772021093486268,0.9772021093486268,0.8880324201150374,0.8880324201150374,0.8880324201150374,0.8880324201150374,0.8880324201150374,0.8880324201150374,0.8880324201150374,0.8880324201150374,0.8880324201150374,0.8880324201150374
50,Sarwendah,-0.053380568,-0.009746745,0.0147197675,0.21346505,0.029637067,0.0021344633,-0.04977897,0.08911443,Sarwendah,0.9003753518236095,0.9003753518236095,0.9003753518236095,0.9003753518236095,0.9003753518236095,0.9003753518236095,0.9003753518236095,0.9003753518236095,0.9003753518236095,0.9003753518236095,0.9620372577452324,0.9620372577452324,0.9620372577452324,0.9620372577452324,0.9620372577452324,0.9620372577452324,0.9620372577452324,0.9620372577452324,0.9620372577452324,0.9620372577452324,0.8994940612997328,0.8994940612997328,0.8994940612997328,0.8994940612997328,0.8994940612997328,0.8994940612997328,0.8994940612997328,0.8994940612997328,0.8994940612997328,0.8994940612997328
51,Cut Meyriska,-0.05345966,-0.00994756,0.014332622,0.21452346,0.029663593,0.0023144833,-0.050028533,0.08913341,Cut Meyriska,0.9194751808160468,0.9194751808160468,0.9194751808160468,0.9194751808160468,0.9194751808160468,0.9194751808160468,0.9194751808160468,0.9194751808160468,0.9194751808160468,0.9194751808160468,0.9321161291816018,0.9321161291816018,0.9321161291816018,0.9321161291816018,0.9321161291816018,0.9321161291816018,0.9321161291816018,0.9321161291816018,0.9321161291816018,0.9321161291816018,0.9488585330545902,0.9488585330545902,0.9488585330545902,0.9488585330545902,0.9488585330545902,0.9488585330545902,0.9488585330545902,0.9488585330545902,0.9488585330545902,0.9488585330545902
52,Danu Alqamara,-0.04940465,-0.011829406,0.010299406,0.20391405,0.028180584,0.0016701331,-0.049242683,0.08286078,Danu Alqamara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Donna Harun,-0.05802992,-0.0107314065,0.01454682,0.23456907,0.031792838,0.003660032,-0.054029904,0.09594289,Donna Harun,0.8420539140701294,0.8420539140701294,0.8420539140701294,0.8420539140701294,0.8420539140701294,0.8420539140701294,0.8420539140701294,0.8420539140701294,0.8420539140701294,0.8420539140701294,0.9148516071470161,0.9148516071470161,0.9148516071470161,0.9148516071470161,0.9148516071470161,0.9148516071470161,0.9148516071470161,0.9148516071470161,0.9148516071470161,0.9148516071470161,0.9075153646832805,0.9075153646832805,0.9075153646832805,0.9075153646832805,0.9075153646832805,0.9075153646832805,0.9075153646832805,0.9075153646832805,0.9075153646832805,0.9075153646832805
54,Rian Fahardhi,-0.060439337,-0.012476752,0.0139824,0.24661632,0.03359239,0.0032836548,-0.057808895,0.10037607,Rian Fahardhi,0.883055065359388,0.883055065359388,0.883055065359388,0.883055065359388,0.883055065359388,0.883055065359388,0.883055065359388,0.883055065359388,0.883055065359388,0.883055065359388,0.9742875606164165,0.9742875606164165,0.9742875606164165,0.9742875606164165,0.9742875606164165,0.9742875606164165,0.9742875606164165,0.9742875606164165,0.9742875606164165,0.9742875606164165,0.8923811763525009,0.8923811763525009,0.8923811763525009,0.8923811763525009,0.8923811763525009,0.8923811763525009,0.8923811763525009,0.8923811763525009,0.8923811763525009,0.8923811763525009
55,Nona Berlian Sakina,-0.060484406,-0.011673031,0.014916847,0.24502757,0.03338643,0.0034144572,-0.05692695,0.100311734,Nona Berlian Sakina,0.5276423692703247,0.5276423692703247,0.5276423692703247,0.5276423692703247,0.5276423692703247,0.5276423692703247,0.5276423692703247,0.5276423692703247,0.5276423692703247,0.5276423692703247,0.9322030288832528,0.9322030288832528,0.9322030288832528,0.9322030288832528,0.9322030288832528,0.9322030288832528,0.9322030288832528,0.9322030288832528,0.9322030288832528,0.9322030288832528,0.49742281436920166,0.49742281436920166,0.49742281436920166,0.49742281436920166,0.49742281436920166,0.49742281436920166,0.49742281436920166,0.49742281436920166,0.49742281436920166,0.49742281436920166
56,Henjiwong,-0.053850707,-0.008697666,0.015416646,0.21410152,0.029317768,0.0030885888,-0.04879322,0.089173615,Henjiwong,0.8065840852888007,0.8065840852888007,0.8065840852888007,0.8065840852888007,0.8065840852888007,0.8065840852888007,0.8065840852888007,0.8065840852888007,0.8065840852888007,0.8065840852888007,0.9080807971102851,0.9080807971102851,0.9080807971102851,0.9080807971102851,0.9080807971102851,0.9080807971102851,0.9080807971102851,0.9080807971102851,0.9080807971102851,0.9080807971102851,0.9155119503989364,0.9155119503989364,0.9155119503989364,0.9155119503989364,0.9155119503989364,0.9155119503989364,0.9155119503989364,0.9155119503989364,0.9155119503989364,0.9155119503989364
57,Anakjajan,-0.06653243,-0.009951447,0.019141933,0.26416647,0.035707887,0.0047871387,-0.05923132,0.10944345,Anakjajan,0.89389888048172,0.89389888048172,0.89389888048172,0.89389888048172,0.89389888048172,0.89389888048172,0.89389888048172,0.89389888048172,0.89389888048172,0.89389888048172,0.9249107214537534,0.9249107214537534,0.9249107214537534,0.9249107214537534,0.9249107214537534,0.9249107214537534,0.9249107214537534,0.9249107214537534,0.9249107214537534,0.9249107214537534,0.9350052520080849,0.9350052520080849,0.9350052520080849,0.9350052520080849,0.9350052520080849,0.9350052520080849,0.9350052520080849,0.9350052520080849,0.9350052520080849,0.9350052520080849
58,Kuliner Koko,-0.06791239,-0.010849638,0.01872855,0.27119508,0.036636446,0.0048025143,-0.061242513,0.11181409,Kuliner Koko,0.9229434782808478,0.9229434782808478,0.9229434782808478,0.9229434782808478,0.9229434782808478,0.9229434782808478,0.9229434782808478,0.9229434782808478,0.9229434782808478,0.9229434782808478,0.8763084280490875,0.8763084280490875,0.8763084280490875,0.8763084280490875,0.8763084280490875,0.8763084280490875,0.8763084280490875,0.8763084280490875,0.8763084280490875,0.8763084280490875,0.9388100591324667,0.9388100591324667,0.9388100591324667,0.9388100591324667,0.9388100591324667,0.9388100591324667,0.9388100591324667,0.9388100591324667,0.9388100591324667,0.9388100591324667
59,Susan Theresia,-0.06659583,-0.010305706,0.018723862,0.26524568,0.03582401,0.004783799,-0.059671875,0.10957407,Susan Theresia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9952184557914734,0.9952184557914734,0.9952184557914734,0.9952184557914734,0.9952184557914734,0.9952184557914734,0.9952184557914734,0.9952184557914734,0.9952184557914734,0.9952184557914734
60,Agakenyang,-0.056592964,-0.009091813,0.016518198,0.22445329,0.030890021,0.0029803975,-0.051270444,0.09389825,Agakenyang,0.949606227569091,0.949606227569091,0.949606227569091,0.949606227569091,0.949606227569091,0.949606227569091,0.949606227569091,0.949606227569091,0.949606227569091,0.949606227569091,0.8935812606531031,0.8935812606531031,0.8935812606531031,0.8935812606531031,0.8935812606531031,0.8935812606531031,0.8935812606531031,0.8935812606531031,0.8935812606531031,0.8935812606531031,0.9211240030825139,0.9211240030825139,0.9211240030825139,0.9211240030825139,0.9211240030825139,0.9211240030825139,0.9211240030825139,0.9211240030825139,0.9211240030825139,0.9211240030825139
61,Ayoe Widya,-0.057894107,-0.009370193,0.016714765,0.22994275,0.031582676,0.0031472053,-0.052508928,0.0959922,Ayoe Widya,0.9925336390733719,0.9925336390733719,0.9925336390733719,0.9925336390733719,0.9925336390733719,0.9925336390733719,0.9925336390733719,0.9925336390733719,0.9925336390733719,0.9925336390733719,0.9550646335094959,0.9550646335094959,0.9550646335094959,0.9550646335094959,0.9550646335094959,0.9550646335094959,0.9550646335094959,0.9550646335094959,0.9550646335094959,0.9550646335094959,0.8663779837744576,0.8663779837744576,0.8663779837744576,0.8663779837744576,0.8663779837744576,0.8663779837744576,0.8663779837744576,0.8663779837744576,0.8663779837744576,0.8663779837744576
62,Syifa Hadju,-0.061370254,-0.010960715,0.015733328,0.24738172,0.033479616,0.0040285983,-0.056681085,0.10133123,Syifa Hadju,0.9455655942792478,0.9455655942792478,0.9455655942792478,0.9455655942792478,0.9455655942792478,0.9455655942792478,0.9455655942792478,0.9455655942792478,0.9455655942792478,0.9455655942792478,0.9510879849528407,0.9510879849528407,0.9510879849528407,0.9510879849528407,0.9510879849528407,0.9510879849528407,0.9510879849528407,0.9510879849528407,0.9510879849528407,0.9510879849528407,0.9506079766848315,0.9506079766848315,0.9506079766848315,0.9506079766848315,0.9506079766848315,0.9506079766848315,0.9506079766848315,0.9506079766848315,0.9506079766848315,0.9506079766848315
63,Greysia Polii,-0.066114746,-0.0053525567,0.022752726,0.2550442,0.033686362,0.0069641396,-0.053435992,0.10693205,Greysia Polii,0.8543923497200012,0.8543923497200012,0.8543923497200012,0.8543923497200012,0.8543923497200012,0.8543923497200012,0.8543923497200012,0.8543923497200012,0.8543923497200012,0.8543923497200012,0.9799293543719039,0.9799293543719039,0.9799293543719039,0.9799293543719039,0.9799293543719039,0.9799293543719039,0.9799293543719039,0.9799293543719039,0.9799293543719039,0.9799293543719039,0.8669051863253117,0.8669051863253117,0.8669051863253117,0.8669051863253117,0.8669051863253117,0.8669051863253117,0.8669051863253117,0.8669051863253117,0.8669051863253117,0.8669051863253117
64,Apriyani Rahayu,-0.05364709,-0.0058454988,0.017130418,0.20909825,0.027814945,0.0047610677,-0.04503723,0.08718465,Apriyani Rahayu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976369387225101,0.9976369387225101,0.9976369387225101,0.9976369387225101,0.9976369387225101,0.9976369387225101,0.9976369387225101,0.9976369387225101,0.9976369387225101,0.9976369387225101,0.8056339621543884,0.8056339621543884,0.8056339621543884,0.8056339621543884,0.8056339621543884,0.8056339621543884,0.8056339621543884,0.8056339621543884,0.8056339621543884,0.8056339621543884
65,Liliyana Natsir,-0.06542647,-0.0052857148,0.022525858,0.25236934,0.033331573,0.006896161,-0.05286657,0.10581501,Liliyana Natsir,0.8860998392105103,0.8860998392105103,0.8860998392105103,0.8860998392105103,0.8860998392105103,0.8860998392105103,0.8860998392105103,0.8860998392105103,0.8860998392105103,0.8860998392105103,0.970965335926702,0.970965335926702,0.970965335926702,0.970965335926702,0.970965335926702,0.970965335926702,0.970965335926702,0.970965335926702,0.970965335926702,0.970965335926702,0.9126225180096097,0.9126225180096097,0.9126225180096097,0.9126225180096097,0.9126225180096097,0.9126225180096097,0.9126225180096097,0.9126225180096097,0.9126225180096097,0.9126225180096097
66,Rio Haryanto,-0.05798027,-0.0061772624,0.018619977,0.22629832,0.030088931,0.005504373,-0.0486139,0.094288655,Rio Haryanto,0.893607984570896,0.893607984570896,0.893607984570896,0.893607984570896,0.893607984570896,0.893607984570896,0.893607984570896,0.893607984570896,0.893607984570896,0.893607984570896,0.9512806069105864,0.9512806069105864,0.9512806069105864,0.9512806069105864,0.9512806069105864,0.9512806069105864,0.9512806069105864,0.9512806069105864,0.9512806069105864,0.9512806069105864,0.9193350294741188,0.9193350294741188,0.9193350294741188,0.9193350294741188,0.9193350294741188,0.9193350294741188,0.9193350294741188,0.9193350294741188,0.9193350294741188,0.9193350294741188
67,Anthony Ginting,-0.053152226,-0.0034725405,0.01938914,0.19381191,0.025393607,0.00068646204,-0.040152885,0.08374646,Anthony Ginting,0.8941084470437921,0.8941084470437921,0.8941084470437921,0.8941084470437921,0.8941084470437921,0.8941084470437921,0.8941084470437921,0.8941084470437921,0.8941084470437921,0.8941084470437921,0.9836122598221053,0.9836122598221053,0.9836122598221053,0.9836122598221053,0.9836122598221053,0.9836122598221053,0.9836122598221053,0.9836122598221053,0.9836122598221053,0.9836122598221053,0.8779992510875066,0.8779992510875066,0.8779992510875066,0.8779992510875066,0.8779992510875066,0.8779992510875066,0.8779992510875066,0.8779992510875066,0.8779992510875066,0.8779992510875066
68,Jonatan Christie,-0.052132864,-0.005755023,0.016561667,0.20383221,0.027128473,0.004867647,-0.04394829,0.08484894,Jonatan Christie,0.9548991695046425,0.9548991695046425,0.9548991695046425,0.9548991695046425,0.9548991695046425,0.9548991695046425,0.9548991695046425,0.9548991695046425,0.9548991695046425,0.9548991695046425,0.9759682068208448,0.9759682068208448,0.9759682068208448,0.9759682068208448,0.9759682068208448,0.9759682068208448,0.9759682068208448,0.9759682068208448,0.9759682068208448,0.9759682068208448,0.8223596726145063,0.8223596726145063,0.8223596726145063,0.8223596726145063,0.8223596726145063,0.8223596726145063,0.8223596726145063,0.8223596726145063,0.8223596726145063,0.8223596726145063
69,Kevin Sanjaya,-0.063249156,-0.0067582484,0.020294396,0.24689779,0.032830473,0.005996595,-0.053054832,0.102863826,Kevin Sanjaya,0.9298311273256937,0.9298311273256937,0.9298311273256937,0.9298311273256937,0.9298311273256937,0.9298311273256937,0.9298311273256937,0.9298311273256937,0.9298311273256937,0.9298311273256937,0.9705104106350949,0.9705104106350949,0.9705104106350949,0.9705104106350949,0.9705104106350949,0.9705104106350949,0.9705104106350949,0.9705104106350949,0.9705104106350949,0.9705104106350949,0.9484201633568966,0.9484201633568966,0.9484201633568966,0.9484201633568966,0.9484201633568966,0.9484201633568966,0.9484201633568966,0.9484201633568966,0.9484201633568966,0.9484201633568966
70,Marcus Gideon,-0.05778702,-0.0063815834,0.01835574,0.22594342,0.030071616,0.0053946045,-0.048717596,0.094052196,Marcus Gideon,0.9333928287029266,0.9333928287029266,0.9333928287029266,0.9333928287029266,0.9333928287029266,0.9333928287029266,0.9333928287029266,0.9333928287029266,0.9333928287029266,0.9333928287029266,0.9228738824526469,0.9228738824526469,0.9228738824526469,0.9228738824526469,0.9228738824526469,0.9228738824526469,0.9228738824526469,0.9228738824526469,0.9228738824526469,0.9228738824526469,0.8242214647206393,0.8242214647206393,0.8242214647206393,0.8242214647206393,0.8242214647206393,0.8242214647206393,0.8242214647206393,0.8242214647206393,0.8242214647206393,0.8242214647206393
71,Rizki Amelia,-0.053656522,-0.0043383623,0.018470384,0.20697542,0.027336663,0.0056541376,-0.04336026,0.086780556,Rizki Amelia,0.9268985167145729,0.9268985167145729,0.9268985167145729,0.9268985167145729,0.9268985167145729,0.9268985167145729,0.9268985167145729,0.9268985167145729,0.9268985167145729,0.9268985167145729,0.956034317612648,0.956034317612648,0.956034317612648,0.956034317612648,0.956034317612648,0.956034317612648,0.956034317612648,0.956034317612648,0.956034317612648,0.956034317612648,0.9213804960250854,0.9213804960250854,0.9213804960250854,0.9213804960250854,0.9213804960250854,0.9213804960250854,0.9213804960250854,0.9213804960250854,0.9213804960250854,0.9213804960250854
72,Eko Yuli Irawan,-0.057397626,-0.005987361,0.018547773,0.22379729,0.029739412,0.00550102,-0.047974356,0.09329694,Eko Yuli Irawan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9675626305283093,0.9675626305283093,0.9675626305283093,0.9675626305283093,0.9675626305283093,0.9675626305283093,0.9675626305283093,0.9675626305283093,0.9675626305283093,0.9675626305283093,0.8873486253950331,0.8873486253950331,0.8873486253950331,0.8873486253950331,0.8873486253950331,0.8873486253950331,0.8873486253950331,0.8873486253950331,0.8873486253950331,0.8873486253950331
73,Diananda Choirunisa,-0.05497208,-0.0052250633,0.018343154,0.21007824,0.027820114,0.0036675124,-0.04471712,0.088514864,Diananda Choirunisa,0.9931812435388565,0.9931812435388565,0.9931812435388565,0.9931812435388565,0.9931812435388565,0.9931812435388565,0.9931812435388565,0.9931812435388565,0.9931812435388565,0.9931812435388565,0.9706993375865507,0.9706993375865507,0.9706993375865507,0.9706993375865507,0.9706993375865507,0.9706993375865507,0.9706993375865507,0.9706993375865507,0.9706993375865507,0.9706993375865507,0.9276366108342221,0.9276366108342221,0.9276366108342221,0.9276366108342221,0.9276366108342221,0.9276366108342221,0.9276366108342221,0.9276366108342221,0.9276366108342221,0.9276366108342221
74,Indra Sjafri,-0.059091993,-0.008625105,0.016883032,0.23477347,0.031525213,0.0046630423,-0.052298166,0.096902326,Indra Sjafri,0.9142042756080627,0.9142042756080627,0.9142042756080627,0.9142042756080627,0.9142042756080627,0.9142042756080627,0.9142042756080627,0.9142042756080627,0.9142042756080627,0.9142042756080627,0.9492988454741101,0.9492988454741101,0.9492988454741101,0.9492988454741101,0.9492988454741101,0.9492988454741101,0.9492988454741101,0.9492988454741101,0.9492988454741101,0.9492988454741101,0.8258772452672323,0.8258772452672323,0.8258772452672323,0.8258772452672323,0.8258772452672323,0.8258772452672323,0.8258772452672323,0.8258772452672323,0.8258772452672323,0.8258772452672323
75,Wahyu Nayaka,-0.05257073,-0.004629899,0.017755628,0.2034606,0.02692342,0.0053855283,-0.04293099,0.08515568,Wahyu Nayaka,0.921949544778237,0.921949544778237,0.921949544778237,0.921949544778237,0.921949544778237,0.921949544778237,0.921949544778237,0.921949544778237,0.921949544778237,0.921949544778237,0.9696810143233756,0.9696810143233756,0.9696810143233756,0.9696810143233756,0.9696810143233756,0.9696810143233756,0.9696810143233756,0.9696810143233756,0.9696810143233756,0.9696810143233756,0.8637993388316211,0.8637993388316211,0.8637993388316211,0.8637993388316211,0.8637993388316211,0.8637993388316211,0.8637993388316211,0.8637993388316211,0.8637993388316211,0.8637993388316211
76,Ahsan Hendra,-0.050644755,-0.0033345409,0.018237531,0.1906765,0.025050778,0.0038518133,-0.039404824,0.08098838,Ahsan Hendra,0.8990929561692316,0.8990929561692316,0.8990929561692316,0.8990929561692316,0.8990929561692316,0.8990929561692316,0.8990929561692316,0.8990929561692316,0.8990929561692316,0.8990929561692316,0.9231140487121813,0.9231140487121813,0.9231140487121813,0.9231140487121813,0.9231140487121813,0.9231140487121813,0.9231140487121813,0.9231140487121813,0.9231140487121813,0.9231140487121813,0.9388208435727404,0.9388208435727404,0.9388208435727404,0.9388208435727404,0.9388208435727404,0.9388208435727404,0.9388208435727404,0.9388208435727404,0.9388208435727404,0.9388208435727404
77,Aprilia Manganang,-0.06329066,-0.006064241,0.020935565,0.24581963,0.032594353,0.006284439,-0.052264452,0.10268973,Aprilia Manganang,0.8898443151265383,0.8898443151265383,0.8898443151265383,0.8898443151265383,0.8898443151265383,0.8898443151265383,0.8898443151265383,0.8898443151265383,0.8898443151265383,0.8898443151265383,0.9460535312400145,0.9460535312400145,0.9460535312400145,0.9460535312400145,0.9460535312400145,0.9460535312400145,0.9460535312400145,0.9460535312400145,0.9460535312400145,0.9460535312400145,0.8950034141540527,0.8950034141540527,0.8950034141540527,0.8950034141540527,0.8950034141540527,0.8950034141540527,0.8950034141540527,0.8950034141540527,0.8950034141540527,0.8950034141540527
78,Zohri Lalu,-0.06551534,-0.008116748,0.02001801,0.2577262,0.034418613,0.0057576653,-0.056274712,0.10693554,Zohri Lalu,0.8296310007572174,0.8296310007572174,0.8296310007572174,0.8296310007572174,0.8296310007572174,0.8296310007572174,0.8296310007572174,0.8296310007572174,0.8296310007572174,0.8296310007572174,0.9847505962626534,0.9847505962626534,0.9847505962626534,0.9847505962626534,0.9847505962626534,0.9847505962626534,0.9847505962626534,0.9847505962626534,0.9847505962626534,0.9847505962626534,0.8824670672416687,0.8824670672416687,0.8824670672416687,0.8824670672416687,0.8824670672416687,0.8824670672416687,0.8824670672416687,0.8824670672416687,0.8824670672416687,0.8824670672416687
79,Bryan Domani,-0.051823504,-0.006990549,0.015322035,0.2048771,0.027435893,0.004322653,-0.045187593,0.084784634,Bryan Domani,0.8798974162858465,0.8798974162858465,0.8798974162858465,0.8798974162858465,0.8798974162858465,0.8798974162858465,0.8798974162858465,0.8798974162858465,0.8798974162858465,0.8798974162858465,0.9250434392856227,0.9250434392856227,0.9250434392856227,0.9250434392856227,0.9250434392856227,0.9250434392856227,0.9250434392856227,0.9250434392856227,0.9250434392856227,0.9250434392856227,0.9189325395302895,0.9189325395302895,0.9189325395302895,0.9189325395302895,0.9189325395302895,0.9189325395302895,0.9189325395302895,0.9189325395302895,0.9189325395302895,0.9189325395302895
80,Yasa Singgih,-0.0033280961,0.073324814,0.06340614,0.41368267,0.04835096,-0.0012155846,-0.19719507,0.31631652,Yasa Singgih,0.9393823862075805,0.9393823862075805,0.9393823862075805,0.9393823862075805,0.9393823862075805,0.9393823862075805,0.9393823862075805,0.9393823862075805,0.9393823862075805,0.9393823862075805,0.9425369752892132,0.9425369752892132,0.9425369752892132,0.9425369752892132,0.9425369752892132,0.9425369752892132,0.9425369752892132,0.9425369752892132,0.9425369752892132,0.9425369752892132,0.9307244925787954,0.9307244925787954,0.9307244925787954,0.9307244925787954,0.9307244925787954,0.9307244925787954,0.9307244925787954,0.9307244925787954,0.9307244925787954,0.9307244925787954
