influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63,node_type
luna vidya,-0.039187215,0.044734616,-0.00443521,-0.009683745,-0.06387718,-0.048057996,-0.013248047,0.08412935,0.036377154,0.040110447,-0.038640242,-0.021233711,-0.025373317,0.0545773,0.035314016,-0.023539208,-0.0478013,-0.07596947,-0.065568715,-0.0806191,0.060082097,0.060797796,-0.07342478,0.014844062,0.02052504,0.026168052,-0.031767435,-0.11332787,0.08407367,0.06785183,0.005220958,-0.039551035,0.0051331995,0.16639075,0.042585984,0.02584898,0.041366562,0.026039574,0.018891677,-0.080056384,-0.24202481,-0.04612208,-0.004708526,0.043952815,-0.055984206,0.08858761,-0.018312383,-0.029980998,0.1413356,-0.019110937,0.00092098047,0.07390189,0.12089653,0.15585333,-0.051102743,0.06976926,0.066086456,0.07213986,-0.04845439,-0.018473076,-0.16387382,-0.011113636,0.10888538,0.1743775,influencer
agustinus wibowo,0.058598027,0.06731174,-0.075956285,0.05825325,-0.039649982,-0.09780458,0.029479012,0.007244949,-0.03679902,-0.015291336,-0.014950272,0.043392666,-0.015689958,-0.10824758,0.1273311,-0.06324438,0.10005938,-0.03228036,-0.049046718,-0.16123018,0.12024206,0.0072036637,-0.08199598,-0.05107317,0.09882393,-0.0041940054,-0.1144467,0.074033275,0.10450787,0.10909262,0.05895496,-0.017878968,0.02550485,0.20618436,0.02101389,-0.026440362,0.067376524,0.00721479,-0.005299941,0.015435244,-0.13641965,0.053340115,0.11946951,-0.04458798,-0.11494923,0.050149933,-0.105323955,-0.04710804,0.0065466347,-0.02539571,-0.06310755,0.036740903,0.0848002,0.22062781,-0.09003353,0.18753654,0.027990125,0.22420304,-0.10046099,-0.054299787,-0.16510622,-0.035520725,0.04871154,0.1472826,influencer
rara sekar,-0.03970407,-0.1800026,-0.051449157,0.07880004,-0.0229338,-0.013064848,-0.25309417,0.14543736,0.18480276,0.022011107,-0.14958468,-0.03478711,-0.082838744,0.24113834,0.05192579,0.07874951,-0.16083887,-0.08094009,-0.0087555535,-0.12165757,0.01601082,0.2309872,-0.05785691,-0.09941523,-0.005626508,0.015794411,0.07901941,-0.3519832,-0.02716278,-0.057493377,0.06861755,0.117912725,-0.1720924,0.05890291,0.16352253,-0.06051034,-0.0991452,0.064343244,0.11528477,-0.1726555,-0.27006078,-0.11022623,-0.09280823,0.089322776,0.17691073,0.060569722,0.11275396,-0.16004246,0.08900225,0.11940084,0.18668208,0.15587221,0.12918259,-0.01881165,-0.031478554,0.043320715,0.021310404,-0.25954062,-0.12533158,0.0007216489,-0.041540135,0.025890779,0.24550295,0.084850945,influencer
isyana sarasvati,0.046832956,0.05605205,-0.084995165,0.059038237,-0.043096446,-0.10764033,0.023232855,0.016742054,-0.034873113,-0.024442695,0.0020790535,0.049559087,-0.0105848685,-0.09579581,0.12058978,-0.043745205,0.09260452,-0.036866765,-0.045368444,-0.14875576,0.12254282,0.022955345,-0.05809035,-0.058311738,0.08775841,0.01126107,-0.104361385,0.051070765,0.107638076,0.107812226,0.044338174,-0.0054399557,0.036730155,0.19669804,0.02931279,-0.032194387,0.06319577,-0.008541092,-0.018939294,0.0041745845,-0.13676694,0.049252953,0.12580456,-0.032048445,-0.09023872,0.053170763,-0.09545578,-0.03332533,-0.0026749172,-0.02905083,-0.0402579,0.056763794,0.08344525,0.20766005,-0.08056149,0.17931029,0.022842254,0.19883266,-0.10243893,-0.040737435,-0.16253932,-0.022821981,0.053273432,0.14433086,influencer
vidi aldiano,0.010421902,0.023567336,-0.07406978,0.06756273,-0.019413449,-0.09734705,-0.019068215,0.030050822,0.0020434097,0.02810003,-0.051383168,-0.004926841,-0.036276188,-0.046707187,0.13930827,-0.033624485,0.04576704,-0.055450603,-0.03325019,-0.14829963,0.10330748,0.060044825,-0.0750187,-0.047625083,0.06785803,-0.008082863,-0.08736612,-0.0045029074,0.07811696,0.04252075,0.052437864,0.0105824545,-0.02861537,0.18158017,0.01343167,-0.01636321,0.054087244,0.005921436,0.02779907,-0.0029081488,-0.16209126,0.03317792,0.07478151,-0.02791083,-0.07765226,0.043017823,-0.07222274,-0.07989541,0.040028106,0.0005073494,-0.009564822,0.042796552,0.07214224,0.20506027,-0.07391073,0.1712676,0.03918445,0.17002569,-0.07644941,-0.055526637,-0.1609714,-0.04527803,0.09931429,0.13983685,influencer
helga angelina,-0.07987976,-0.18457574,-0.15739627,0.066380695,-0.023237774,-0.07893224,-0.24005301,0.114783466,0.07585466,0.084492,0.0041671554,-0.012353977,-0.07731408,0.15846336,0.07552047,0.20379362,-0.083814174,-0.045686074,0.0898724,-0.12164749,0.037078574,0.23817065,0.0015024927,-0.1359697,0.034700748,0.037955068,0.05595859,-0.23786503,-0.035309672,-0.07126689,0.031000854,0.15834533,-0.053802706,0.0027844356,0.12503731,-0.108410254,-0.16927421,-0.015943332,0.0917083,-0.17194688,-0.16976842,0.0027261088,-0.009027195,0.038955282,0.22917852,-0.009276509,0.10316758,-0.060889643,-0.044401616,0.12910438,0.310817,0.12942553,0.051928435,-0.012183682,-0.0064411056,0.08806467,0.050589606,-0.18495136,-0.15397865,0.036848437,-0.022937747,0.08225274,0.13013917,0.018055188,influencer
melati wijsen,-0.00643913,-0.1838606,-0.254347,0.057014134,-0.028115576,-0.09335646,-0.26193404,0.09006582,0.0170771,0.07172644,-0.025948023,0.060039844,-0.08809949,0.10983213,0.10311554,0.2073327,-0.047989152,-0.0058349264,0.08239879,-0.1964181,0.013745413,0.2751627,0.018560506,-0.13711932,0.055687435,0.047510367,0.0392221,-0.18997973,-0.0115196835,-0.034956582,0.12621643,0.17467877,-0.030510474,-0.00783161,0.15396118,-0.18236563,-0.22085804,0.054955266,0.13902351,-0.14976971,-0.16649714,0.018946603,-0.008106159,-0.017045317,0.20024756,-0.05148226,0.08866058,-0.037111435,-0.06537855,0.18506297,0.29952657,0.08797261,0.11192832,-0.006794994,-0.013499176,0.10717438,0.009347066,-0.2102844,-0.28789872,-0.009790077,-0.02042719,0.11345963,0.11553695,-0.055322267,influencer
anindya kusuma,-0.123578206,-0.10044114,0.0038442833,-0.10595317,-0.07913841,0.045996025,-0.18271075,0.21737134,0.13687086,0.097719386,0.007368516,-0.03167402,-0.0604785,0.3400696,-0.1616702,0.16631624,-0.2149999,-0.06649777,-0.0078120492,0.039597183,-0.06970101,0.17681864,-0.030837853,0.04350824,-0.049394697,0.094556674,0.16038421,-0.3980022,-0.023573741,0.01229386,-0.066381484,-0.018690577,0.020654213,-0.015026182,0.17108953,-0.02191739,-0.14971429,0.08724719,0.05022803,-0.29198414,-0.2978921,-0.14198947,-0.16973591,0.20009422,0.21385159,0.12189835,0.17970127,0.045620155,0.19049482,0.07527818,0.23855469,0.13946727,0.14768282,-0.08494259,0.01735061,-0.117048524,0.08206208,-0.29902375,-0.09509167,0.10087234,-0.05501137,0.07810741,0.10625826,0.086729735,influencer
eva bande,-0.0013115172,-0.096316904,-0.14276376,0.0007806197,-0.011615075,-0.036142707,-0.174764,0.092822775,0.012454923,0.09566231,-0.03780417,0.024657713,-0.09114502,0.101009384,0.039749067,0.113852635,-0.03248088,-0.008537566,0.044994157,-0.13913792,-0.020448253,0.15990713,-0.057582147,-0.02903853,0.058814473,0.012474356,0.026891736,-0.12590913,-0.012455578,-0.003468226,0.09027595,0.038343094,-0.015879316,0.031205043,0.10499123,-0.1123085,-0.14785704,0.11331928,0.12073517,-0.10908119,-0.17208758,0.0040717535,-0.043488294,0.0110484455,0.09615523,0.01881176,0.061267287,-0.019985456,0.025577253,0.13435563,0.16543171,0.025128826,0.106137656,0.039063044,-0.041147817,0.062448703,0.0393895,-0.07937033,-0.20081234,-0.012270125,-0.06269841,0.026089773,0.058323264,3.393204e-05,influencer
zahra muzdalifah,-0.035031877,0.012921965,-0.03780102,0.07340802,-0.027274268,-0.09651233,-0.02485042,0.04598417,0.033889398,0.038305037,-0.030512732,-0.040359817,-0.031195115,-0.013246106,0.12956157,-0.018751018,0.009386251,-0.078903586,-0.022074234,-0.11565198,0.11547395,0.06317664,-0.07346803,-0.05916488,0.05068103,-0.0072352877,-0.07344253,-0.04676371,0.0666128,0.017056797,0.0076661455,0.0261102,-0.041241944,0.18071422,0.010009325,0.014547222,0.0637669,-0.039946467,0.009706863,-0.02847593,-0.17046371,0.020365521,0.069160834,-0.0013333964,-0.042968184,0.052894726,-0.054120883,-0.09108434,0.044603094,-0.020386565,0.023995753,0.076077044,0.04870089,0.18762538,-0.06668697,0.15859348,0.06223518,0.15257075,-0.020424254,-0.02992624,-0.15604885,-0.038414888,0.11959432,0.17214543,influencer
sarwendah,-0.025424799,0.07100434,-0.045457475,-0.015837194,-0.04474638,-0.07372755,0.018823791,0.04154709,-0.037069716,0.09483524,0.01123938,-0.010179865,-0.036557853,-0.03448429,0.068588234,-0.009829533,0.031375676,-0.043146156,-0.018056113,-0.11236875,0.069908574,0.014702724,-0.103557706,0.014243835,0.06660299,-0.000793989,-0.07629475,0.03196497,0.072060816,0.06680806,0.014937237,-0.05078212,0.044095673,0.16717514,-0.0061433357,0.007771653,0.013044095,0.017410882,0.03406703,-0.03979358,-0.16783515,0.03790862,0.035724055,-0.019236533,-0.083611414,0.051615298,-0.061227664,-0.0018623164,0.087255836,-0.0071409103,0.010110027,0.0049149496,0.083765335,0.18980017,-0.068657584,0.12576061,0.08706601,0.19720063,-0.055079393,-0.03457681,-0.16856265,-0.019792495,0.022526205,0.15021549,influencer
cut meyriska,-0.02202236,0.07746898,-0.032109253,-0.029731637,-0.050756577,-0.05800332,0.019270819,0.05015717,-0.028628275,0.09162433,-0.0037538658,-0.009969417,-0.036440894,-0.016633611,0.050404496,-0.019714028,0.015863344,-0.04446648,-0.033204712,-0.10648249,0.057247534,0.014024676,-0.107888736,0.031472925,0.060057536,0.0024837456,-0.06694932,0.011340185,0.07538082,0.07680027,0.01924524,-0.06703614,0.04302968,0.16704376,0.0020756514,0.012889691,0.015662428,0.038075633,0.038576856,-0.047913022,-0.18860787,0.018081259,0.015355136,-0.008063758,-0.09263074,0.061867125,-0.053310037,0.00030036154,0.113780014,-0.0067949686,-0.005179337,0.0044802804,0.10100509,0.1857633,-0.06692176,0.106090955,0.085888475,0.17760222,-0.059612885,-0.036035046,-0.17058846,-0.02040663,0.029171925,0.1527175,influencer
danu alqamara,-0.5782712,-0.091359526,-0.2858253,-0.30492842,-0.039016537,-0.5435195,0.068393186,0.0738186,-0.4736468,0.48643076,0.9645299,0.20632535,0.08631449,0.124006525,-0.13569725,0.6863949,0.13693325,0.014455995,0.40896267,0.21000938,0.18825328,0.13715443,0.25585103,0.04095536,-0.027723838,0.18428534,-0.1453223,0.3632919,0.017311526,-0.08529483,-0.5062111,-0.07038982,0.74526894,-0.02204166,-0.23744524,-0.09705847,-0.4718563,-0.49286154,-0.27457765,-0.3620246,0.15889044,0.33361152,0.34640536,-0.0036120228,0.50538075,0.07258871,-0.04822044,0.77041125,-0.25621858,-0.05542425,0.8899144,0.13996206,-0.2255044,0.17712246,0.15918323,0.12199145,0.3345882,0.61147976,0.08552751,0.34521326,-0.24249256,0.21820576,-0.7025815,0.23082595,influencer
donna harun,-0.024900617,0.04268314,-0.117223136,0.017541643,-0.038705528,-0.12005483,8.5398824e-05,0.020791015,-0.077071756,0.08810043,0.028437328,0.023296237,-0.039629556,-0.07902652,0.12087071,0.022150006,0.057670932,-0.034289137,0.011065358,-0.16074392,0.09402998,0.04943434,-0.06938702,-0.030620571,0.07188229,0.0054087928,-0.10368645,0.060497865,0.08239816,0.051085763,0.03938549,0.0002451565,0.042166933,0.16912536,-0.008744592,-0.026986398,-0.011460431,-0.008485553,0.04311894,-0.020214256,-0.13825151,0.07469396,0.07843928,-0.058049694,-0.06210154,0.019792788,-0.08039697,-0.00045199002,0.02535796,0.013843365,0.05248969,0.010757962,0.07804252,0.20181014,-0.06746212,0.17125061,0.06963092,0.19971769,-0.0929355,-0.043941803,-0.1686326,-0.0029040296,0.021356579,0.119768,influencer
rian fahardhi,-0.09952249,0.01868874,-0.05136129,0.056070983,-0.03981104,-0.124683574,-0.01252614,0.0337374,-0.014867089,0.10732305,0.050581433,-0.055142432,-0.035427544,-0.041923422,0.13617545,0.03459743,0.008524068,-0.07791656,0.039260793,-0.122018635,0.13267022,0.048125193,-0.084456146,-0.07056223,0.057276823,-0.013447387,-0.09563984,0.008040824,0.055073403,-0.011229366,-0.029746851,0.041858494,-0.008951419,0.18018448,-0.027913574,0.031818382,0.01883316,-0.10167577,0.01857815,-0.0464143,-0.13811895,0.069076225,0.08355915,-0.028641313,-0.01144129,0.025987338,-0.062168237,-0.055932835,0.014839467,-0.022982787,0.10222559,0.062669575,0.017823625,0.18932098,-0.06503869,0.18043269,0.112558365,0.2017006,0.020848645,-0.010528104,-0.15880641,-0.007913249,0.06717621,0.18239382,influencer
nona berlian sakina,-0.32450438,-0.060066607,-0.19648007,0.085133806,0.0005640667,-0.35736725,0.006094274,0.0005841227,-0.20580778,0.20461674,0.4476151,-0.02999834,-0.0045058914,-0.13335736,0.17793894,0.31334835,0.12825269,-0.072441295,0.30587092,-0.06374845,0.2167128,0.056511696,0.07714597,-0.17225383,0.08264238,0.042947464,-0.14831585,0.19719854,0.024004925,-0.13461205,-0.21967438,0.14913532,0.21101463,0.0946265,-0.1522322,-0.030470338,-0.10110515,-0.4237166,-0.09584938,-0.076412186,0.12580965,0.29722703,0.30246195,-0.08367494,0.22379866,-0.052803833,-0.08121273,0.17100689,-0.28356877,-0.07308671,0.44946474,0.12037398,-0.18805055,0.17058954,0.016884513,0.2810992,0.1708656,0.37796807,0.13228887,0.12788326,-0.13857128,0.088699356,-0.17154689,0.14790773,influencer
henjiwong,0.033201378,0.06762945,-0.15221912,-0.012184069,-0.032670505,-0.112391144,0.018039465,0.009817019,-0.117417604,0.078458086,0.015683394,0.07045199,-0.042151123,-0.10876447,0.10471756,0.006292725,0.1016419,-0.001999447,-0.0074870866,-0.17846385,0.066669285,0.035325795,-0.069975615,0.0035008914,0.08975941,0.012661118,-0.10793142,0.11197351,0.09645772,0.09702067,0.081225805,-0.038381435,0.08104457,0.16084555,-0.0016623174,-0.06312151,-0.024833728,0.056662206,0.0556721,0.0016252048,-0.12946376,0.08379087,0.07656652,-0.07691716,-0.10386102,0.01695196,-0.09449983,0.038475387,0.033558752,0.033394136,0.007292322,-0.034019317,0.110412195,0.21233925,-0.07154171,0.16636664,0.042632587,0.21762963,-0.16189179,-0.066367485,-0.17458141,-0.007876202,-0.02102124,0.07970022,influencer
anakjajan,-0.06692578,0.060692918,-0.06195908,-0.09223351,-0.098279595,-0.06711191,0.0052264975,0.10493797,-0.04207727,0.05813512,0.05930398,0.0426312,-0.0140105905,0.06618061,-0.039408494,0.052863568,-0.052236296,-0.052787602,-0.045865808,-0.054412708,0.026581688,0.07611169,-0.018929668,0.058745414,-0.00057767576,0.08794294,-0.009718753,-0.10856104,0.10949698,0.11564182,-0.025328062,-0.065870814,0.12692523,0.13010567,0.058059018,-0.006828103,-0.031306352,0.032972883,0.004216496,-0.12915912,-0.24191625,-0.03874356,-0.010986756,0.061401635,-0.0130089335,0.08963582,0.0029350326,0.10685722,0.14465742,-0.010938017,0.067894846,0.070133716,0.1609019,0.121582806,-0.022111215,0.017070435,0.06777457,0.025362577,-0.105361946,0.01665822,-0.1719279,0.05508939,0.02869844,0.13453951,influencer
kuliner koko,-0.021169953,0.023902057,-0.06365928,0.021895494,-0.06485129,-0.08301936,-0.03105025,0.059818596,0.0070965975,0.03016624,-0.048506297,0.0104168,-0.029419959,0.009754527,0.090356626,-0.014825068,-0.028815743,-0.06770633,-0.052834816,-0.14508829,0.086358994,0.08973474,-0.0635631,-0.03045563,0.03171037,0.022735279,-0.062138885,-0.08530432,0.09559892,0.062480934,0.04775899,0.009815304,-0.014073124,0.18135989,0.045227744,-0.0014883567,0.017829895,0.014974551,0.045548275,-0.06218584,-0.23414809,-0.022935322,0.024146684,-0.0006614573,-0.05284772,0.054651238,-0.040717658,-0.050343297,0.10151101,0.005565251,0.021991884,0.07366669,0.13371515,0.17262846,-0.06046272,0.11923807,0.050731175,0.071108304,-0.09056681,-0.04238878,-0.16470113,0.0074588135,0.121818066,0.15562704,influencer
susan theresia,-0.14849445,0.14106622,-0.07939421,-0.36918467,-0.19476531,-0.026164236,0.07709415,0.20487043,-0.16637704,0.09656103,0.26476705,0.14392164,0.023701932,0.20825464,-0.34990725,0.19032344,-0.13706322,-0.016815329,-0.050754827,0.11244746,-0.116506055,0.07523987,0.07505314,0.27887452,-0.07833666,0.24349523,0.11130442,-0.18651082,0.16338497,0.260436,-0.15464836,-0.24436116,0.43604505,0.038448375,0.10604078,-0.024946248,-0.15814142,0.116668455,-0.059701163,-0.29716098,-0.30557388,-0.105071835,-0.114982076,0.20644255,0.0662342,0.16115268,0.108093634,0.4680536,0.27611738,-0.027698217,0.1512487,0.054775227,0.2759257,0.016246624,0.06527893,-0.22248058,0.086386696,-0.12469183,-0.18072335,0.13022721,-0.19797084,0.17513397,-0.16786444,0.07559192,influencer
agakenyang,-0.08146213,0.09403323,0.002192659,-0.115633555,-0.08693486,-0.03608349,0.03593424,0.10804173,-0.02759229,0.09839185,0.07281844,-0.0050929748,-0.017208565,0.07274966,-0.06962226,0.03376913,-0.044797342,-0.05536484,-0.039784662,-0.010387469,0.013333108,0.01783524,-0.06468394,0.09511386,0.0142227225,0.061164837,-0.003368638,-0.0738023,0.08441773,0.110324815,-0.062064655,-0.117102966,0.13579723,0.12767193,0.02669853,0.029716203,-0.007611405,0.034293354,-0.0066901892,-0.12513164,-0.22553845,-0.029902918,-0.02816958,0.07493475,-0.036946535,0.10645862,0.0035107108,0.10870093,0.16940546,-0.0342613,0.040524825,0.040183857,0.1249298,0.12718493,-0.028321471,0.0019658639,0.10340303,0.09252009,-0.04157959,0.027305745,-0.17173024,0.023523629,-0.00666416,0.16177103,influencer
ayoe widya,-0.08371419,0.03415523,0.02378546,0.04716286,-0.03849756,-0.076898634,-0.006127908,0.054639637,0.050701518,0.089566976,0.0028854895,-0.091400295,-0.031422198,0.009327032,0.10027135,-0.014479731,-0.020270295,-0.09293396,-0.004344515,-0.07680832,0.11521603,0.026340395,-0.11347596,-0.0402611,0.048483785,-0.023444992,-0.06617244,-0.04262591,0.044964485,-0.0010920351,-0.04318838,0.0054306677,-0.036780063,0.18306631,-0.01456597,0.06473498,0.06386165,-0.072250694,0.005478902,-0.05609762,-0.17380783,0.019614972,0.04523155,0.0149922725,-0.035188556,0.06143157,-0.04252866,-0.08837626,0.07331875,-0.0439702,0.04350494,0.071163476,0.021601751,0.1784811,-0.06883682,0.14069296,0.1140406,0.1843467,0.055167194,-0.008203068,-0.15564792,-0.037331067,0.10075206,0.21513654,influencer
syifa hadju,-0.00316798,0.03868071,-0.04631261,0.033518143,-0.048416227,-0.06981957,-0.020721596,0.04039146,0.00901423,0.049254447,-0.075961374,-0.010900261,-0.03968125,-0.01771453,0.11338189,-0.047125787,-0.0057244813,-0.06180276,-0.052043818,-0.16171359,0.08858091,0.059625775,-0.10460869,-0.025157582,0.055140354,-0.010655811,-0.08239323,-0.03787213,0.083078116,0.0529067,0.06609388,-0.007044274,-0.041309513,0.19551042,0.022413947,0.009577168,0.035436384,0.03150252,0.062163763,-0.03324758,-0.21913493,-0.0047945133,0.023540992,-0.024017412,-0.09342936,0.048056778,-0.0610238,-0.08467055,0.10318297,0.008211244,-0.01584845,0.03849171,0.11616891,0.1999926,-0.07738593,0.1439304,0.060930114,0.13274863,-0.07453905,-0.06397463,-0.16730541,-0.025946077,0.11465626,0.16101396,influencer
greysia polii,-0.036233038,0.011816679,-0.07837102,0.04633271,-0.03938312,-0.11100589,-0.02343178,0.054925382,-0.0010369692,0.031090949,0.004147469,0.0011727262,-0.025402684,-0.011651058,0.105583206,0.01543061,0.013755011,-0.06630152,-0.018859383,-0.11243652,0.10265444,0.082006134,-0.03536797,-0.048834257,0.039902657,0.025619011,-0.06391497,-0.051750407,0.083695844,0.042034782,0.0064422223,0.023932202,0.009435211,0.16271043,0.025411885,-0.013025904,0.032372743,-0.03226039,0.002557877,-0.043524835,-0.17133711,0.021621147,0.0736348,0.0026242374,-0.022345629,0.052651454,-0.046296217,-0.03346198,0.037526045,-0.0115031665,0.051506825,0.08138524,0.073694855,0.17219713,-0.052542366,0.13970599,0.04883458,0.11760254,-0.0646047,-0.018594285,-0.15845898,-0.007295867,0.09393591,0.14536129,influencer
apriyani rahayu,0.22711617,0.026664104,-0.7346344,0.04954779,0.05084335,-0.44193572,-0.022022657,-0.19161156,-0.57454073,0.10005663,0.24697989,0.4442364,-0.06420714,-0.548586,0.35810274,0.20248249,0.50843096,0.20976675,0.21773341,-0.4866441,0.09642544,0.13831356,0.14458711,-0.16936865,0.22947824,0.054612853,-0.29297036,0.66446555,0.1771659,0.09911775,0.36244532,0.14182052,0.3545994,0.09357189,-0.03495973,-0.42413726,-0.29652637,0.047904808,0.10289018,0.18830307,0.25386256,0.43927127,0.4062115,-0.44467938,-0.09044136,-0.23792833,-0.28758726,0.34934598,-0.4030789,0.22435209,0.19007778,-0.20966505,0.09878478,0.26368266,-0.07974529,0.4638123,-0.127574,0.4928648,-0.62639743,-0.16129783,-0.18120776,0.10641859,-0.37358126,-0.24114762,influencer
liliyana natsir,-0.013384092,0.0057716435,-0.0684662,0.07901263,-0.028269712,-0.10583015,-0.032736707,0.04121629,0.021339692,0.019098435,-0.04354877,-0.013267572,-0.030935893,-0.024648644,0.14071172,-0.018852174,0.018761588,-0.07100859,-0.029991584,-0.13984196,0.1163548,0.08065313,-0.059423536,-0.068316765,0.052365176,0.0009998536,-0.07798159,-0.047031224,0.07870965,0.02961446,0.03431653,0.037312865,-0.040399134,0.18188429,0.022910718,-0.007329964,0.05478116,-0.024647087,0.018573288,-0.021783512,-0.17568687,0.019137112,0.07625792,-0.012611724,-0.046474148,0.045328636,-0.05924832,-0.089445844,0.036582842,-0.006793064,0.01963992,0.07677606,0.069483116,0.19114527,-0.067054644,0.1669755,0.04233235,0.13351373,-0.05933382,-0.04144121,-0.15693492,-0.030071251,0.1261988,0.15423119,influencer
rio haryanto,-0.00020302105,0.040379554,-0.06472236,0.037231725,-0.027957324,-0.08620909,-0.0068383925,0.034593526,-0.011881756,0.05056656,-0.035498694,-0.004877339,-0.037467837,-0.040752046,0.11381897,-0.0278634,0.03912212,-0.050359674,-0.03117055,-0.13734451,0.08788201,0.045695364,-0.08420596,-0.021779649,0.06574808,-0.0051404093,-0.0835844,0.005290575,0.0772964,0.051936805,0.043803073,-0.01466595,-0.0052521527,0.17655294,0.007776498,-0.009053076,0.04055202,0.017361235,0.032263547,-0.014149414,-0.16719575,0.031959236,0.057360716,-0.02494783,-0.08387894,0.047850136,-0.06828742,-0.05297496,0.060561024,-2.9672083e-05,-0.0074575567,0.027662136,0.080089115,0.20091774,-0.07166462,0.15239218,0.053598993,0.17641997,-0.07339138,-0.050611436,-0.16477323,-0.038803052,0.07438262,0.14070272,influencer
anthony ginting,-0.027747404,0.072647244,-0.034774907,0.004949255,-0.03378459,-0.08130975,0.03303174,0.03871288,-0.03286528,0.07483034,0.040324062,-0.01626858,-0.027549652,-0.049397446,0.07266739,-0.010513451,0.058852494,-0.04575684,-0.0101329805,-0.08533429,0.08149214,-0.004172638,-0.08768901,0.004489995,0.0724046,-0.0002984415,-0.08048174,0.05075971,0.068961605,0.06425376,-0.014609907,-0.05369018,0.058268223,0.16505276,-0.013394311,0.008958889,0.043054335,-0.012008524,-0.008923467,-0.02278772,-0.12985158,0.057119183,0.071758926,-0.008710063,-0.07737625,0.06385723,-0.06903811,0.0032849305,0.04711104,-0.032917876,0.001966044,0.01887241,0.04538407,0.191554,-0.06735866,0.1327964,0.08237842,0.2333737,-0.02987031,-0.016656155,-0.16555299,-0.036738805,0.009772901,0.1560058,influencer
jonatan christie,-0.0394886,0.049571186,-0.00027271104,0.04461997,-0.017468993,-0.07079989,0.0059223752,0.037127994,0.021742031,0.085189685,-0.01772252,-0.0690486,-0.03922862,-0.0266612,0.10936044,-0.03626222,0.02828582,-0.06867771,-0.0125193475,-0.093539596,0.09468949,0.009107903,-0.11783255,-0.015451433,0.06838463,-0.03178241,-0.081063285,0.013796534,0.04769348,0.015380181,-0.0069792634,-0.027237318,-0.023348132,0.1789207,-0.02277058,0.037022684,0.06920219,-0.021867275,0.013144606,-0.015861671,-0.14646523,0.04162713,0.053367905,-0.008130482,-0.07999056,0.05916912,-0.06399715,-0.076536,0.06396604,-0.029106718,-0.004472964,0.026373796,0.024320556,0.20033982,-0.076270446,0.1501682,0.09206973,0.2304878,0.014049959,-0.032159243,-0.16082901,-0.06621063,0.07008444,0.18044187,influencer
kevin sanjaya,-0.0002031049,0.020347714,-0.063176855,0.06136923,-0.032997027,-0.09041835,-0.02658559,0.039002486,0.014544655,0.026870407,-0.061408646,-0.007951869,-0.034811743,-0.025745988,0.13069107,-0.03444145,0.01633655,-0.06389439,-0.042203184,-0.1502237,0.1028467,0.070931844,-0.07694918,-0.048400015,0.056175813,-0.0038347626,-0.08049398,-0.037921373,0.08160909,0.04303217,0.05279446,0.015724435,-0.039479423,0.18654996,0.023607103,-0.0056023933,0.049311742,0.005867333,0.03587275,-0.020785645,-0.19031751,0.010887422,0.05696679,-0.01900132,-0.07127099,0.046836365,-0.062303424,-0.087010175,0.062032655,0.0010631704,-0.003134875,0.056903962,0.089610025,0.1972308,-0.072018184,0.15880236,0.044307068,0.13679165,-0.07311958,-0.053899333,-0.16133317,-0.03270127,0.11940779,0.15176356,influencer
marcus gideon,-0.03806586,0.058400035,-0.07552044,-0.029495528,-0.048737966,-0.087858796,0.013925957,0.060252987,-0.05233836,0.07578063,0.04627359,0.018975858,-0.028425109,-0.015104039,0.04260131,0.027852442,0.029072817,-0.04066126,-0.015307634,-0.08570227,0.056786105,0.0410485,-0.04832583,0.02369229,0.04508222,0.036714263,-0.056606747,-0.0004622331,0.08528444,0.0786752,-0.0051939595,-0.05089894,0.0867178,0.1423173,0.010880573,-0.016105622,0.0020312383,0.01402753,0.0059224,-0.05395374,-0.1631915,0.03338792,0.04478403,0.0048085423,-0.049224906,0.063962854,-0.04455953,0.050030127,0.07268852,-0.008989422,0.039850995,0.028314967,0.090838656,0.16851723,-0.04660193,0.0973896,0.067780316,0.15250054,-0.08203577,-0.011139048,-0.16923639,-0.0014602091,0.011465713,0.12549254,influencer
